gene_ID	hgnc_symbol	chr	strand	start	end	TP63_PTC_log2FoldChange	TP63_PTC_pvalue	TP63_PTC_padj
ENSG00000167110	GOLGA2	chr9	-	128255829	128276026	-0.0549	0.516	1
ENSG00000076662	ICAM3	chr19	-	10333776	10339661	-0.443	0.18	1
ENSG00000105397	TYK2	chr19	-	10350533	10380608	0.0831	0.346	1
ENSG00000105401	CDC37	chr19	-	10391133	10420121	-0.0566	0.399	1
ENSG00000141867	BRD4	chr19	-	15235519	15332545	-0.0191	0.827	1
ENSG00000130734	ATG4D	chr19	+	10543895	10553418	-0.182	0.316	1
ENSG00000213339	QTRT1	chr19	+	10701430	10713437	-0.137	0.508	1
ENSG00000079805	DNM2	chr19	+	10718055	10833488	-0.118	0.076	1
ENSG00000214212	C19orf38	chr19	+	10836575	10869790	0.0459	0.96	1
ENSG00000142453	CARM1	chr19	+	10871553	10923075	-0.0447	0.513	1
ENSG00000263843	MIF4GD-DT	chr17	+	75271369	75273895	0.628	0.459	1
ENSG00000142444	TIMM29	chr19	+	10928811	10933535	-0.145	0.321	1
ENSG00000161888	SPC24	chr19	-	11131520	11155807	0.0267	0.896	1
ENSG00000197256	KANK2	chr19	-	11164270	11197791	0.154	0.389	1
ENSG00000187720	THSD4	chr15	+	71096952	71783383	-0.416	0.608	1
ENSG00000130158	DOCK6	chr19	-	11199295	11262524	-0.0588	0.579	1
ENSG00000105514	RAB3D	chr19	-	11322068	11346270	0.156	0.118	1
ENSG00000277453		chr19	+	40426115	40426702	-0.514	0.64	1
ENSG00000125618	PAX8	chr2	-	113215997	113278921	1.49	0.548	1
ENSG00000176692	FOXC2	chr16	+	86566829	86569728	0.205	0.806	1
ENSG00000105520	PLPPR2	chr19	+	11355386	11365698	-0.41	0.106	1
ENSG00000205517	RGL3	chr19	-	11384341	11419328	0.022	0.852	1
ENSG00000131203	IDO1	chr8	+	39902275	39928790	-15.3	8.08e-10	
ENSG00000272727	LINC02266	chr4	-	145335263	145343559	0.334	0.835	1
ENSG00000130175	PRKCSH	chr19	+	11435284	11450968	0.000875	0.99	1
ENSG00000161914	ZNF653	chr19	-	11483427	11505839	0.171	0.543	1
ENSG00000102575	ACP5	chr19	-	11574653	11579993	0.0152	0.948	1
ENSG00000197332		chr19	+	11639754	11686569	0.211	0.367	1
ENSG00000130513	GDF15	chr19	+	18374731	18389176	-0.25	0.0236	0.727
ENSG00000266922		chr19	-	11725961	11730783	0.445	0.499	1
ENSG00000197044	ZNF441	chr19	+	11767000	11784078	0.123	0.494	1
ENSG00000100104	SRRD	chr22	+	26483877	26494658	0.0233	0.849	1
ENSG00000171291	ZNF439	chr19	+	11848726	11883750	0.0957	0.545	1
ENSG00000253532		chr8	+	99119352	99120581	-0.759	0.634	1
ENSG00000158691	ZSCAN12	chr6	-	28378955	28399747	0.329	0.0147	0.575
ENSG00000197273	GUCA2A	chr1	-	42162690	42164745	-0.747	0.42	1
ENSG00000042286	AIFM2	chr10	-	70098223	70132934	-0.54	0.00416	0.232
ENSG00000128654	MTX2	chr2	+	176269395	176338025	0.0883	0.501	1
ENSG00000143556	S100A7	chr1	-	153457744	153460651	0.327	0.0692	1
ENSG00000196757	ZNF700	chr19	+	11925068	11950773	0.0995	0.42	1
ENSG00000158457	TSPAN33	chr7	+	129144707	129169699	-0.356	0.561	1
ENSG00000161270	NPHS1	chr19	-	35825372	35869287	0.505	0.795	1
ENSG00000267274		chr19	+	11939959	11953381	1.97	0.131	1
ENSG00000257446	ZNF878	chr19	-	12043805	12052961	-0.288	0.316	1
ENSG00000223547	ZNF844	chr19	+	12064731	12081565	0.149	0.312	1
ENSG00000188783	PRELP	chr1	+	203475806	203491352	0.332	0.094	1
ENSG00000261924		chr17	-	80966239	80971213	1.87	0.27	1
ENSG00000132010	ZNF20	chr19	-	12092843	12140355	0.233	0.195	1
ENSG00000123570	RAB9B	chrX	-	103822327	103832257	0.991	0.529	1
ENSG00000261668		chr4	-	127840198	127844040	0.546	0.32	1
ENSG00000257591	ZNF625	chr19	-	12142090	12156734	0.196	0.196	1
ENSG00000198874	TYW1	chr7	+	66995173	67239514	0.0548	0.611	1
ENSG00000197857	ZNF44	chr19	-	12224686	12294883	0.247	0.0267	0.781
ENSG00000250131	AGA-DT	chr4	+	177442519	177681381	-0.199	0.872	1
ENSG00000148948	LRRC4C	chr11	-	40114203	41459773	1.48	0.423	1
ENSG00000144395	CCDC150	chr2	+	196639554	196763490	0.136	0.41	1
ENSG00000242852	ZNF709	chr19	-	12461184	12513854	0.0841	0.537	1
ENSG00000269560		chr19	-	12529768	12532973	-0.252	0.756	1
ENSG00000173875	ZNF791	chr19	+	12610918	12633840	0.0506	0.585	1
ENSG00000123154	WDR83	chr19	+	12666802	12675832	-0.0768	0.74	1
ENSG00000105583	WDR83OS	chr19	-	12668073	12669415	-0.166	0.082	1
ENSG00000055147	FAM114A2	chr5	-	153990148	154038936	-0.0766	0.625	1
ENSG00000166507	NDST2	chr10	-	73801911	73811798	-0.0592	0.596	1
ENSG00000164430	CGAS	chr6	-	73413515	73452297	0.253	0.83	1
ENSG00000124374	PAIP2B	chr2	-	71182738	71227103	0.197	0.0213	0.702
ENSG00000198356	GET3	chr19	+	12737139	12748323	-0.0919	0.372	1
ENSG00000039987	BEST2	chr19	+	12751702	12758458	1.82	0.518	1
ENSG00000267424		chr19	+	12825711	12832983	0.94	0.616	1
ENSG00000105613	MAST1	chr19	+	12833951	12874952	-0.114	0.724	1
ENSG00000105612	DNASE2	chr19	-	12875209	12881595	-0.0825	0.305	1
ENSG00000105607	GCDH	chr19	+	12891160	12914207	0.104	0.575	1
ENSG00000011451	WIZ	chr19	-	15419978	15449956	0.0273	0.764	1
ENSG00000260852	FBXL19-AS1	chr16	-	30919319	30923269	-0.188	0.518	1
ENSG00000179218	CALR	chr19	+	12938578	12944489	-0.00534	0.943	1
ENSG00000100075	SLC25A1	chr22	-	19175581	19178739	-0.135	0.0613	1
ENSG00000179262	RAD23A	chr19	+	12945855	12953642	-0.0636	0.414	1
ENSG00000138346	DNA2	chr10	-	68414064	68472121	0.0933	0.419	1
ENSG00000160469	BRSK1	chr19	+	55282072	55312562	-0.00717	0.96	1
ENSG00000167085	PHB1	chr17	-	49404049	49414905	-0.144	0.113	1
ENSG00000167232	ZNF91	chr19	-	23304991	23395471	0.0504	0.515	1
ENSG00000104907	TRMT1	chr19	-	13104902	13117567	-0.106	0.395	1
ENSG00000101311	FERMT1	chr20	-	6074845	6123214	-0.338	0.0624	1
ENSG00000267512		chr19	-	13139617	13141147	-0.769	0.752	
ENSG00000104915	STX10	chr19	-	13144058	13150383	-0.0385	0.694	1
ENSG00000286472		chr20	-	25184658	25187849	-1.29	0.485	1
ENSG00000205086	LINC02898	chr2	-	41935368	41956806	0.105	0.959	
ENSG00000287296		chr19	-	13152252	13152913	-0.727	0.506	1
ENSG00000037757	MRI1	chr19	+	13764522	13774282	0.0363	0.799	1
ENSG00000028116	VRK2	chr2	+	57907629	58159920	-0.0284	0.859	1
ENSG00000104979	C19orf53	chr19	+	13774456	13778773	0.0654	0.554	1
ENSG00000132003	ZSWIM4	chr19	+	13795443	13832254	0.105	0.291	1
ENSG00000187556	NANOS3	chr19	+	13862063	13880757	-2.44	0.155	1
ENSG00000132000	PODNL1	chr19	-	13931187	13953392	0.499	0.63	1
ENSG00000233379		chr13	-	77939016	77975539	0.305	0.34	1
ENSG00000132005	RFX1	chr19	-	13961530	14007039	-0.218	0.0398	0.924
ENSG00000275091		chr19	+	14006422	14006773	1.84	0.283	1
ENSG00000160392	C19orf47	chr19	-	40319536	40348527	-0.0659	0.51	1
ENSG00000162814	SPATA17	chr1	+	217631324	217871696	-0.475	0.57	1
ENSG00000104998	IL27RA	chr19	+	14031762	14053218	0.0776	0.851	1
ENSG00000187867	PALM3	chr19	-	14053363	14062076	-0.0568	0.786	1
ENSG00000109790	KLHL5	chr4	+	39045039	39126857	-0.197	0.093	1
ENSG00000141854	MISP3	chr19	+	14072536	14075062	-0.332	0.0118	0.495
ENSG00000259571	BLID	chr11	-	122115340	122116215	2.5	0.405	1
ENSG00000176108	CHMP6	chr17	+	80991598	81009517	-0.298	0.122	1
ENSG00000100644	HIF1A	chr14	+	61695513	61748259	-0.0311	0.701	1
ENSG00000086848	ALG9	chr11	-	111782195	111871581	0.00899	0.918	1
ENSG00000141858	SAMD1	chr19	-	14087851	14091036	-0.045	0.676	1
ENSG00000267169	ADGRL1-AS1	chr19	+	14137146	14171267	-0.195	0.512	1
ENSG00000197321	SVIL	chr10	-	29457338	29736959	0.131	0.0819	1
ENSG00000072071	ADGRL1	chr19	-	14147743	14206187	0.163	0.209	1
ENSG00000232956	SNHG15	chr7	-	44983019	44986961	0.0309	0.765	1
ENSG00000278576		chr14	+	88589231	88592408	-0.362	0.152	1
ENSG00000123146	ADGRE5	chr19	+	14380501	14408725	0.0827	0.487	1
ENSG00000267474		chr19	+	14458401	14459366	0.0892	0.953	1
ENSG00000162971	TYW5	chr2	-	199928913	199955736	0.122	0.313	1
ENSG00000205639	MFSD2B	chr2	+	24010081	24063321	0.325	0.565	1
ENSG00000272008		chr6	-	87151159	87155285	0.243	0.0908	1
ENSG00000123159	GIPC1	chr19	-	14477760	14496149	-0.0604	0.612	1
ENSG00000013275	PSMC4	chr19	+	39971165	39981764	-0.0509	0.459	1
ENSG00000099797	TECR	chr19	+	14517085	14565980	-0.242	0.000574	0.0432
ENSG00000099795	NDUFB7	chr19	-	14566078	14572066	-0.167	0.224	1
ENSG00000139182	CLSTN3	chr12	+	7129698	7158945	0.0456	0.588	1
ENSG00000238083	LRRC37A2	chr17	+	46511508	46556910	0.0383	0.777	1
ENSG00000109743	BST1	chr4	+	15703065	15738313	0.0539	0.889	1
ENSG00000127507	ADGRE2	chr19	-	14732392	14778560	0.266	0.0401	0.925
ENSG00000105550	FGF21	chr19	+	48755524	48758333	0.816	0.392	1
ENSG00000162039	MEIOB	chr16	-	1833986	1872178	-2.23	0.236	1
ENSG00000105141	CASP14	chr19	+	15049480	15058293	-0.163	0.765	1
ENSG00000278383		chr20	+	25680781	25681246	2	0.428	
ENSG00000105137	SYDE1	chr19	+	15107401	15114985	-0.112	0.2	1
ENSG00000124006	OBSL1	chr2	-	219550728	219571859	0.034	0.623	1
ENSG00000143768	LEFTY2	chr1	-	225936598	225941383	-0.681	0.824	1
ENSG00000196950	SLC39A10	chr2	+	195575977	195737702	0.115	0.12	1
ENSG00000142627	EPHA2	chr1	-	16124337	16156069	-0.0284	0.744	1
ENSG00000245112	SMARCA5-AS1	chr4	-	143513472	143514635	-1.96	0.207	1
ENSG00000141577	CEP131	chr17	-	81189593	81222999	0.144	0.444	1
ENSG00000170264	FAM161A	chr2	-	61824848	61854143	-0.105	0.648	1
ENSG00000181458	TMEM45A	chr3	+	100492619	100577444	-0.022	0.922	1
ENSG00000273143	DUSP5-DT	chr10	-	110428840	110496590	-0.264	0.528	1
ENSG00000285831		chr5	-	53297872	53326565	-0.854	0.669	1
ENSG00000103657	HERC1	chr15	-	63608618	63833948	-0.0126	0.837	1
ENSG00000167461	RAB8A	chr19	+	16111889	16134234	0.0638	0.374	1
ENSG00000267062		chr19	+	12796823	12801849	0.0897	0.96	1
ENSG00000039650	PNKP	chr19	-	49859882	49878351	0.0156	0.902	1
ENSG00000143995	MEIS1	chr2	+	66433452	66573869	0.239	0.0741	1
ENSG00000269058	CALR3	chr19	-	16479061	16496167	3.78	0.0403	
ENSG00000085872	CHERP	chr19	-	16517894	16542437	-0.0893	0.167	1
ENSG00000164002	EXO5	chr1	+	40508741	40516038	-0.132	0.757	1
ENSG00000272995		chr4	+	20766808	20767372	-0.0515	0.988	
ENSG00000287364		chr1	-	195747024	195763501	0.0401	0.988	
ENSG00000214046	SMIM7	chr19	-	16630751	16660442	0.011	0.894	1
ENSG00000267904		chr19	-	16639967	16640668	0.56	0.335	1
ENSG00000274630		chr17	+	41867581	41867736	-1.83	0.378	1
ENSG00000127511	SIN3B	chr19	+	16829398	16880353	0.00219	0.978	1
ENSG00000139117	CPNE8	chr12	-	38646822	38907430	-0.0807	0.661	1
ENSG00000160111	CPAMD8	chr19	-	16892951	17026815	0.241	0.00997	0.448
ENSG00000099331	MYO9B	chr19	+	17075777	17214537	-0.0113	0.871	1
ENSG00000109576	AADAT	chr4	-	170060222	170091699	0.16	0.123	1
ENSG00000099330	OCEL1	chr19	+	17226213	17229219	0.0229	0.87	1
ENSG00000160113	NR2F6	chr19	-	17231883	17245919	0.07	0.397	1
ENSG00000160117	ANKLE1	chr19	+	17281645	17287646	0.192	0.237	1
ENSG00000234763		chr6	-	8341937	8389183	-1.11	0.712	1
ENSG00000171735	CAMTA1	chr1	+	6785454	7769706	-0.065	0.617	1
ENSG00000269815		chr19	-	17296196	17296695	0.33	0.744	1
ENSG00000108100	CCNY	chr10	+	35247025	35572669	0.0417	0.624	1
ENSG00000074855	ANO8	chr19	-	17323223	17334855	-0.128	0.275	1
ENSG00000103316	CRYM	chr16	-	21238874	21303083	-0.922	0.38	1
ENSG00000130303	BST2	chr19	-	17402939	17405630	0.114	0.741	1
ENSG00000109339	MAPK10	chr4	-	85990007	86594625	0.0492	0.745	1
ENSG00000165323	FAT3	chr11	+	92224818	92896473	-0.122	0.285	1
ENSG00000138286	FAM149B1	chr10	+	73168119	73244504	0.163	0.252	1
ENSG00000282851	BISPR	chr19	+	17405686	17419324	0.438	0.591	1
ENSG00000173612	GPRC6A	chr6	-	116792085	116829083	0.844	0.735	1
ENSG00000143771	CNIH4	chr1	+	224356858	224379459	-0.0495	0.7	1
ENSG00000188051	TMEM221	chr19	-	17435509	17448668	3.06	0.0611	1
ENSG00000167483	NIBAN3	chr19	+	17523301	17553839	0.369	0.696	1
ENSG00000115241	PPM1G	chr2	-	27381195	27409591	-0.0941	0.252	1
ENSG00000130309	COLGALT1	chr19	+	17555649	17583162	-0.066	0.327	1
ENSG00000205795	CYS1	chr2	-	10056473	10080944	0.0825	0.909	1
ENSG00000107968	MAP3K8	chr10	+	30434021	30461833	0.129	0.127	1
ENSG00000130475	FCHO1	chr19	+	17747718	17788568	0.0679	0.859	1
ENSG00000237222	LINC01968	chr3	+	194708093	194826008	0.505	0.41	1
ENSG00000170955	CAVIN3	chr11	-	6318946	6320532	-0.532	0.162	1
ENSG00000105639	JAK3	chr19	-	17824780	17848071	0.297	0.298	1
ENSG00000007080	CCDC124	chr19	+	17933015	17943991	-0.152	0.225	1
ENSG00000105647	PIK3R2	chr19	+	18153163	18170532	0.0491	0.578	1
ENSG00000145736	GTF2H2	chr5	-	71035016	71067689	0.308	0.126	1
ENSG00000261758	STAG1-DT	chr3	+	136752630	136755780	-0.463	0.632	1
ENSG00000268650		chr19	+	18204730	18220480	2.72	0.136	1
ENSG00000167755	KLK6	chr19	-	50958631	50969673	0.286	0.177	1
ENSG00000105650	PDE4C	chr19	-	18207965	18248200	0.142	0.693	1
ENSG00000130520	LSM4	chr19	-	18306236	18323112	-0.029	0.678	1
ENSG00000224877	NDUFAF8	chr17	+	81239305	81241310	-0.203	0.393	1
ENSG00000175489	LRRC25	chr19	-	18391137	18397622	0.613	0.773	1
ENSG00000268199		chr19	+	18441419	18443597	0.558	0.784	1
ENSG00000240211	PPP1R35-AS1	chr7	+	100436204	100438504	-0.78	0.771	
ENSG00000176635	HORMAD2	chr22	+	30080464	30177075	0.0381	0.992	
ENSG00000105700	KXD1	chr19	+	18557762	18569387	-0.0512	0.536	1
ENSG00000268030		chr19	-	18557775	18561560	1.81	0.364	1
ENSG00000143442	POGZ	chr1	-	151402724	151459494	0.024	0.752	1
ENSG00000140365	COMMD4	chr15	+	75336020	75343224	-0.00799	0.956	1
ENSG00000180458		chr19	-	37545470	37549171	-0.119	0.93	1
ENSG00000128191	DGCR8	chr22	+	20080221	20111877	-0.132	0.228	1
ENSG00000149634	SPATA25	chr20	-	45886491	45887622	0.68	0.51	1
ENSG00000273093		chr1	-	200315435	200315967	0.984	0.524	1
ENSG00000105696	TMEM59L	chr19	+	18607430	18621039	-0.135	0.721	1
ENSG00000171105	INSR	chr19	-	7112255	7294414	-0.0435	0.672	1
ENSG00000005007	UPF1	chr19	+	18831959	18868230	-0.0896	0.139	1
ENSG00000116539	ASH1L	chr1	-	155335268	155563162	0.0352	0.559	1
ENSG00000105669	COPE	chr19	-	18899514	18919387	-0.196	0.0134	0.541
ENSG00000051128	HOMER3	chr19	-	18929201	18941261	-0.323	0.269	1
ENSG00000105676	ARMC6	chr19	+	19033575	19060311	-0.0948	0.686	1
ENSG00000254901	BORCS8	chr19	-	19176903	19192591	-0.251	0.283	1
ENSG00000254034	INTS9-AS1	chr8	+	28798142	28802085	1.01	0.744	1
ENSG00000144567	RETREG2	chr2	+	219176225	219185475	-0.0942	0.227	1
ENSG00000184162	NR2C2AP	chr19	-	19201409	19203414	-0.231	0.228	1
ENSG00000130287	NCAN	chr19	+	19211958	19252233	0.199	0.925	1
ENSG00000105705	SUGP1	chr19	-	19276018	19320509	0.0426	0.662	1
ENSG00000160161	CILP2	chr19	+	19538248	19546659	0.34	0.387	1
ENSG00000204860	FAM201A	chr9	+	38620474	38624990	-2.45	0.395	
ENSG00000136574	GATA4	chr8	+	11676959	11760002	1.92	0.25	1
ENSG00000157456	CCNB2	chr15	+	59105126	59125045	-0.0343	0.723	1
ENSG00000263986		chr17	+	20999747	21000323	-2.03	0.474	1
ENSG00000105708	ZNF14	chr19	-	19710472	19733112	0.104	0.5	1
ENSG00000081665	ZNF506	chr19	-	19785839	19821751	-0.0986	0.405	1
ENSG00000267481		chr19	-	19788755	19790531	0.158	0.646	1
ENSG00000178965	ERICH3	chr1	-	74568117	74673792	-0.144	0.843	1
ENSG00000197124	ZNF682	chr19	-	19997058	20039505	0.0293	0.868	1
ENSG00000185513	L3MBTL1	chr20	+	43489442	43550954	-0.0292	0.848	1
ENSG00000148840	PPRC1	chr10	+	102132994	102150333	-0.121	0.146	1
ENSG00000267383		chr19	-	20122569	20321305	-0.00851	0.965	1
ENSG00000105750	ZNF85	chr19	+	20923222	20950697	0.09	0.519	1
ENSG00000182141	ZNF708	chr19	-	21291160	21329425	0.148	0.205	1
ENSG00000172687	ZNF738	chr19	+	21358930	21388582	0.0834	0.534	1
ENSG00000179542	SLITRK4	chrX	-	143622790	143636101	0.242	0.587	1
ENSG00000166188	ZNF319	chr16	-	57994676	58000672	0.0122	0.98	1
ENSG00000196268	ZNF493	chr19	+	21397119	21427577	0.102	0.425	1
ENSG00000092201	SUPT16H	chr14	-	21351476	21384019	0.0958	0.179	1
ENSG00000268658	LINC00664	chr19	+	21483374	21503238	-0.37	0.345	1
ENSG00000257178		chr17	-	48579630	48582259	-1.83	0.209	1
ENSG00000198521	ZNF43	chr19	-	21804946	21852125	0.141	0.129	1
ENSG00000226650	KIF4B	chr5	+	155013755	155018141	1.4	0.219	1
ENSG00000114686	MRPL3	chr3	-	131462212	131502983	0.0409	0.679	1
ENSG00000149609	C20orf144	chr20	+	33662327	33665619	3.16	0.122	1
ENSG00000283828		chr13	-	113149432	113154002	-0.232	0.75	1
ENSG00000173992	CCS	chr11	+	66593153	66606019	-0.252	0.109	1
ENSG00000168078	PBK	chr8	-	27809624	27838082	-0.0672	0.678	1
ENSG00000106105	GARS1	chr7	+	30580533	30634033	0.0202	0.906	1
ENSG00000176024	ZNF613	chr19	+	51927147	51948759	0.0889	0.509	1
ENSG00000184445	KNTC1	chr12	+	122527246	122626396	0.0681	0.353	1
ENSG00000111816	FRK	chr6	-	115931149	116060891	-0.451	0.264	1
ENSG00000196911	KPNA5	chr6	+	116681187	116741867	-0.0564	0.649	1
ENSG00000127481	UBR4	chr1	-	19074510	19210266	0.0372	0.516	1
ENSG00000245261		chr6	-	43213801	43223860	1.64	0.401	1
ENSG00000183850	ZNF730	chr19	+	23075210	23147221	0.213	0.175	1
ENSG00000196081	ZNF724	chr19	-	23221599	23250394	0.065	0.547	1
ENSG00000178567	EPM2AIP1	chr3	-	36985043	36993131	0.276	0.0211	0.699
ENSG00000100629	CEP128	chr14	-	80476983	80959517	0.207	0.148	1
ENSG00000269416	LINC01224	chr19	-	23399097	23416075	0.499	0.457	1
ENSG00000130427	EPO	chr7	+	100720468	100723700	-0.242	0.236	1
ENSG00000196866	H2AC7	chr6	-	26198784	26199293	0.0298	0.838	1
ENSG00000287399		chr19	+	23897321	23899495	-0.156	0.889	1
ENSG00000213096	ZNF254	chr19	+	24033405	24129968	0.157	0.0663	1
ENSG00000276030		chr19	+	24146701	24147081	0.165	0.875	1
ENSG00000267575	LINC02987	chr19	+	27793431	27984984	0.183	0.623	1
ENSG00000185666	SYN3	chr22	-	32507820	33058381	0.283	0.47	1
ENSG00000131153	GINS2	chr16	-	85676198	85690073	0.0295	0.858	1
ENSG00000267320		chr19	-	28316705	28386204	-0.723	0.775	
ENSG00000260725		chr19	-	28418483	28429490	-0.0426	0.916	1
ENSG00000232194		chr1	+	167820406	167821224	-0.0924	0.836	1
ENSG00000123179	EBPL	chr13	-	49660674	49691486	-0.257	0.0991	1
ENSG00000266893		chr19	-	28491864	28632728	0.103	0.864	1
ENSG00000267537		chr19	-	28602379	28648303	3.46	0.108	
ENSG00000270562	FOXP1-DT	chr3	+	71584943	71587409	0.497	0.113	1
ENSG00000084764	MAPRE3	chr2	+	26970637	27027219	-0.272	0.0769	1
ENSG00000169021	UQCRFS1	chr19	-	29205320	29213151	-0.0753	0.355	1
ENSG00000267498	UQCRFS1-DT	chr19	+	29213235	29216604	1	0.751	
ENSG00000273102		chr21	-	33967100	33968573	-1.85	0.384	
ENSG00000287400		chr1	+	41241772	41338644	0.405	0.628	1
ENSG00000188659	SAXO2	chr15	+	82262810	82284930	-1.74	0.419	
ENSG00000133773	CCDC59	chr12	-	82223681	82358805	0.00981	0.921	1
ENSG00000105173	CCNE1	chr19	+	29811991	29824312	0.0453	0.639	1
ENSG00000105176	URI1	chr19	+	29923644	30016612	0.0479	0.52	1
ENSG00000287859		chr19	+	30058229	30060797	1.4	0.0625	1
ENSG00000288072		chr19	+	30078133	30085893	2.25	0.348	1
ENSG00000127663	KDM4B	chr19	+	4969113	5153598	-0.0131	0.887	1
ENSG00000091106	NLRC4	chr2	-	32224453	32265732	-0.12	0.804	1
ENSG00000198597	ZNF536	chr19	+	30224891	30713586	-1.19	0.383	1
ENSG00000168899	VAMP5	chr2	+	85584431	85593406	-0.0943	0.748	1
ENSG00000272491		chr1	-	48227888	48229561	15.1	1.02e-06	
ENSG00000171786	NHLH1	chr1	+	160367071	160372846	0.287	0.551	1
ENSG00000140945	CDH13	chr16	+	82626965	83800640	0.563	0.00206	0.131
ENSG00000255031		chr11	+	68050740	68053762	-0.00216	0.997	1
ENSG00000181666	ZNF875	chr19	+	37312837	37369365	-0.0308	0.803	1
ENSG00000168813	ZNF507	chr19	+	32345594	32387667	0.00379	0.975	1
ENSG00000109758	HGFAC	chr4	+	3441968	3449486	0.127	0.944	1
ENSG00000213965	NUDT19	chr19	+	32691821	32713792	-0.231	0.163	1
ENSG00000269439	PGLS-DT	chr19	-	17488990	17511889	0.0532	0.902	1
ENSG00000186326	RGS9BP	chr19	+	32675848	32678300	1	0.473	1
ENSG00000073282	TP63	chr3	+	189631389	189897276	-0.895	7.61e-08	9.06e-06
ENSG00000131944	FAAP24	chr19	+	32972209	32978229	-0.0503	0.88	1
ENSG00000167302	TEPSIN	chr17	-	81228277	81239091	-0.121	0.398	1
ENSG00000247095	MIR210HG	chr11	-	565657	568457	0.31	0.128	1
ENSG00000140990	NDUFB10	chr16	+	1959538	1961975	-0.116	0.283	1
ENSG00000131941	RHPN2	chr19	-	32978592	33064888	0.214	0.0921	1
ENSG00000119865	CNRIP1	chr2	-	68284171	68320051	0.0713	0.84	1
ENSG00000105376	ICAM5	chr19	+	10289952	10296778	0.15	0.661	1
ENSG00000129933	MAU2	chr19	+	19320829	19358754	-0.0405	0.624	1
ENSG00000267580		chr19	+	33299934	33301168	-0.392	0.621	1
ENSG00000267727		chr19	+	33301279	33301940	0.622	0.0224	0.719
ENSG00000267130		chr19	+	33305036	33309387	0.804	0.557	1
ENSG00000159958	TNFRSF13C	chr22	-	41922032	41926806	-0.256	0.475	1
ENSG00000235522		chr2	-	105846534	105857177	0.893	0.687	
ENSG00000138613	APH1B	chr15	+	63276018	63309126	0.0937	0.654	1
ENSG00000124302	CHST8	chr19	+	33621953	33773509	-0.229	0.686	1
ENSG00000197948	FCHSD1	chr5	-	141639302	141651418	-0.0473	0.694	1
ENSG00000257103	LSM14A	chr19	+	34172504	34229288	0.0461	0.532	1
ENSG00000267219		chr19	-	34348356	34359412	0.937	0.756	
ENSG00000105220	GPI	chr19	+	34359480	34402413	-0.176	0.00624	0.317
ENSG00000126249	PDCD2L	chr19	+	34404399	34426168	-0.312	0.31	1
ENSG00000142279	WTIP	chr19	+	34481758	34512304	-0.0952	0.64	1
ENSG00000274104		chr19	-	34733298	34734501	0.299	0.799	1
ENSG00000176148	TCP11L1	chr11	+	33039417	33105943	-0.00924	0.942	1
ENSG00000197841	ZNF181	chr19	+	34734155	34745378	0.527	0.132	1
ENSG00000170606	HSPA4	chr5	+	133052013	133106449	0.0661	0.372	1
ENSG00000134874	DZIP1	chr13	-	95578202	95644706	0.0443	0.828	1
ENSG00000153896	ZNF599	chr19	-	34758073	34773229	0.838	0.0669	1
ENSG00000108349	CASC3	chr17	+	40140318	40172171	0.0323	0.631	1
ENSG00000267767	LINC01801	chr19	-	34788527	34832869	-0.316	0.622	1
ENSG00000219410		chr12	+	6663260	6672069	-0.0251	0.978	1
ENSG00000261754		chr19	-	34811589	34814345	0.38	0.52	1
ENSG00000198046	ZNF667	chr19	-	56439325	56478065	-0.156	0.457	1
ENSG00000171345	KRT19	chr17	-	41523617	41528308	-0.0511	0.467	1
ENSG00000270876	ZNF30-AS1	chr19	-	34905335	34926828	2.04	0.47	
ENSG00000089351	GRAMD1A	chr19	+	34994784	35026471	-0.13	0.169	1
ENSG00000105711	SCN1B	chr19	+	35030470	35040449	0.491	0.215	1
ENSG00000179066		chr19	+	35090930	35113664	-0.348	0.517	1
ENSG00000089356	FXYD3	chr19	+	35115823	35124324	0.1	0.729	1
ENSG00000153902	LGI4	chr19	-	35124513	35142451	-0.302	0.503	1
ENSG00000266964	FXYD1	chr19	+	35138824	35143109	-3.45	0.178	1
ENSG00000221946	FXYD7	chr19	+	35143250	35154302	1.89	0.587	
ENSG00000266744		chr17	-	13957748	13966952	2.44	0.25	
ENSG00000105699	LSR	chr19	+	35248330	35267964	-0.0856	0.217	1
ENSG00000105698	USF2	chr19	+	35268962	35279821	-0.0252	0.745	1
ENSG00000105697	HAMP	chr19	+	35280716	35285143	-0.951	0.693	
ENSG00000105695	MAG	chr19	+	35292125	35313807	-0.112	0.69	1
ENSG00000141446	ESCO1	chr18	-	21529284	21600884	-0.0068	0.937	1
ENSG00000161249	DMKN	chr19	-	35497220	35513658	0.0846	0.333	1
ENSG00000189001	SBSN	chr19	-	35523367	35528351	-0.0407	0.871	1
ENSG00000105679	GAPDHS	chr19	+	35533455	35545319	-2.79	0.138	1
ENSG00000264278	ZNF236-DT	chr18	-	76794732	76822295	1.04	0.504	1
ENSG00000251637	LINC02754	chr11	+	67886477	67906350	-0.106	0.966	
ENSG00000172500	FIBP	chr11	-	65883740	65888531	0.0545	0.747	1
ENSG00000126254	RBM42	chr19	+	35629030	35637686	-0.122	0.235	1
ENSG00000105672	ETV2	chr19	+	35641745	35644871	1.03	0.572	1
ENSG00000106344	RBM28	chr7	-	128297685	128343908	0.0155	0.879	1
ENSG00000151388	ADAMTS12	chr5	-	33523535	33892019	0.273	0.336	1
ENSG00000254028		chr8	+	134832747	134834482	0.946	0.619	1
