gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000137807	KIF23	chr15	+	69414246	69448427	-0.303	3.54e-07	1.26e-05
ENSG00000137818	RPLP1	chr15	+	69452814	69456205	-0.141	0.00856	0.0736
ENSG00000245750	DRAIC	chr15	+	69462921	69843120	0.197	0.43	0.742
ENSG00000108091	CCDC6	chr10	-	59788747	59906556	-0.016	0.724	0.905
ENSG00000168002	POLR2G	chr11	+	62761565	62766710	-0.362	1.89e-05	0.000461
ENSG00000123374	CDK2	chr12	+	55966781	55972789	-0.0727	0.198	0.519
ENSG00000136490	LIMD2	chr17	-	63695888	63701172	0.0334	0.754	0.917
ENSG00000140332	TLE3	chr15	-	70047790	70098176	-0.0577	0.234	0.565
ENSG00000132376	INPP5K	chr17	-	1494577	1516742	0.0653	0.569	0.829
ENSG00000070761	CFAP20	chr16	-	58113592	58129381	-0.0703	0.304	0.641
ENSG00000159648	TEPP	chr16	+	57976435	57988116	-0.0957	0.904	
ENSG00000138095	LRPPRC	chr2	-	43886224	43996226	0.0864	0.0319	0.18
ENSG00000167925	GHDC	chr17	-	42188799	42194513	0.015	0.926	0.98
ENSG00000276651		chr15	-	63500737	63503083	-0.8	0.32	
ENSG00000137831	UACA	chr15	-	70654554	70763558	-0.04	0.505	0.791
ENSG00000289827		chr13	+	27450200	27451416	-0.639	0.705	
ENSG00000259744		chr15	-	70848883	70849770	0.229	0.832	
ENSG00000137821	LRRC49	chr15	+	70853239	71053658	-0.0856	0.169	0.479
ENSG00000136883	KIF12	chr9	-	114086126	114099292	0.864	0.428	
ENSG00000171574	ZNF584	chr19	+	58401504	58431736	0.0462	0.741	0.913
ENSG00000278570	NR2E3	chr15	+	71792638	71818259	1.08	0.044	0.219
ENSG00000066933	MYO9A	chr15	-	71822291	72118577	0.083	0.122	0.399
ENSG00000108509	CAMTA2	chr17	-	4967992	4987675	0.184	0.161	0.466
ENSG00000226310		chrX	+	57121572	57133925	0.181	0.519	0.799
ENSG00000067225	PKM	chr15	-	72199029	72231819	-0.0405	0.443	0.75
ENSG00000290829		chr8	-	12006188	12015193	0.638	0.293	
ENSG00000166326	TRIM44	chr11	+	35662775	35818007	-0.106	0.0175	0.121
ENSG00000137817	PARP6	chr15	-	72241181	72272999	0.324	0.000165	0.00315
ENSG00000243477	NAA80	chr3	-	50296402	50299416	0.0247	0.887	0.966
ENSG00000119630	PGF	chr14	-	74941834	74955626	0.174	0.528	0.803
ENSG00000140488	CELF6	chr15	-	72284727	72320157	1.02	0.0752	
ENSG00000213614	HEXA	chr15	-	72340924	72376420	0.108	0.0629	0.275
ENSG00000067715	SYT1	chr12	+	78863993	79452008	-0.132	0.0216	0.139
ENSG00000137936	BCAR3	chr1	-	93561741	93847150	-0.117	0.201	0.524
ENSG00000260339	HEXA-AS1	chr15	+	72376051	72378788	0.134	0.76	0.919
ENSG00000170043	TRAPPC1	chr17	-	7930345	7932123	-0.279	0.000121	0.0024
ENSG00000261423	TMEM202-AS1	chr15	-	72407778	72475168	-0.029	0.918	0.978
ENSG00000260672		chr15	+	72615810	72618250	-0.291	0.68	
ENSG00000186971	KRTAP13-4	chr21	+	30430220	30431026	1.13	0.124	
ENSG00000140463	BBS4	chr15	+	72686179	72738475	-0.0655	0.385	0.708
ENSG00000260898	ADPGK-AS1	chr15	+	72782835	72798199	0.241	0.817	
ENSG00000067141	NEO1	chr15	+	73051710	73305205	-0.00686	0.892	0.968
ENSG00000185883	ATP6V0C	chr16	+	2513952	2520218	-0.0646	0.232	0.563
ENSG00000291094		chr9	-	112957722	113012230	0.165	0.233	0.564
ENSG00000236529		chr7	+	65840055	65842396	0.0766	0.953	
ENSG00000138622	HCN4	chr15	-	73319859	73368958	0.0333	0.762	0.92
ENSG00000267723		chr19	-	14254189	14293205	-0.000764	0.999	
ENSG00000156642	NPTN	chr15	-	73560014	73634134	0.00431	0.938	0.983
ENSG00000196263	ZNF471	chr19	+	56507850	56530221	0.244	0.0908	0.34
ENSG00000265948		chr18	+	21316878	21317795	0.318	0.338	0.671
ENSG00000261801	LOXL1-AS1	chr15	-	73908071	73928248	-0.0257	0.823	0.942
ENSG00000286736		chr5	-	141718711	141775187	-0.334	0.852	
ENSG00000129038	LOXL1	chr15	+	73925989	73952137	-0.0906	0.226	0.556
ENSG00000154832	CXXC1	chr18	-	50282343	50287839	-0.0265	0.735	0.91
ENSG00000121289	CEP89	chr19	-	32875925	32971991	0.0365	0.638	0.863
ENSG00000196437	ZNF569	chr19	-	37411155	37469275	-0.0192	0.783	0.928
ENSG00000152439	ZNF773	chr19	+	57499915	57518404	-0.0565	0.608	0.847
ENSG00000139223	ANP32D	chr12	+	48472559	48473622	-0.313	0.854	
ENSG00000140459	CYP11A1	chr15	-	74337759	74367646	0.499	0.161	0.465
ENSG00000176444	CLK2	chr1	-	155262868	155278491	0.0749	0.209	0.534
ENSG00000213231	TCL1B	chr14	+	95686426	95692628	0.821	0.561	
ENSG00000261821		chr15	+	74365435	74371211	-0.13	0.731	0.908
ENSG00000260249		chr16	+	50664903	50671639	-0.737	0.413	
ENSG00000269983		chr5	+	70449636	70450353	-0.0559	0.801	0.933
ENSG00000138623	SEMA7A	chr15	-	74409289	74433958	-0.00571	0.952	0.986
ENSG00000251129	LINC02506	chr4	+	31997376	32228543	0.64	0.651	
ENSG00000286613		chr19	-	43897211	43898533	0.426	0.439	
ENSG00000130829	DUSP9	chrX	+	153642492	153651326	-0.231	0.544	0.814
ENSG00000290357		chr8	+	7092275	7187316	-0.202	0.897	
ENSG00000122417	ODF2L	chr1	-	86346824	86396342	0.175	0.0214	0.138
ENSG00000120055	C10orf95	chr10	-	102449837	102451543	-0.187	0.889	
ENSG00000140374	ETFA	chr15	-	76188555	76311730	-0.107	0.0904	0.339
ENSG00000198380	GFPT1	chr2	-	69319780	69387250	0.063	0.171	0.481
ENSG00000138629	UBL7	chr15	-	74445977	74461182	-0.11	0.19	0.509
ENSG00000103343	ZNF174	chr16	+	3401215	3409364	-0.0455	0.658	0.873
ENSG00000179151	EDC3	chr15	-	74630558	74696292	-0.024	0.695	0.893
ENSG00000287254		chr19	+	14217493	14219605	-1.16	0.278	
ENSG00000140465	CYP1A1	chr15	-	74719542	74725536	-0.538	0.651	
ENSG00000173805	HAP1	chr17	-	41717742	41734644	-0.0534	0.838	0.947
ENSG00000289196		chr5	+	39074495	39075569	-1.76	0.189	
ENSG00000170558	CDH2	chr18	-	27932879	28177946	0.46	4.62e-21	8.6e-19
ENSG00000264364	DYNLL2	chr17	+	58083419	58095542	-0.101	0.0145	0.107
ENSG00000103653	CSK	chr15	+	74782080	74803197	-0.089	0.136	0.426
ENSG00000154262	ABCA6	chr17	-	69078702	69141895	-1.08	0.365	
ENSG00000140497	SCAMP2	chr15	-	74843730	74873365	-0.0338	0.62	0.853
ENSG00000178802	MPI	chr15	+	74890005	74902219	0.063	0.374	0.7
ENSG00000178741	COX5A	chr15	-	74919791	74938083	0.0683	0.382	0.705
ENSG00000198964	SGMS1	chr10	-	50305586	50625163	-0.000222	0.998	1
ENSG00000198794	SCAMP5	chr15	+	74957219	75021495	0.131	0.0587	0.264
ENSG00000070010	UFD1	chr22	-	19449911	19479202	-0.0525	0.424	0.738
ENSG00000140398	NEIL1	chr15	+	75346955	75357115	0.347	0.136	0.426
ENSG00000270894		chr17	+	35818399	35823713	0.309	0.433	0.743
ENSG00000285679		chrX	+	7928443	8374386	0.126	0.504	0.791
ENSG00000169375	SIN3A	chr15	-	75369379	75455842	-0.00415	0.919	0.978
ENSG00000168811	IL12A	chr3	+	159988835	159996019	-0.219	0.61	0.848
ENSG00000103647	CORO2B	chr15	+	68578993	68727806	-0.189	0.163	0.468
ENSG00000167680	SEMA6B	chr19	-	4542593	4581776	-0.144	0.00559	0.0536
ENSG00000275454		chr15	+	75639760	75640976	0.071	0.962	
ENSG00000185267	CDNF	chr10	-	14819245	14838575	-0.445	0.38	0.703
ENSG00000173548	SNX33	chr15	+	75647912	75662301	-0.138	0.025	0.154
ENSG00000147118	ZNF182	chrX	-	47974851	48003989	-0.107	0.233	0.564
ENSG00000260892		chr15	+	75676227	75677162	-1.3	0.336	
ENSG00000065320	NTN1	chr17	+	9021510	9244000	0.683	2.83e-11	2.02e-09
ENSG00000246877	DNM1P35	chr15	-	75727670	75738629	0.118	0.754	0.917
ENSG00000260288		chr15	+	75737820	75763322	0.585	0.371	
ENSG00000115419	GLS	chr2	+	190880821	190965552	0.0711	0.26	0.595
ENSG00000185070	FLRT2	chr14	+	85530144	85654428	0.0942	0.184	0.501
ENSG00000140368	PSTPIP1	chr15	+	76993359	77037475	0.537	0.321	
ENSG00000140391	TSPAN3	chr15	-	77041404	77083984	-0.124	0.0235	0.147
ENSG00000183828	NUDT14	chr14	-	105172938	105181323	-0.0853	0.532	0.806
ENSG00000173517	PEAK1	chr15	-	77100656	77420144	-0.264	2.69e-05	0.000626
ENSG00000101152	DNAJC5	chr20	+	63895126	63936031	-0.0231	0.697	0.893
ENSG00000140382	HMG20A	chr15	+	77420412	77485607	-0.126	0.0137	0.103
ENSG00000244265	SIAH2-AS1	chr3	+	150761937	150873554	0.388	0.535	
ENSG00000013375	PGM3	chr6	-	83147324	83193936	0.0218	0.662	0.876
ENSG00000238099	LINC01625	chr6	-	139435636	139474658	-0.67	0.694	
ENSG00000289268		chr11	-	61797424	61799145	0.081	0.697	0.893
ENSG00000197586	ENTPD6	chr20	+	25195693	25228075	0.0803	0.231	0.562
ENSG00000146833	TRIM4	chr7	-	99876958	99919531	-0.104	0.199	0.521
ENSG00000133027	PEMT	chr17	-	17505563	17591708	-0.169	0.104	0.368
ENSG00000002586	CD99	chrX	+	2691187	2741309	-0.14	0.0173	0.12
ENSG00000175305	CCNE2	chr8	-	94879770	94896678	0.0284	0.81	0.936
ENSG00000154001	PPP2R5E	chr14	-	63371364	63543377	-0.0701	0.118	0.393
ENSG00000166411	IDH3A	chr15	+	78131498	78171945	0.0793	0.517	0.797
ENSG00000103740	ACSBG1	chr15	-	78167468	78245688	0.262	0.802	
ENSG00000140403	DNAJA4	chr15	+	78264086	78282196	0.149	0.563	0.825
ENSG00000140395	SKIC8	chr15	-	78277835	78299703	-0.0677	0.332	0.666
ENSG00000274373		chr12	-	132424504	132425208	0.994	0.604	
ENSG00000166426	CRABP1	chr15	+	78340353	78348225	-0.0763	0.127	0.41
ENSG00000136381	IREB2	chr15	+	78437431	78501453	0.0202	0.646	0.866
ENSG00000041357	PSMA4	chr15	+	78540405	78552417	-0.14	0.00791	0.0691
ENSG00000169684	CHRNA5	chr15	+	78565520	78595269	-0.041	0.582	0.835
ENSG00000135540	NHSL1	chr6	-	138422043	138692571	0.07	0.298	0.634
ENSG00000261762		chr15	-	78589123	78591276	1.32	0.375	
ENSG00000188554	NBR1	chr17	+	43170481	43211689	-0.0592	0.223	0.551
ENSG00000082458	DLG3	chrX	+	70444835	70505490	-0.119	0.0372	0.198
ENSG00000065183	WDR3	chr1	+	117929720	117966543	0.0634	0.2	0.522
ENSG00000080644	CHRNA3	chr15	-	78593052	78621295	0.393	0.0296	0.171
ENSG00000224812	TMEM72-AS1	chr10	-	44793119	44959724	0.385	0.46	
ENSG00000185787	MORF4L1	chr15	+	78810487	78898139	-0.126	0.00712	0.0642
ENSG00000272447		chr10	+	79825902	79827602	-0.13	0.469	0.768
ENSG00000242797	GLYCTK-AS1	chr3	-	52288580	52299067	-0.603	0.175	0.487
ENSG00000172366	MCRIP2	chr16	+	636817	648474	0.582	0.0772	0.311
ENSG00000163950	SLBP	chr4	-	1692731	1712344	-0.0237	0.717	0.902
ENSG00000231829		chr10	-	95109136	95111642	0.299	0.498	0.786
ENSG00000169330	MINAR1	chr15	+	79432336	79472304	-0.106	0.612	0.85
ENSG00000122025	FLT3	chr13	-	28003274	28100592	0.378	0.152	0.451
ENSG00000136371	MTHFS	chr15	-	79833585	79897379	-0.0584	0.526	0.802
ENSG00000012232	EXTL3	chr8	+	28600469	28756561	-0.0974	0.0218	0.139
ENSG00000278600		chr15	-	79920195	79922455	0.113	0.457	0.76
ENSG00000086666	ZFAND6	chr15	+	80059568	80138393	-0.107	0.0637	0.276
ENSG00000255690	TRIL	chr7	-	28953358	28958330	-0.141	0.039	0.204
ENSG00000103876	FAH	chr15	+	80152490	80186946	0.0637	0.599	0.843
ENSG00000164488	DACT2	chr6	-	168292830	168319777	-0.252	0.109	0.376
ENSG00000259967		chr15	+	80165923	80166980	-0.531	0.79	
ENSG00000143217	NECTIN4	chr1	-	161070998	161089558	0.049	0.979	
ENSG00000171132	PRKCE	chr2	+	45651345	46187990	0.137	0.247	0.579
ENSG00000172379	ARNT2	chr15	+	80404350	80597933	-0.0936	0.128	0.411
ENSG00000277938		chr20	+	25229150	25231933	-0.319	0.394	0.715
ENSG00000275345		chr15	+	90281858	90282270	0.448	0.793	
ENSG00000162913	OBSCN-AS1	chr1	-	228203503	228213664	0.468	0.201	0.524
ENSG00000136379	ABHD17C	chr15	+	80679684	80755621	-0.115	0.139	0.43
ENSG00000115540	MOB4	chr2	+	197515571	197553699	-0.0655	0.277	0.613
ENSG00000271983		chr15	-	80693216	80693707	2.96	0.0921	
ENSG00000103888	CEMIP	chr15	+	80779343	80951776	-0.235	0.877	
ENSG00000119547	ONECUT2	chr18	+	57435374	57491298	0.223	0.152	0.451
ENSG00000259649		chr15	-	80896191	80909777	1.18	0.232	
ENSG00000171867	PRNP	chr20	+	4686350	4701590	0.066	0.676	0.883
ENSG00000010072	SPRTN	chr1	+	231337104	231355023	-0.0471	0.578	0.833
ENSG00000277782		chr15	-	80999593	80999981	-0.356	0.645	
ENSG00000235173	HGH1	chr8	+	144137774	144140851	0.145	0.177	0.492
ENSG00000276282		chr18	-	31895745	31896410	0.177	0.641	0.863
ENSG00000140406	TLNRD1	chr15	+	81000923	81005788	-0.179	0.0186	0.126
ENSG00000198721	ECI2	chr6	-	4115693	4135597	-0.195	0.0208	0.136
ENSG00000277791	PSMB3	chr17	+	38752741	38764225	-0.162	0.00822	0.0713
ENSG00000271917		chr1	+	164828436	164829952	0.315	0.218	0.545
ENSG00000139910	NOVA1	chr14	-	26443090	26598033	0.0743	0.246	0.578
ENSG00000239569	KMT2E-AS1	chr7	-	105013277	105014321	-0.23	0.326	0.661
ENSG00000172349	IL16	chr15	+	81159575	81314058	-0.904	0.639	
ENSG00000291085		chr22	+	20701114	20704606	-0.245	0.733	
ENSG00000259343	TMC3-AS1	chr15	+	81324338	81518200	-0.0719	0.768	0.922
ENSG00000254048		chr8	-	58991720	58992938	0.656	0.672	
ENSG00000273920		chr15	+	81335577	81336119	0.285	0.814	
ENSG00000183496	MEX3B	chr15	-	82041778	82046119	-0.169	0.0155	0.112
ENSG00000289155		chr5	+	138543464	138544243	0.0219	0.949	0.985
ENSG00000278662	GOLGA6L10	chr15	-	82339993	82349475	-0.0443	0.895	0.97
ENSG00000178409	BEND3	chr6	-	107065182	107115515	-0.0254	0.689	0.89
ENSG00000163701	IL17RE	chr3	+	9902612	9916402	0.168	0.743	0.914
ENSG00000225783	MIAT	chr22	+	26646411	26676475	4.04e-05	0.999	1
ENSG00000197978	GOLGA6L9	chr15	+	82429816	82439153	0.0264	0.792	0.931
ENSG00000290948		chr15	-	82472993	82513950	-0.139	0.197	0.518
ENSG00000160439	RDH13	chr19	-	55039108	55071291	0.363	0.00154	0.0197
ENSG00000103723	AP3B2	chr15	-	82659281	82710112	0.0454	0.808	0.936
ENSG00000271452		chr2	+	75669989	75670454	-0.0768	0.836	0.946
ENSG00000290366		chr17	+	6657034	6693577	0.44	0.347	0.679
ENSG00000238113	LINC01410	chr9	+	62801461	62813486	-1.29	0.403	
ENSG00000286872		chr15	-	83095333	83108754	0.728	0.433	
ENSG00000166503	HDGFL3	chr15	-	83112738	83207823	-0.0135	0.814	0.938
ENSG00000276278		chr15	-	84622015	84623237	-1.38	0.363	
ENSG00000174576	NPAS4	chr11	+	66421035	66426707	0.386	0.559	
ENSG00000141627	DYM	chr18	-	49036387	49461347	-0.0354	0.573	0.83
ENSG00000288658		chr2	-	222314148	222320155	1.07	1.57e-11	1.16e-09
ENSG00000274925	ZKSCAN2-DT	chr16	+	25257952	25261066	0.249	0.0475	0.231
ENSG00000272545		chr16	+	48640473	48641052	0.109	0.923	
ENSG00000268231		chr19	-	50555370	50557969	-0.101	0.822	0.941
ENSG00000290689		chr15	-	84199311	84230136	-0.0357	0.601	0.843
ENSG00000260565	ERVK13-1	chr16	-	2660348	2682398	0.148	0.102	0.363
ENSG00000100372	SLC25A17	chr22	-	40769630	40819399	0.0571	0.494	0.783
ENSG00000184206	GOLGA6L4	chr15	+	84235773	84245358	0.228	0.659	0.873
ENSG00000291026		chr15	-	84507885	84511468	1.11	0.334	
ENSG00000291027	UBE2Q2P1	chr15	-	84527196	84571216	2.15	0.0502	
ENSG00000267778	CBARP-DT	chr19	+	1238179	1239522	1	0.322	
ENSG00000276449		chr19	+	57449689	57453011	0.113	0.572	0.83
ENSG00000173757	STAT5B	chr17	-	42199176	42288633	-0.149	0.00101	0.014
ENSG00000105341	DMAC2	chr19	-	41431318	41440717	-0.141	0.02	0.132
ENSG00000176371	ZSCAN2	chr15	+	84600986	84627796	-0.0538	0.618	0.852
ENSG00000132334	PTPRE	chr10	+	127907103	128085855	0.436	0.197	0.518
ENSG00000121410	A1BG	chr19	-	58345178	58353492	0.445	0.133	0.42
ENSG00000140612	SEC11A	chr15	-	84669538	84716460	-0.0499	0.241	0.572
ENSG00000255182		chr8	-	144495458	144505444	0.39	0.402	0.721
ENSG00000287088		chr21	+	44530172	44533145	0.469	0.634	
ENSG00000179943	FIZ1	chr19	-	55591376	55601970	-0.125	0.11	0.38
ENSG00000259415		chr15	+	84753122	84754502	-0.245	0.773	
ENSG00000121577	POPDC2	chr3	-	119636457	119665324	-0.2	0.746	
ENSG00000073417	PDE8A	chr15	+	84980440	85139145	0.0709	0.673	0.881
ENSG00000291211		chr15	+	85196444	85213905	-0.481	0.335	0.669
ENSG00000196131	VN1R2	chr19	+	53258292	53261837	0.0447	0.978	
ENSG00000185278	ZBTB37	chr1	+	173868082	173903547	0.139	0.0141	0.104
ENSG00000259926		chr16	+	53448748	53449590	0.106	0.846	
ENSG00000153064	BANK1	chr4	+	101411286	102074812	0.208	0.536	0.808
ENSG00000170776	AKAP13	chr15	+	85380571	85749358	0.0836	0.0707	0.296
ENSG00000118004	COLEC11	chr2	+	3594832	3644644	-0.229	0.591	0.839
ENSG00000130517	PGPEP1	chr19	+	18340598	18369950	-0.119	0.233	0.564
ENSG00000254505	CHMP4A	chr14	-	24209615	24213830	-0.302	0.000689	0.0105
ENSG00000259453		chr15	+	85701109	85702771	0.0127	0.979	0.994
ENSG00000291214		chr17	+	68101871	68161227	0.148	0.396	0.716
ENSG00000259407		chr15	-	85744109	85750281	-0.247	0.725	
ENSG00000118707	TGIF2	chr20	+	36573488	36593950	-0.119	0.0139	0.103
ENSG00000259416	LINC02883	chr15	-	85754941	85756237	-0.684	0.438	
ENSG00000273540	AGBL1	chr15	+	86079871	87049169	1.42	2.23e-07	8.36e-06
ENSG00000008441	NFIX	chr19	+	12995475	13098796	-0.35	0.455	0.759
ENSG00000183741	CBX6	chr22	-	38861422	38872249	0.0808	0.139	0.431
ENSG00000110200	ANAPC15	chr11	-	72106378	72112780	-0.2	0.0264	0.159
ENSG00000262001	DLGAP1-AS2	chr18	+	3603000	3610103	0.262	0.00978	0.0804
ENSG00000140538	NTRK3	chr15	-	87859751	88256791	0.204	0.0159	0.113
ENSG00000163507	CIP2A	chr3	-	108549864	108589644	0.00956	0.866	0.957
ENSG00000182901	RGS7	chr1	-	240767636	241357374	0.373	0.634	
ENSG00000142669	SH3BGRL3	chr1	+	26280086	26281522	-0.11	0.0857	0.329
ENSG00000259494	MRPL46	chr15	-	88459477	88467390	0.0701	0.428	0.74
ENSG00000287966	LARRPM	chr6	-	26966975	27020310	0.224	0.29	0.627
ENSG00000108107	RPL28	chr19	+	55385932	55403250	-0.0814	0.128	0.411
ENSG00000181991	MRPS11	chr15	+	88467453	88480776	0.0203	0.817	0.939
ENSG00000260361		chr15	-	92779757	92781492	0.486	0.246	0.578
ENSG00000181026	AEN	chr15	+	88621337	88632281	-0.0511	0.329	0.663
ENSG00000176407	KCMF1	chr2	+	84971093	85059472	-0.0932	0.0877	0.333
ENSG00000172183	ISG20	chr15	+	88635670	88656483	0.294	0.329	0.663
ENSG00000101160	CTSZ	chr20	-	58985686	59008238	-0.0132	0.843	0.949
ENSG00000133962	CATSPERB	chr14	-	91580696	91780707	1.08	0.363	
ENSG00000140511	HAPLN3	chr15	-	88877294	88895597	0.118	0.441	0.749
ENSG00000116514	RNF19B	chr1	-	32936445	32964809	-0.129	0.246	0.579
ENSG00000140545	MFGE8	chr15	-	88898683	88913468	0.14	0.0166	0.116
ENSG00000260123	CARMAL	chr15	+	89041223	89082819	0.309	0.653	
ENSG00000171492	LRRC8D	chr1	+	89821014	89936611	-0.0997	0.0606	0.269
ENSG00000140526	ABHD2	chr15	+	89087459	89202355	-0.0119	0.825	0.943
ENSG00000140522	RLBP1	chr15	-	89209869	89221614	-0.0399	0.871	0.959
ENSG00000286804		chr8	-	28414499	28416593	0.0641	0.957	
ENSG00000156076	WIF1	chr12	-	65050626	65121305	1.18	0.0316	0.179
ENSG00000059915	PSD	chr10	-	102402617	102421539	-0.0862	0.786	0.929
ENSG00000069702	TGFBR3	chr1	-	91680343	91906335	0.281	0.000105	0.0021
ENSG00000139579	NABP2	chr12	+	56222015	56229854	-0.184	0.00742	0.0661
ENSG00000140534	TICRR	chr15	+	89575469	89631056	-0.0175	0.735	0.91
ENSG00000107651	SEC23IP	chr10	+	119892707	119944657	-0.00492	0.919	0.978
ENSG00000126456	IRF3	chr19	-	49659569	49665875	-0.049	0.484	0.775
ENSG00000166813	KIF7	chr15	-	89608789	89663086	-0.0607	0.508	0.793
ENSG00000166819	PLIN1	chr15	-	89664367	89679427	0.476	0.788	
ENSG00000166821	PEX11A	chr15	-	89677764	89690783	0.0766	0.643	0.864
ENSG00000166823	MESP1	chr15	-	89749875	89751249	0.0575	0.976	
ENSG00000097021	ACOT7	chr1	-	6264269	6393767	-0.182	0.0139	0.104
ENSG00000099625	CBARP	chr19	-	1228287	1238027	0.103	0.441	0.749
ENSG00000188095	MESP2	chr15	+	89760591	89778754	-0.0461	0.959	
ENSG00000171243	SOSTDC1	chr7	-	16461481	16530580	-1.28	0.0271	
ENSG00000128915	ICE2	chr15	-	60419609	60479160	0.0379	0.414	0.73
ENSG00000104872	PIH1D1	chr19	-	49446298	49453497	-0.00566	0.927	0.98
ENSG00000166825	ANPEP	chr15	-	89784895	89815401	-0.468	0.00189	0.023
ENSG00000287729		chrX	-	38779584	38800678	0.52	0.76	
ENSG00000157823	AP3S2	chr15	-	89830599	89894638	-0.00824	0.876	0.962
ENSG00000242498	ARPIN	chr15	-	89895006	89912952	-0.0294	0.633	0.861
ENSG00000248544		chr5	-	157375741	157384950	-0.604	0.573	
ENSG00000168701	TMEM208	chr16	+	67227103	67229278	-0.0417	0.687	0.889
ENSG00000183208	GDPGP1	chr15	+	90233808	90245811	0.288	0.0603	0.268
ENSG00000213471	TTLL13	chr15	+	90249530	90265482	0.49	0.58	
ENSG00000101986	ABCD1	chrX	+	153724856	153744755	0.0128	0.93	0.982
ENSG00000133111	RFXAP	chr13	+	36819222	36829104	-0.0186	0.847	0.95
ENSG00000182768	NGRN	chr15	+	90265659	90275778	-0.111	0.0338	0.187
ENSG00000196391	ZNF774	chr15	+	90352284	90369146	0.00197	0.991	0.998
ENSG00000259736	CRTC3-AS1	chr15	-	90620007	90717141	-0.165	0.641	0.864
ENSG00000285560		chr15	-	90630535	90631755	-0.189	0.834	
ENSG00000111727	HCFC2	chr12	+	104064531	104106524	-0.207	0.191	0.511
ENSG00000231856		chr13	+	51803838	51813832	-0.0615	0.814	0.938
ENSG00000108375	RNF43	chr17	-	58353676	58417595	-0.175	0.539	0.811
ENSG00000290384		chr19	-	186373	195696	0.0572	0.968	
ENSG00000197299	BLM	chr15	+	90717346	90816166	0.00943	0.838	0.947
ENSG00000289329		chr20	+	47352622	47353347	-0.584	0.708	
ENSG00000283213		chr16	-	22806289	22813680	0.658	0.659	
ENSG00000135241	PNPLA8	chr7	-	108470417	108569666	0.00923	0.899	0.971
ENSG00000140564	FURIN	chr15	+	90868588	90883564	-0.0979	0.14	0.432
ENSG00000270076		chr8	+	11202965	11203671	0.242	0.717	
ENSG00000249421	ADAMTS19-AS1	chr5	-	129424782	129461076	0.486	0.031	0.176
ENSG00000159640	ACE	chr17	+	63477061	63498380	0.48	0.599	
ENSG00000182511	FES	chr15	+	90883695	90895776	-0.336	0.0764	0.31
ENSG00000140553	UNC45A	chr15	+	90930180	90954093	-0.108	0.128	0.412
ENSG00000065054	NHERF2	chr16	+	2025356	2039026	0.0685	0.658	0.873
ENSG00000258384	RCCD1-AS1	chr15	-	90952239	90955225	0.114	0.938	
ENSG00000198901	PRC1	chr15	-	90966040	90995629	-0.349	2.05e-10	1.27e-08
ENSG00000120539	MASTL	chr10	+	27154824	27187953	0.000509	0.992	0.998
ENSG00000214432	VPS33B-DT	chr15	+	91022619	91036611	-0.306	0.487	0.778
ENSG00000278514		chr15	+	91022766	91023200	-0.387	0.786	
ENSG00000162040	HS3ST6	chr16	-	1911475	1918415	-0.0147	0.988	
ENSG00000198774	RASSF9	chr12	-	85800703	85836409	0.635	0.584	
ENSG00000185518	SV2B	chr15	+	91099950	91302565	0.575	0.0736	0.304
ENSG00000254535	PABPC4L	chr4	-	134196333	134201789	0.0182	0.938	0.983
ENSG00000267191	ZNF45-AS1	chr19	+	43901866	43927767	-0.196	0.691	0.89
ENSG00000177337	DLGAP1-AS1	chr18	+	3593732	3598363	0.37	0.0346	0.189
ENSG00000163933	RFT1	chr3	-	53088483	53130453	0.00747	0.906	0.973
ENSG00000227175	BEND7-DT	chr10	+	13528516	13530262	0.0891	0.969	
ENSG00000162981	LRATD1	chr2	+	14632700	14650814	-0.282	0.0898	0.338
ENSG00000260337		chr15	-	92592574	92596462	0.0765	0.93	
ENSG00000267397		chr18	+	35716370	35717978	-0.0284	0.976	
ENSG00000272888	CHASERR	chr15	+	92819540	92899701	0.274	2.42e-06	7.41e-05
ENSG00000288872		chr15	-	92881648	92882340	0.723	0.317	
ENSG00000269973		chr2	+	9936360	9939590	0.1	0.423	0.737
ENSG00000289017		chr15	+	92908004	92909131	0.263	0.0572	0.259
ENSG00000106665	CLIP2	chr7	+	74289407	74405935	-0.169	0.00338	0.0361
ENSG00000285663		chr15	-	93177269	93179999	-0.566	0.646	
ENSG00000257060		chr15	+	93230034	93569483	0.308	0.045	0.223
ENSG00000258754	LINC01579	chr15	-	93718542	94070898	0.842	0.343	
ENSG00000258476	LINC02207	chr15	+	93835490	93878822	0.173	0.689	0.89
ENSG00000271303	SRXN1	chr20	-	646615	653200	0.0435	0.71	0.899
ENSG00000140563	MCTP2	chr15	+	94231538	94483952	0.443	0.213	0.539
ENSG00000273062	RALGPS2-AS1	chr1	-	178724306	178726285	0.41	0.517	
ENSG00000248441	LETR1	chr15	-	95166065	95327129	0.348	0.323	0.657
ENSG00000285700		chr15	+	95287934	95291643	-1.5	0.00921	
ENSG00000198856	OSTC	chr4	+	108650585	108667820	-0.0495	0.341	0.674
ENSG00000258489		chr15	-	95463587	95493843	0.65	0.756	
ENSG00000163166	IWS1	chr2	-	127436207	127526886	-0.0907	0.0746	0.305
ENSG00000260777		chr17	-	28263630	28275974	0.0589	0.951	
ENSG00000141380	SS18	chr18	-	26016253	26091217	-0.0822	0.108	0.374
