gene_ID	hgnc_symbol	chr	strand	start	end	PITX1_PTC_log2FoldChange	PITX1_PTC_pvalue	PITX1_PTC_padj
ENSG00000170379	TCAF2	chr7	+	143620952	143730410	0.153	0.25	1
ENSG00000176444	CLK2	chr1	-	155262868	155278491	-0.0499	0.631	1
ENSG00000261616	TTC23-AS1	chr15	+	99139317	99145370	0.661	0.438	1
ENSG00000213231	TCL1B	chr14	+	95686426	95692628	-0.17	0.202	1
ENSG00000261821		chr15	+	74365435	74371211	0.433	0.0114	0.556
ENSG00000277718	LINC02255	chr15	+	74379083	74390535	-0.565	0.843	
ENSG00000260249		chr16	+	50664903	50671639	2.21	0.408	1
ENSG00000269983		chr5	+	70449636	70450353	-2.29	0.239	1
ENSG00000138623	SEMA7A	chr15	-	74409289	74433958	-0.122	0.125	1
ENSG00000251129	LINC02506	chr4	+	31997376	32228543	-0.283	0.0247	0.807
ENSG00000286613		chr19	-	43897211	43898533	-0.138	0.899	1
ENSG00000130829	DUSP9	chrX	+	153642492	153651326	-0.134	0.187	1
ENSG00000122417	ODF2L	chr1	-	86346824	86396342	0.0151	0.873	1
ENSG00000120055	C10orf95	chr10	-	102449837	102451543	-0.136	0.266	1
ENSG00000286696		chr15	+	74429445	74431449	0.373	0.757	1
ENSG00000140374	ETFA	chr15	-	76188555	76311730	0.0597	0.451	1
ENSG00000198380	GFPT1	chr2	-	69319780	69387250	-0.0976	0.104	1
ENSG00000259319	JDP2-AS1	chr14	-	75423683	75427741	-0.229	0.862	1
ENSG00000138629	UBL7	chr15	-	74445977	74461182	0.0145	0.9	1
ENSG00000275527		chr15	-	74598919	74599397	-0.63	0.852	
ENSG00000103343	ZNF174	chr16	+	3401215	3409364	-0.301	0.186	1
ENSG00000179151	EDC3	chr15	-	74630558	74696292	-0.00766	0.931	1
ENSG00000140465	CYP1A1	chr15	-	74719542	74725536	0.0931	0.426	1
ENSG00000173805	HAP1	chr17	-	41717742	41734644	-0.0601	0.617	1
ENSG00000289196		chr5	+	39074495	39075569	-0.552	0.33	1
ENSG00000170558	CDH2	chr18	-	27932879	28177946	0.0119	0.986	1
ENSG00000264364	DYNLL2	chr17	+	58083419	58095542	-0.0546	0.456	1
ENSG00000103653	CSK	chr15	+	74782080	74803197	0.0184	0.867	1
ENSG00000154262	ABCA6	chr17	-	69078702	69141895	0.683	0.496	1
ENSG00000213578	CPLX3	chr15	+	74826627	74831802	-1.84	0.268	1
ENSG00000140497	SCAMP2	chr15	-	74843730	74873365	-0.109	0.118	1
ENSG00000069011	PITX1	chr5	-	135027734	135034813	-1.51	6.53e-07	0.000101
ENSG00000178802	MPI	chr15	+	74890005	74902219	0.144	0.321	1
ENSG00000148602	LRIT1	chr10	-	84231520	84241546	0.886	0.694	1
ENSG00000178741	COX5A	chr15	-	74919791	74938083	-0.0499	0.565	1
ENSG00000198964	SGMS1	chr10	-	50305586	50625163	-0.146	0.184	1
ENSG00000198794	SCAMP5	chr15	+	74957219	75021495	-0.0791	0.847	1
ENSG00000070010	UFD1	chr22	-	19449911	19479202	-0.0901	0.201	1
ENSG00000140398	NEIL1	chr15	+	75346955	75357115	-0.134	0.594	1
ENSG00000270894		chr17	+	35818399	35823713	0.386	0.753	1
ENSG00000285679		chrX	+	7928443	8374386	0.543	0.472	1
ENSG00000169375	SIN3A	chr15	-	75369379	75455842	-0.0236	0.747	1
ENSG00000288065		chr2	+	71112877	71117406	-1.37	0.547	1
ENSG00000168811	IL12A	chr3	+	159988835	159996019	1.62	0.243	1
ENSG00000103647	CORO2B	chr15	+	68578993	68727806	0.842	0.597	1
ENSG00000167680	SEMA6B	chr19	-	4542593	4581776	0.472	0.133	1
ENSG00000275454		chr15	+	75639760	75640976	-0.0998	0.963	1
ENSG00000185267	CDNF	chr10	-	14819245	14838575	0.141	0.821	1
ENSG00000173548	SNX33	chr15	+	75647912	75662301	0.0734	0.325	1
ENSG00000147118	ZNF182	chrX	-	47974851	48003989	0.432	0.108	1
ENSG00000260892		chr15	+	75676227	75677162	0.558	0.787	1
ENSG00000065320	NTN1	chr17	+	9021510	9244000	0.212	0.104	1
ENSG00000246877	DNM1P35	chr15	-	75727670	75738629	-0.551	0.443	1
ENSG00000260288		chr15	+	75737820	75763322	-0.726	0.739	1
ENSG00000115419	GLS	chr2	+	190880821	190965552	0.0124	0.854	1
ENSG00000261043		chr15	-	75759501	75762405	-1.45	0.665	
ENSG00000185070	FLRT2	chr14	+	85530144	85654428	0.525	0.268	1
ENSG00000180066	LINC02870	chr10	+	132444327	132449408	-0.906	0.281	1
ENSG00000140368	PSTPIP1	chr15	+	76993359	77037475	0.78	0.739	1
ENSG00000140391	TSPAN3	chr15	-	77041404	77083984	0.0106	0.892	1
ENSG00000196954	CASP4	chr11	-	104942866	104969366	-0.162	0.338	1
ENSG00000183828	NUDT14	chr14	-	105172938	105181323	0.0191	0.95	1
ENSG00000173517	PEAK1	chr15	-	77100656	77420144	0.029	0.702	1
ENSG00000101152	DNAJC5	chr20	+	63895126	63936031	0.041	0.497	1
ENSG00000267766		chr18	-	63151114	63151320	0.732	0.834	1
ENSG00000140382	HMG20A	chr15	+	77420412	77485607	0.0832	0.389	1
ENSG00000244265	SIAH2-AS1	chr3	+	150761937	150873554	-0.0719	0.87	1
ENSG00000259420		chr15	+	77568970	77608888	0.781	0.709	1
ENSG00000164744	SUN3	chr7	-	47987148	48029119	0.391	0.38	1
ENSG00000259666	LINGO1-AS1	chr15	+	77641764	77652292	-1.29	0.449	1
ENSG00000013375	PGM3	chr6	-	83147324	83193936	-0.09	0.174	1
ENSG00000238099	LINC01625	chr6	-	139435636	139474658	-0.127	0.915	1
ENSG00000289268		chr11	-	61797424	61799145	0.376	0.35	1
ENSG00000197586	ENTPD6	chr20	+	25195693	25228075	-0.0101	0.929	1
ENSG00000175065	DSG4	chr18	+	31376777	31414912	-0.125	0.956	1
ENSG00000146833	TRIM4	chr7	-	99876958	99919531	-0.176	0.605	1
ENSG00000133027	PEMT	chr17	-	17505563	17591708	0.00558	0.98	1
ENSG00000002586	CD99	chrX	+	2691187	2741309	0.0208	0.762	1
ENSG00000175305	CCNE2	chr8	-	94879770	94896678	-0.0976	0.688	1
ENSG00000154001	PPP2R5E	chr14	-	63371364	63543377	-0.0755	0.322	1
ENSG00000166411	IDH3A	chr15	+	78131498	78171945	-0.106	0.201	1
ENSG00000103740	ACSBG1	chr15	-	78167468	78245688	0.526	0.637	1
ENSG00000253539		chr8	-	99796615	99799187	-0.602	0.773	1
ENSG00000140403	DNAJA4	chr15	+	78264086	78282196	-0.0667	0.704	1
ENSG00000140395	SKIC8	chr15	-	78277835	78299703	0.134	0.263	1
ENSG00000166426	CRABP1	chr15	+	78340353	78348225	0.37	0.841	1
ENSG00000136381	IREB2	chr15	+	78437431	78501453	0.118	0.0838	1
ENSG00000041357	PSMA4	chr15	+	78540405	78552417	-0.0482	0.46	1
ENSG00000169684	CHRNA5	chr15	+	78565520	78595269	-0.357	0.419	1
ENSG00000135540	NHSL1	chr6	-	138422043	138692571	-0.136	0.0682	1
ENSG00000188554	NBR1	chr17	+	43170481	43211689	-0.0372	0.612	1
ENSG00000082458	DLG3	chrX	+	70444835	70505490	0.196	0.193	1
ENSG00000065183	WDR3	chr1	+	117929720	117966543	0.0897	0.305	1
ENSG00000080644	CHRNA3	chr15	-	78593052	78621295	0.507	0.567	1
ENSG00000224812	TMEM72-AS1	chr10	-	44793119	44959724	-0.189	0.681	1
ENSG00000185787	MORF4L1	chr15	+	78810487	78898139	0.0124	0.842	1
ENSG00000272447		chr10	+	79825902	79827602	0.0609	0.896	1
ENSG00000177699		chr15	+	78978889	78985926	1.09	0.575	1
ENSG00000242797	GLYCTK-AS1	chr3	-	52288580	52299067	-1.76	0.631	
ENSG00000172366	MCRIP2	chr16	+	636817	648474	0.242	0.305	1
ENSG00000163950	SLBP	chr4	-	1692731	1712344	0.0461	0.692	1
ENSG00000235711	ANKRD34C	chr15	+	79282722	79298239	3.31	0.14	1
ENSG00000287408		chr15	-	79331591	79337277	0.942	0.757	1
ENSG00000231829		chr10	-	95109136	95111642	-0.0821	0.944	1
ENSG00000169330	MINAR1	chr15	+	79432336	79472304	-0.114	0.579	1
ENSG00000122025	FLT3	chr13	-	28003274	28100592	0.0385	0.976	1
ENSG00000136371	MTHFS	chr15	-	79833585	79897379	-0.205	0.256	1
ENSG00000012232	EXTL3	chr8	+	28600469	28756561	0.0388	0.746	1
ENSG00000276593		chr15	+	49353485	49354034	-0.471	0.808	1
ENSG00000278600		chr15	-	79920195	79922455	0.472	0.0776	1
ENSG00000086666	ZFAND6	chr15	+	80059568	80138393	-0.0668	0.351	1
ENSG00000255690	TRIL	chr7	-	28953358	28958330	0.0457	0.891	1
ENSG00000103876	FAH	chr15	+	80152490	80186946	0.203	0.27	1
ENSG00000164488	DACT2	chr6	-	168292830	168319777	-0.151	0.423	1
ENSG00000259967		chr15	+	80165923	80166980	-0.0305	0.992	
ENSG00000143217	NECTIN4	chr1	-	161070998	161089558	-0.0635	0.508	1
ENSG00000171132	PRKCE	chr2	+	45651345	46187990	-0.147	0.226	1
ENSG00000172379	ARNT2	chr15	+	80404350	80597933	0.000118	1	1
ENSG00000277938		chr20	+	25229150	25231933	1.04	0.151	1
ENSG00000275345		chr15	+	90281858	90282270	0.364	0.886	1
ENSG00000162913	OBSCN-AS1	chr1	-	228203503	228213664	1.07	0.356	1
ENSG00000136379	ABHD17C	chr15	+	80679684	80755621	-0.079	0.342	1
ENSG00000115540	MOB4	chr2	+	197515571	197553699	0.0474	0.651	1
ENSG00000271983		chr15	-	80693216	80693707	0.489	0.581	1
ENSG00000103888	CEMIP	chr15	+	80779343	80951776	-0.222	0.344	1
ENSG00000119547	ONECUT2	chr18	+	57435374	57491298	-0.636	0.127	1
ENSG00000259649		chr15	-	80896191	80909777	0.315	0.849	1
ENSG00000171867	PRNP	chr20	+	4686350	4701590	-0.102	0.257	1
ENSG00000010072	SPRTN	chr1	+	231337104	231355023	-0.000803	0.994	1
ENSG00000268480	NFILZ	chr19	+	8630633	8681151	-1.91	0.381	1
ENSG00000277782		chr15	-	80999593	80999981	-3.4	0.24	1
ENSG00000235173	HGH1	chr8	+	144137774	144140851	0.13	0.599	1
ENSG00000276282		chr18	-	31895745	31896410	0.539	0.371	1
ENSG00000140406	TLNRD1	chr15	+	81000923	81005788	0.0541	0.795	1
ENSG00000198721	ECI2	chr6	-	4115693	4135597	-0.102	0.516	1
ENSG00000277791	PSMB3	chr17	+	38752741	38764225	-0.0753	0.316	1
ENSG00000271917		chr1	+	164828436	164829952	-1.51	0.117	1
ENSG00000139910	NOVA1	chr14	-	26443090	26598033	0.275	0.799	1
ENSG00000156206	CFAP161	chr15	+	81007033	81149179	-0.34	0.904	
ENSG00000239569	KMT2E-AS1	chr7	-	105013277	105014321	-0.0516	0.884	1
ENSG00000197641	SERPINB13	chr18	+	63586989	63604639	-0.282	0.394	1
ENSG00000172349	IL16	chr15	+	81159575	81314058	-0.264	0.826	1
ENSG00000271725		chr15	-	81303215	81309391	-1.38	0.613	1
ENSG00000278996		chr21	+	8197620	8227646	2.11	0.66	1
ENSG00000291085		chr22	+	20701114	20704606	0.373	0.548	1
ENSG00000259343	TMC3-AS1	chr15	+	81324338	81518200	0.634	0.261	1
ENSG00000188869	TMC3	chr15	-	81331088	81374213	0.198	0.851	1
ENSG00000183496	MEX3B	chr15	-	82041778	82046119	0.237	0.565	1
ENSG00000257467	PPFIA2-AS1	chr12	+	81270669	81312422	1.73	0.387	1
ENSG00000289155		chr5	+	138543464	138544243	0.358	0.406	1
ENSG00000278662	GOLGA6L10	chr15	-	82339993	82349475	0.0575	0.949	1
ENSG00000178409	BEND3	chr6	-	107065182	107115515	0.0337	0.713	1
ENSG00000163701	IL17RE	chr3	+	9902612	9916402	-0.276	0.39	1
ENSG00000225783	MIAT	chr22	+	26646411	26676475	0.464	0.176	1
ENSG00000197978	GOLGA6L9	chr15	+	82429816	82439153	-0.0569	0.777	1
ENSG00000290948		chr15	-	82472993	82513950	0.399	0.145	1
ENSG00000160439	RDH13	chr19	-	55039108	55071291	0.0881	0.366	1
ENSG00000103723	AP3B2	chr15	-	82659281	82710112	-0.0701	0.857	1
ENSG00000271452		chr2	+	75669989	75670454	2.22	0.0942	1
ENSG00000249199		chr5	-	17367588	17375653	-1.8	0.346	1
ENSG00000290366		chr17	+	6657034	6693577	0.127	0.944	1
ENSG00000238113	LINC01410	chr9	+	62801461	62813486	2.03	0.355	1
ENSG00000286872		chr15	-	83095333	83108754	0.144	0.906	1
ENSG00000166503	HDGFL3	chr15	-	83112738	83207823	0.103	0.415	1
ENSG00000250072	SH3TC2-DT	chr5	+	149063239	149129578	0.114	0.612	1
ENSG00000276278		chr15	-	84622015	84623237	-0.943	0.685	1
ENSG00000174576	NPAS4	chr11	+	66421035	66426707	-0.527	0.708	1
ENSG00000141627	DYM	chr18	-	49036387	49461347	-0.0355	0.613	1
ENSG00000288853		chr11	+	78314796	78319236	-0.195	0.931	1
ENSG00000274925	ZKSCAN2-DT	chr16	+	25257952	25261066	0.124	0.456	1
ENSG00000169594	BNC1	chr15	-	83255884	83284664	-0.0153	0.937	1
ENSG00000272545		chr16	+	48640473	48641052	-1.54	0.678	
ENSG00000290689		chr15	-	84199311	84230136	-0.0728	0.645	1
ENSG00000260565	ERVK13-1	chr16	-	2660348	2682398	0.00376	0.977	1
ENSG00000100372	SLC25A17	chr22	-	40769630	40819399	0.0191	0.869	1
ENSG00000184206	GOLGA6L4	chr15	+	84235773	84245358	0.327	0.577	1
ENSG00000291026		chr15	-	84507885	84511468	0.0528	0.938	1
ENSG00000291027	UBE2Q2P1	chr15	-	84527196	84571216	-0.426	0.491	1
ENSG00000276449		chr19	+	57449689	57453011	0.262	0.594	1
ENSG00000275120	ZSCAN2-AS1	chr15	-	84597809	84633988	3.09	0.168	1
ENSG00000173757	STAT5B	chr17	-	42199176	42288633	0.0179	0.827	1
ENSG00000105341	DMAC2	chr19	-	41431318	41440717	-0.0729	0.528	1
ENSG00000176371	ZSCAN2	chr15	+	84600986	84627796	0.358	0.174	1
ENSG00000132334	PTPRE	chr10	+	127907103	128085855	-0.062	0.398	1
ENSG00000121410	A1BG	chr19	-	58345178	58353492	0.512	0.343	1
ENSG00000272834		chr22	+	40415003	40415445	-2.04	0.48	1
ENSG00000140612	SEC11A	chr15	-	84669538	84716460	-0.00801	0.895	1
ENSG00000255182		chr8	-	144495458	144505444	-0.0351	0.963	1
ENSG00000287088		chr21	+	44530172	44533145	0.471	0.84	1
ENSG00000080618	CPB2	chr13	-	46053186	46105033	2.49	0.323	
ENSG00000179943	FIZ1	chr19	-	55591376	55601970	-0.102	0.63	1
ENSG00000259415		chr15	+	84753122	84754502	0.262	0.828	1
ENSG00000121577	POPDC2	chr3	-	119636457	119665324	0.632	0.522	1
ENSG00000073417	PDE8A	chr15	+	84980440	85139145	0.0595	0.539	1
ENSG00000291211		chr15	+	85196444	85213905	0.225	0.857	1
ENSG00000291212		chr15	-	85270304	85330352	-1.47	0.452	1
ENSG00000185278	ZBTB37	chr1	+	173868082	173903547	0.149	0.105	1
ENSG00000259926		chr16	+	53448748	53449590	3.01	0.106	1
ENSG00000153064	BANK1	chr4	+	101411286	102074812	0.101	0.789	1
ENSG00000170776	AKAP13	chr15	+	85380571	85749358	-0.0472	0.552	1
ENSG00000118004	COLEC11	chr2	+	3594832	3644644	1.14	0.109	1
ENSG00000130517	PGPEP1	chr19	+	18340598	18369950	0.0557	0.409	1
ENSG00000228358	LINC02263	chr4	+	117360596	117412712	-1.34	0.425	1
ENSG00000254505	CHMP4A	chr14	-	24209615	24213830	-0.205	0.222	1
ENSG00000259453		chr15	+	85701109	85702771	-0.178	0.84	1
ENSG00000291214		chr17	+	68101871	68161227	0.301	0.299	1
ENSG00000259407		chr15	-	85744109	85750281	-0.794	0.672	1
ENSG00000118707	TGIF2	chr20	+	36573488	36593950	0.145	0.203	1
ENSG00000273540	AGBL1	chr15	+	86079871	87049169	2.33	0.13	1
ENSG00000008441	NFIX	chr19	+	12995475	13098796	-0.797	0.385	1
ENSG00000183741	CBX6	chr22	-	38861422	38872249	0.154	0.177	1
ENSG00000184166	OR1D2	chr17	-	3088484	3104422	-3.97	0.0511	1
ENSG00000110200	ANAPC15	chr11	-	72106378	72112780	-0.12	0.499	1
ENSG00000262001	DLGAP1-AS2	chr18	+	3603000	3610103	-0.186	0.681	1
ENSG00000140538	NTRK3	chr15	-	87859751	88256791	0.413	0.767	1
ENSG00000163507	CIP2A	chr3	-	108549864	108589644	-0.109	0.404	1
ENSG00000182901	RGS7	chr1	-	240767636	241357374	0.452	0.701	1
ENSG00000142669	SH3BGRL3	chr1	+	26280086	26281522	-0.144	0.145	1
ENSG00000259494	MRPL46	chr15	-	88459477	88467390	-0.0473	0.665	1
ENSG00000287966	LARRPM	chr6	-	26966975	27020310	0.705	0.43	1
ENSG00000108107	RPL28	chr19	+	55385932	55403250	-0.261	0.000137	0.0151
ENSG00000181991	MRPS11	chr15	+	88467453	88480776	-0.00539	0.965	1
ENSG00000260361		chr15	-	92779757	92781492	0.513	0.608	1
ENSG00000181026	AEN	chr15	+	88621337	88632281	-0.187	0.0125	0.579
ENSG00000176407	KCMF1	chr2	+	84971093	85059472	-0.18	0.0616	1
ENSG00000257839	PHLDA1-DT	chr12	+	76032658	76033897	0.265	0.909	
ENSG00000172183	ISG20	chr15	+	88635670	88656483	-0.114	0.585	1
ENSG00000101160	CTSZ	chr20	-	58985686	59008238	-0.153	0.0902	1
ENSG00000259676		chr15	-	88797413	88798734	-0.351	0.413	1
ENSG00000133962	CATSPERB	chr14	-	91580696	91780707	0.409	0.136	1
ENSG00000140511	HAPLN3	chr15	-	88877294	88895597	0.0176	0.879	1
ENSG00000116514	RNF19B	chr1	-	32936445	32964809	-0.0453	0.691	1
ENSG00000140545	MFGE8	chr15	-	88898683	88913468	0.159	0.196	1
ENSG00000171492	LRRC8D	chr1	+	89821014	89936611	-0.0357	0.602	1
ENSG00000140526	ABHD2	chr15	+	89087459	89202355	-0.077	0.426	1
ENSG00000140522	RLBP1	chr15	-	89209869	89221614	0.0253	0.928	1
ENSG00000059915	PSD	chr10	-	102402617	102421539	0.327	0.571	1
ENSG00000261231	LINC02133	chr16	+	47724568	47908431	1.36	0.622	1
ENSG00000069702	TGFBR3	chr1	-	91680343	91906335	-0.0912	0.278	1
ENSG00000139579	NABP2	chr12	+	56222015	56229854	0.0143	0.931	1
ENSG00000140534	TICRR	chr15	+	89575469	89631056	0.267	0.0103	0.525
ENSG00000107651	SEC23IP	chr10	+	119892707	119944657	-0.0671	0.451	1
ENSG00000126456	IRF3	chr19	-	49659569	49665875	-0.0106	0.92	1
ENSG00000166813	KIF7	chr15	-	89608789	89663086	-0.232	0.471	1
ENSG00000166819	PLIN1	chr15	-	89664367	89679427	0.19	0.902	1
ENSG00000166821	PEX11A	chr15	-	89677764	89690783	0.216	0.6	1
ENSG00000166823	MESP1	chr15	-	89749875	89751249	-0.753	0.81	1
ENSG00000097021	ACOT7	chr1	-	6264269	6393767	-0.204	0.189	1
ENSG00000099625	CBARP	chr19	-	1228287	1238027	-0.263	0.24	1
ENSG00000188095	MESP2	chr15	+	89760591	89778754	1.58	0.537	1
ENSG00000128915	ICE2	chr15	-	60419609	60479160	0.0507	0.584	1
ENSG00000104872	PIH1D1	chr19	-	49446298	49453497	0.119	0.287	1
ENSG00000166825	ANPEP	chr15	-	89784895	89815401	-0.139	0.571	1
ENSG00000287729		chrX	-	38779584	38800678	0.577	0.888	
ENSG00000157823	AP3S2	chr15	-	89830599	89894638	0.091	0.357	1
ENSG00000242498	ARPIN	chr15	-	89895006	89912952	0.173	0.363	1
ENSG00000248544		chr5	-	157375741	157384950	0.244	0.731	1
ENSG00000168701	TMEM208	chr16	+	67227103	67229278	-0.113	0.291	1
ENSG00000183208	GDPGP1	chr15	+	90233808	90245811	0.368	0.359	1
ENSG00000213471	TTLL13	chr15	+	90249530	90265482	-0.943	0.574	1
ENSG00000101986	ABCD1	chrX	+	153724856	153744755	-0.00515	0.962	1
ENSG00000266010	GATA6-AS1	chr18	-	22164886	22169878	-0.0705	0.763	1
ENSG00000133111	RFXAP	chr13	+	36819222	36829104	-0.0694	0.784	1
ENSG00000182768	NGRN	chr15	+	90265659	90275778	0.004	0.964	1
ENSG00000196391	ZNF774	chr15	+	90352284	90369146	0.633	0.0247	0.807
ENSG00000259736	CRTC3-AS1	chr15	-	90620007	90717141	-2.08	0.263	1
ENSG00000285560		chr15	-	90630535	90631755	2.17	0.328	1
ENSG00000111727	HCFC2	chr12	+	104064531	104106524	-0.0296	0.813	1
ENSG00000278370		chr15	+	90650631	90651103	0.352	0.82	1
ENSG00000231856		chr13	+	51803838	51813832	0.538	0.306	1
ENSG00000108375	RNF43	chr17	-	58353676	58417595	-0.342	0.282	1
ENSG00000290384		chr19	-	186373	195696	-1.48	0.394	1
ENSG00000197299	BLM	chr15	+	90717346	90816166	0.0447	0.684	1
ENSG00000287061		chr15	-	90811528	90815544	0.27	0.63	1
ENSG00000135241	PNPLA8	chr7	-	108470417	108569666	-0.0138	0.853	1
ENSG00000140564	FURIN	chr15	+	90868588	90883564	-0.127	0.155	1
ENSG00000270076		chr8	+	11202965	11203671	0.479	0.649	1
ENSG00000249421	ADAMTS19-AS1	chr5	-	129424782	129461076	-0.481	0.526	1
ENSG00000159640	ACE	chr17	+	63477061	63498380	0.173	0.879	1
ENSG00000182511	FES	chr15	+	90883695	90895776	-0.145	0.283	1
ENSG00000140553	UNC45A	chr15	+	90930180	90954093	-0.03	0.713	1
ENSG00000065054	NHERF2	chr16	+	2025356	2039026	0.224	0.669	1
ENSG00000286558		chr4	+	158262995	158270211	-0.175	0.877	1
ENSG00000198901	PRC1	chr15	-	90966040	90995629	-0.0511	0.557	1
ENSG00000120539	MASTL	chr10	+	27154824	27187953	0.0437	0.638	1
ENSG00000214432	VPS33B-DT	chr15	+	91022619	91036611	-0.272	0.817	1
ENSG00000278514		chr15	+	91022766	91023200	0.187	0.891	1
ENSG00000162040	HS3ST6	chr16	-	1911475	1918415	0.177	0.898	1
ENSG00000198774	RASSF9	chr12	-	85800703	85836409	1.29	0.634	
ENSG00000185518	SV2B	chr15	+	91099950	91302565	0.627	0.332	1
ENSG00000254535	PABPC4L	chr4	-	134196333	134201789	0.41	0.648	1
ENSG00000267191	ZNF45-AS1	chr19	+	43901866	43927767	0.842	0.744	1
ENSG00000177337	DLGAP1-AS1	chr18	+	3593732	3598363	0.0819	0.885	1
ENSG00000163933	RFT1	chr3	-	53088483	53130453	0.166	0.225	1
ENSG00000185905	C16orf54	chr16	-	29742463	29745990	-0.886	0.411	1
ENSG00000170373	CST1	chr20	-	23747562	23751268	0.338	0.0529	1
ENSG00000162981	LRATD1	chr2	+	14632700	14650814	0.0903	0.345	1
ENSG00000260337		chr15	-	92592574	92596462	-0.0135	0.984	1
ENSG00000267397		chr18	+	35716370	35717978	-0.348	0.701	1
ENSG00000274215		chr15	+	92808451	92809057	1.36	0.694	
ENSG00000272888	CHASERR	chr15	+	92819540	92899701	0.0368	0.701	1
ENSG00000288872		chr15	-	92881648	92882340	1.66	0.297	1
ENSG00000269973		chr2	+	9936360	9939590	0.111	0.606	1
ENSG00000289017		chr15	+	92908004	92909131	0.354	0.14	1
ENSG00000106665	CLIP2	chr7	+	74289407	74405935	-0.152	0.406	1
ENSG00000260876	LINC01229	chr16	+	79676048	79809716	0.351	0.849	1
ENSG00000257060		chr15	+	93230034	93569483	-0.753	0.316	1
ENSG00000258476	LINC02207	chr15	+	93835490	93878822	1.1	0.351	1
ENSG00000271303	SRXN1	chr20	-	646615	653200	-0.129	0.163	1
ENSG00000140563	MCTP2	chr15	+	94231538	94483952	0.187	0.0913	1
ENSG00000273062	RALGPS2-AS1	chr1	-	178724306	178726285	14.1	4.46e-05	
ENSG00000248441	LETR1	chr15	-	95166065	95327129	-0.444	0.906	1
ENSG00000198856	OSTC	chr4	+	108650585	108667820	-0.0603	0.377	1
ENSG00000163166	IWS1	chr2	-	127436207	127526886	-0.0627	0.326	1
ENSG00000260777		chr17	-	28263630	28275974	-0.374	0.704	1
ENSG00000141380	SS18	chr18	-	26016253	26091217	-0.0381	0.657	1
ENSG00000277135		chr15	-	96139472	96140452	-0.668	0.628	1
ENSG00000259359		chr15	+	96171575	96174339	-1.76	0.58	
ENSG00000148291	SURF2	chr9	+	133356550	133361158	0.0167	0.929	1
ENSG00000128534	LSM8	chr7	+	118184144	118204035	0.108	0.382	1
ENSG00000289519		chr3	-	52899204	52900345	1.4	0.103	1
ENSG00000166197	NOLC1	chr10	+	102152176	102163871	-0.006	0.926	1
ENSG00000198788	MUC2	chr11	+	1074875	1110511	0.306	0.861	1
ENSG00000283554	LINC02341	chr13	+	42339188	42485956	2.17	0.46	1
ENSG00000185551	NR2F2	chr15	+	96325938	96340263	-0.111	0.0939	1
ENSG00000010017	RANBP9	chr6	-	13621498	13711835	-0.0196	0.788	1
ENSG00000184160	ADRA2C	chr4	+	3766348	3768526	-0.0206	0.901	1
ENSG00000275734		chr16	+	89671568	89685304	0.212	0.674	1
ENSG00000182057	OGFRP1	chr22	+	42269703	42279534	0.267	0.59	1
ENSG00000185594	SPATA8	chr15	+	96783389	96785615	3.02	0.175	1
ENSG00000075290	WNT8B	chr10	+	100463009	100483744	1.15	0.353	1
ENSG00000228436	RRAGC-DT	chr1	+	38859912	38965038	0.045	0.919	1
ENSG00000259485	LINC02253	chr15	+	97215812	97432094	0.145	0.889	1
ENSG00000259664	LINC02254	chr15	-	97339693	97523442	-1.08	0.793	
ENSG00000078401	EDN1	chr6	+	12290361	12297194	-0.424	0.414	1
ENSG00000236830	CBR3-AS1	chr21	-	36131767	36175815	0.363	0.0252	0.813
ENSG00000251209	LINC00923	chr15	-	97572185	97875650	-0.254	0.715	1
ENSG00000116560	SFPQ	chr1	-	35176378	35193446	-0.0511	0.429	1
ENSG00000257527		chr16	-	18411309	18411851	0.592	0.504	1
ENSG00000289194		chr11	+	62153730	62154783	0.0646	0.806	1
ENSG00000140450	ARRDC4	chr15	+	97960703	97973833	-0.458	0.278	1
ENSG00000089041	P2RX7	chr12	+	121132819	121188032	-0.405	0.431	1
ENSG00000187959	CPSF4L	chr17	-	73248449	73262352	-2.52	0.3	1
ENSG00000178372	CALML5	chr10	-	5498697	5499570	-0.955	0.62	1
ENSG00000259424	IRAIN	chr15	-	98645118	98647389	0.0527	0.895	1
ENSG00000155066	PROM2	chr2	+	95274449	95291308	-0.0365	0.667	1
ENSG00000140443	IGF1R	chr15	+	98648539	98964530	-0.0242	0.698	1
ENSG00000287191		chr15	-	98831666	98840189	-1.91	0.0856	1
ENSG00000278090	LUNAR1	chr15	+	99014526	99031054	-1.67	0.453	1
ENSG00000182253	SYNM	chr15	+	99098217	99135593	0.0189	0.917	1
ENSG00000104067	TJP1	chr15	-	29699367	29968915	-0.0877	0.196	1
ENSG00000228696	ARL17B	chr17	-	46274784	46361766	-0.398	0.168	1
ENSG00000170469	SPATA24	chr5	-	139396563	139404089	-0.131	0.766	1
ENSG00000261054	SYNM-AS2	chr15	-	99128832	99131806	0.905	0.485	1
ENSG00000289970		chr5	+	151081195	151081617	0.387	0.81	1
ENSG00000103852	TTC23	chr15	-	99136323	99251223	0.111	0.467	1
ENSG00000251259		chr4	-	105137280	105140619	-0.219	0.206	1
ENSG00000168904	LRRC28	chr15	+	99251362	99390729	-0.0576	0.742	1
ENSG00000167600	CYP2S1	chr19	+	41193210	41207539	0.19	0.393	1
ENSG00000184731	FAM110C	chr2	-	38814	46870	-0.379	0.479	1
