gene_ID	hgnc_symbol	chr	strand	start	end	POU2F3_CE_log2FoldChange	POU2F3_CE_pvalue	POU2F3_CE_padj	POU2F3_KO_log2FoldChange	POU2F3_KO_pvalue	POU2F3_KO_padj	POU2F3_PTC_log2FoldChange	POU2F3_PTC_pvalue	POU2F3_PTC_padj
ENSG00000102886	GDPD3	chr16	-	30104810	30113537	0.193	0.717	0.819	0.788	0.117	0.258	0.362	0.482	0.754
ENSG00000139780	METTL21C	chr13	-	102685747	102695044	0.899	0.476		-0.848	0.575		0.227	0.862	
ENSG00000149929	HIRIP3	chr16	-	29992330	29996074	0.236	0.228	0.385	0.0494	0.8	0.878	0.321	0.0858	0.367
ENSG00000102882	MAPK3	chr16	-	30114105	30123506	0.124	0.419	0.58	0.175	0.246	0.414	0.0955	0.517	0.776
ENSG00000291221		chr5	+	70462244	70479215	4.77	0.145		5.33	0.0956		6.2	0.0437	
ENSG00000102879	CORO1A	chr16	+	30182827	30189076	0.623	0.324	0.487	-0.491	0.466		0.981	0.0999	0.39
ENSG00000116044	NFE2L2	chr2	-	177218667	177392756	-0.0686	0.539	0.683	-0.168	0.125	0.268	-0.122	0.251	0.571
ENSG00000132207	SLX1A	chr16	+	30193875	30197561	-0.104	0.885	0.931	-0.905	0.199	0.36	-0.0903	0.895	0.961
ENSG00000261052	SULT1A3	chr16	+	30199228	30204310	0.324	0.727	0.826	0.611	0.502	0.658	0.418	0.635	0.846
ENSG00000198064	NPIPB13	chr16	-	30222897	30255268	0.325	0.187	0.336	0.747	0.00193	0.0378	0.421	0.0712	0.343
ENSG00000183801	OLFML1	chr11	+	7485388	7511377	0.74	0.00978	0.0452	0.67	0.0173	0.0869	0.685	0.0122	0.215
ENSG00000169217	CD2BP2	chr16	-	30350773	30355308	0.00821	0.929	0.958	-0.0538	0.553	0.698	-0.0903	0.306	0.624
ENSG00000166289	PLEKHF1	chr19	+	29665459	29675477	-0.611	0.0012	0.0147	-0.52	0.00488	0.0515	-0.469	0.00868	0.201
ENSG00000124818	OPN5	chr6	+	47781982	47832780	2.33	0.545		0.326	0.933		1.07	0.773	
ENSG00000173261	PLAC8L1	chr5	-	146084313	146105577	-0.697	0.107	0.228	-0.548	0.191	0.35	-0.223	0.571	0.81
ENSG00000265933	LINC00668	chr18	-	6919496	6929966	-0.566	0.0817	0.188	-0.164	0.6	0.735	-0.282	0.359	0.669
ENSG00000169221	TBC1D10B	chr16	-	30357102	30370494	-0.0366	0.644	0.767	0.0241	0.757	0.849	-0.135	0.0748	0.349
ENSG00000274653		chr16	+	30359825	30360336	-1.84	0.396		-3.5	0.109		-2.3	0.277	
ENSG00000115216	NRBP1	chr2	+	27427790	27442259	-0.0308	0.673	0.787	-0.0273	0.703	0.811	-0.0852	0.222	0.542
ENSG00000102302	FGD1	chrX	-	54445454	54496234	-0.0806	0.535	0.681	-0.104	0.416	0.584	-0.206	0.102	0.394
ENSG00000180209	MYL11	chr16	+	30370934	30377991	-0.0223	0.932	0.96	-0.0566	0.827	0.895	-0.43	0.102	0.393
ENSG00000171853	TRAPPC12	chr2	+	3379675	3485094	0.146	0.202	0.355	0.13	0.247	0.416	0.132	0.227	0.546
ENSG00000158270	COLEC12	chr18	-	316737	500722	-0.477	0.0084	0.0411	-0.402	0.0235	0.101	-0.201	0.241	0.56
ENSG00000180096	SEPTIN1	chr16	-	30378135	30395991	2.03	0.0232	0.079	0.855	0.364		-0.461	0.67	0.863
ENSG00000204859	ZBTB48	chr1	+	6579994	6589280	0.0995	0.596	0.73	0.157	0.395	0.565	0.0444	0.806	0.923
ENSG00000179965	ZNF771	chr16	+	30407414	30431108	0.664	0.0461	0.126	0.89	0.00613	0.0551	0.873	0.00604	0.2
ENSG00000179958	DCTPP1	chr16	-	30423615	30430030	0.81	0.00387	0.026	0.644	0.0195	0.0919	0.505	0.0592	0.322
ENSG00000073169	SELENOO	chr22	+	50201011	50217616	-0.0223	0.887	0.932	0.0512	0.739	0.836	-0.119	0.427	0.717
ENSG00000143793	C1orf35	chr1	-	228100726	228105411	-0.107	0.363	0.527	-0.287	0.0145	0.0805	-0.0432	0.702	0.877
ENSG00000198039	ZNF273	chr7	+	64870172	64930981	0.588	0.000534	0.0105	0.578	0.000529	0.0254	0.518	0.00149	0.155
ENSG00000156853	ZNF689	chr16	-	30602558	30624012	0.552	0.0469	0.127	0.486	0.0753	0.195	0.554	0.0367	0.28
ENSG00000130595	TNNT3	chr11	+	1919703	1938706	-1.06	0.105	0.225	-0.482	0.439	0.603	-0.172	0.773	0.909
ENSG00000288983		chr16	+	30634507	30635572	-1.35	0.0103	0.0467	0.099	0.827		0.0718	0.873	0.953
ENSG00000141551	CSNK1D	chr17	-	82239023	82273700	-0.0131	0.813	0.884	-0.0265	0.627	0.756	-0.0386	0.466	0.744
ENSG00000270332	SMC2-DT	chr9	-	104077308	104093073	-0.401	0.769		0.805	0.499		1.7	0.122	0.424
ENSG00000156858	PRR14	chr16	+	30650717	30656413	0.168	0.151	0.29	0.0652	0.573	0.714	-0.015	0.895	0.961
ENSG00000143772	ITPKB	chr1	-	226631690	226739323	0.118	0.469	0.625	-0.0667	0.679	0.794	-0.0602	0.7	0.877
ENSG00000171295	ZNF440	chr19	+	11814273	11835216	0.174	0.12	0.247	0.213	0.0523	0.156	0.184	0.0844	0.364
ENSG00000261840		chr16	-	30697704	30699058	-0.842	0.0129	0.0535	-0.669	0.0416	0.137	-0.784	0.0161	0.226
ENSG00000108590	MED31	chr17	-	6643311	6651634	0.0167	0.908	0.945	-0.252	0.0822	0.206	-0.126	0.371	0.678
ENSG00000080603	SRCAP	chr16	+	30698209	30741409	-0.308	0.00012	0.00568	-0.203	0.00977	0.0671	-0.203	0.00742	0.2
ENSG00000169246	NPIPB3	chr16	-	21402237	21448567	0.365	0.417	0.578	-0.158	0.721	0.824	0.348	0.414	0.708
ENSG00000281991	TMEM265	chr16	+	30740642	30745196	-0.366	0.0104	0.0471	-0.178	0.2	0.361	-0.196	0.15	0.463
ENSG00000274678		chr16	+	30821338	30821884	-3.11	0.0472		-2.27	0.111		0.46	0.652	0.855
ENSG00000099385	BCL7C	chr16	-	30833626	30894302	0.444	0.013	0.0537	0.331	0.0605	0.171	0.11	0.529	0.784
ENSG00000146707	POMZP3	chr7	-	76609986	76627279	0.451	0.0677	0.165	0.543	0.0252	0.105	0.307	0.203	0.523
ENSG00000289280		chr10	-	124915447	124916709	-0.645	0.311	0.475	-0.413	0.505		-0.863	0.175	0.493
ENSG00000150281	CTF1	chr16	+	30896614	30903547	-0.192	0.726	0.825	0.464	0.37	0.541	-0.226	0.671	0.863
ENSG00000243762		chr22	-	20110821	20111875	-1.06	0.324		-0.619	0.541		-0.156	0.869	0.951
ENSG00000150873	C2orf50	chr2	+	11133128	11151317	0.184	0.823	0.891	-1.23	0.185		-1.43	0.129	0.435
ENSG00000175938	ORAI3	chr16	+	30949068	30956461	-0.173	0.64	0.764	-0.071	0.844	0.907	0.0623	0.859	0.948
ENSG00000188677	PARVB	chr22	+	43999211	44172939	0.127	0.515	0.664	0.139	0.468	0.629	0.113	0.545	0.793
ENSG00000099365	STX1B	chr16	-	30989256	31010638	-1.6	0.0739	0.175	-0.637	0.399		-0.975	0.203	0.523
ENSG00000103496	STX4	chr16	+	31032889	31042975	-0.181	0.0649	0.16	-0.231	0.0168	0.0858	-0.193	0.0405	0.285
ENSG00000260911		chr16	+	31043150	31049868	-0.932	0.735		-3.7	0.192		-1.23	0.639	
ENSG00000196652	ZKSCAN5	chr7	+	99504662	99534700	0.505	3.04e-05	0.00334	0.396	0.000974	0.0305	0.544	3.05e-06	0.0124
ENSG00000255143		chr11	+	70129297	70149623	-2.67	0.198		-2.6	0.199		-2.42	0.216	
ENSG00000167395	ZNF646	chr16	+	31074422	31084196	-0.389	0.00542	0.0315	-0.284	0.0377	0.129	-0.198	0.135	0.443
ENSG00000167397	VKORC1	chr16	-	31090842	31095980	-0.273	0.0514	0.136	-0.166	0.226	0.392	-0.173	0.196	0.516
ENSG00000103507	BCKDK	chr16	+	31106107	31112791	-0.344	0.0287	0.0913	-0.217	0.159	0.311	-0.247	0.0986	0.388
ENSG00000103510	KAT8	chr16	+	31114489	31131393	-0.37	0.00149	0.0161	-0.322	0.00482	0.0514	-0.206	0.0625	0.328
ENSG00000262766		chr16	+	31118078	31118747	-0.525	0.375	0.538	-0.285	0.619		0.184	0.733	0.892
ENSG00000225598		chr1	-	80373364	80374621	2.87	0.153		2.52	0.209		1.65	0.426	
ENSG00000058804	NDC1	chr1	-	53765478	53838463	0.174	0.1	0.217	0.124	0.232	0.398	0.0908	0.367	0.675
ENSG00000256053	COA8	chr14	+	103562960	103607523	0.157	0.152	0.291	0.153	0.159	0.313	-0.0257	0.812	0.925
ENSG00000278133		chr16	+	31122235	31124064	-0.397	0.0536	0.14	-0.163	0.415	0.583	-0.208	0.293	0.613
ENSG00000052344	PRSS8	chr16	-	31131433	31135727	-0.364	0.0557	0.144	-0.295	0.113	0.252	-0.318	0.0774	0.353
ENSG00000197081	IGF2R	chr6	+	159969082	160113507	0.116	0.0959	0.211	0.0438	0.52	0.673	0.00785	0.905	0.965
ENSG00000138303	ASCC1	chr10	-	72096032	72217134	0.174	0.102	0.221	-0.0488	0.648	0.771	0.0697	0.502	0.769
ENSG00000178226	PRSS36	chr16	-	31138926	31150083	-0.345	0.855		-3.32	0.106		-3.54	0.074	
ENSG00000135437	RDH5	chr12	+	55720367	55724705	-0.13	0.842	0.904	0.568	0.355		-0.237	0.712	0.882
ENSG00000089280	FUS	chr16	+	31180138	31191605	0.0946	0.282	0.445	0.158	0.0665	0.18	0.0173	0.836	0.936
ENSG00000145358	DDIT4L	chr4	-	100185870	100190782	-1.18	0.00295	0.0224	-0.854	0.0274	0.11	-0.785	0.036	0.278
ENSG00000105290	APLP1	chr19	+	35867899	35879792	0.057	0.867	0.919	0.473	0.151	0.301	0.0762	0.815	0.927
ENSG00000225521	SNED1-AS1	chr2	-	241015599	241064116	-0.313	0.931		2.44	0.475		-0.685	0.842	
ENSG00000261359	PYCARD-AS1	chr16	+	31201885	31203452	-0.13	0.921		-4.11	0.0131		-1.57	0.255	0.575
ENSG00000146411	SLC2A12	chr6	-	133987581	134052624	-0.76	0.00341	0.0241	-0.647	0.0109	0.0708	-0.512	0.0372	0.28
ENSG00000113811	SELENOK	chr3	-	53884417	53891885	-0.284	0.0166	0.0636	-0.35	0.00263	0.0422	-0.185	0.0994	0.389
ENSG00000196459	TRAPPC2	chrX	-	13712244	13734635	-0.0899	0.378	0.541	0.135	0.174	0.33	0.0609	0.531	0.784
ENSG00000090539	CHRD	chr3	+	184380054	184390736	-0.517	0.389	0.552	-0.853	0.161	0.314	-0.631	0.282	0.602
ENSG00000186197	EDARADD	chr1	+	236348257	236502915	-0.585	0.00339	0.0241	-0.579	0.00306	0.0443	-0.394	0.0373	0.28
ENSG00000140691	ARMC5	chr16	+	31458080	31467166	0.238	0.208	0.362	0.276	0.137	0.285	0.274	0.131	0.439
ENSG00000142784	WDTC1	chr1	+	27234632	27308636	-0.195	0.0498	0.133	-0.183	0.0613	0.172	-0.242	0.0112	0.211
ENSG00000140682	TGFB1I1	chr16	+	31471585	31477960	2.87	0.000542	0.0106	2.28	0.00525	0.0525	1.12	0.166	0.483
ENSG00000140675	SLC5A2	chr16	+	31483002	31490860	-1.46	0.485		-2.44	0.233		-2.43	0.218	
ENSG00000148110	MFSD14B	chr9	+	94374569	94461042	-0.0203	0.817	0.887	-0.0991	0.25	0.419	-0.0713	0.394	0.694
ENSG00000140416	TPM1	chr15	+	63042620	63071915	1.11	2.94e-06	0.00112	0.812	0.00045	0.0243	0.551	0.0139	0.22
ENSG00000290927		chr16	+	31700558	31711986	0.222	0.161	0.303	0.276	0.0758	0.196	0.194	0.203	0.523
ENSG00000197302	KRBOX5	chr16	+	31713229	31794869	0.297	0.0459	0.125	0.285	0.0513	0.154	0.252	0.0754	0.35
ENSG00000065135	GNAI3	chr1	+	109548615	109600195	-0.0779	0.212	0.367	-0.165	0.00732	0.0591	-0.118	0.0478	0.299
ENSG00000178935	ZNF552	chr19	-	57803841	57814913	-0.0796	0.523	0.672	-0.167	0.174	0.331	-0.00684	0.954	0.982
ENSG00000259810		chr16	+	31788202	31790993	0.349	0.564	0.704	0.283	0.634		0.58	0.305	0.624
ENSG00000274023		chr6	+	158282841	158428379	-0.347	0.854		1.8	0.269		1.19	0.46	
ENSG00000182362	YBEY	chr21	+	46286342	46297751	0.102	0.599	0.733	-0.091	0.641	0.766	-0.121	0.532	0.785
ENSG00000166153	DEPDC4	chr12	-	100203669	100267079	-0.235	0.561	0.701	0.115	0.766	0.856	-0.418	0.289	0.61
ENSG00000237172	B3GNT9	chr16	-	67148104	67150998	0.0072	0.986	0.991	0.325	0.422	0.588	0.209	0.606	0.83
ENSG00000179593	ALOX15B	chr17	+	8039034	8049134	-1.11	0.017	0.0643	-0.949	0.0369	0.128	-0.712	0.104	0.398
ENSG00000137474	MYO7A	chr11	+	77128246	77215241	-1.06	0.00945	0.0442	-0.525	0.189	0.348	-0.351	0.365	0.672
ENSG00000196172	ZNF681	chr19	-	23739195	23758891	0.444	0.00272	0.0215	0.335	0.0214	0.0966	0.408	0.00389	0.184
ENSG00000249437	NAIP	chr5	-	70968166	71025339	0.377	0.216	0.372	0.667	0.0248	0.104	0.47	0.103	0.396
ENSG00000126583	PRKCG	chr19	+	53879190	53907652	-1.4	0.0984	0.214	-0.255	0.742		-0.64	0.412	0.706
ENSG00000134240	HMGCS2	chr1	-	119748002	119768905	-1.32	0.0118	0.0506	-1.38	0.00721	0.0587	-1.12	0.0242	0.251
ENSG00000178568	ERBB4	chr2	-	211375717	212538841	0.0582	0.809	0.882	0.185	0.433	0.598	0.164	0.476	0.751
ENSG00000177200	CHD9	chr16	+	53054991	53329150	0.38	0.000196	0.00681	0.26	0.00934	0.066	0.315	0.00118	0.146
ENSG00000082212	ME2	chr18	+	50879080	50954257	0.285	0.0504	0.134	0.227	0.113	0.252	0.328	0.0181	0.231
ENSG00000276633		chr21	+	45870854	45873345	-1.17	0.371		0.0268	0.981		-1.79	0.192	
ENSG00000175344	CHRNA7	chr15	+	31923438	32173018	0.976	0.121	0.247	0.154	0.815		0.193	0.766	0.906
ENSG00000103932	RPAP1	chr15	-	41517176	41544269	-0.0955	0.302	0.466	-0.0932	0.305	0.477	-0.0607	0.492	0.762
ENSG00000162300	ZFPL1	chr11	+	65084210	65088398	-0.311	0.00369	0.0253	-0.331	0.00167	0.0357	-0.275	0.00723	0.2
ENSG00000183914	DNAH2	chr17	+	7717744	7833742	-0.13	0.95		-1.08	0.595		1.46	0.419	
ENSG00000116819	TFAP2E	chr1	+	35573314	35595328	-0.484	0.263	0.425	-0.716	0.0967	0.227	-0.545	0.19	0.51
ENSG00000260390		chr9	+	27829276	27844481	-0.502	0.816		-0.6	0.777		2.97	0.0946	
ENSG00000261200		chr16	-	33541842	33545812	-0.46	0.924		1.33	0.778		-0.201	0.965	
ENSG00000164303	ENPP6	chr4	-	184088706	184221230	1.46	0.642		4.19	0.147		0.211	0.944	
ENSG00000217555	CKLF	chr16	+	66552563	66566251	0.256	0.199	0.351	0.226	0.253	0.422	0.248	0.2	0.521
ENSG00000235660	LINC00345	chr13	-	52482804	52489216	-0.0108	0.997		-0.0236	0.994		0.883	0.781	
ENSG00000105668	UPK1A	chr19	+	35666517	35678481	-2.12	0.244		-1.21	0.477		0.199	0.89	
ENSG00000180964	TCEAL8	chrX	-	103252995	103255192	0.0188	0.816	0.886	-0.124	0.121	0.263	-0.0604	0.438	0.725
ENSG00000188493	ACTMAP	chr19	-	40740856	40751553	-0.0431	0.745	0.84	0.113	0.382	0.552	-0.0357	0.781	0.912
ENSG00000127616	SMARCA4	chr19	+	10960932	11079426	0.00383	0.959	0.977	-0.0649	0.371	0.542	-0.0411	0.559	0.802
ENSG00000151835	SACS	chr13	-	23288689	23433763	0.888	0.000271	0.00792	0.575	0.0163	0.0845	0.468	0.0437	0.293
ENSG00000181896	ZNF101	chr19	+	19668796	19683509	0.31	0.02	0.0716	0.122	0.357	0.528	0.119	0.359	0.668
ENSG00000282022		chr12	-	8858143	8915276	-2.16	0.529		-3.87	0.255		-3.6	0.274	
ENSG00000184860	SDR42E1	chr16	-	81988855	82011481	0.634	0.539	0.683	0.576	0.568	0.711	0.599	0.54	0.789
ENSG00000101577	LPIN2	chr18	-	2885296	3013144	-0.76	0.00105	0.014	-0.67	0.0032	0.0445	-0.476	0.0302	0.265
ENSG00000261512		chr16	-	46622861	46624451	-0.192	0.501	0.654	0.108	0.694	0.806	0.258	0.331	0.646
ENSG00000251442	LINC01094	chr4	+	78638780	78683185	0.356	0.776		-0.471	0.718		-1.52	0.295	0.615
ENSG00000273342		chr22	+	21640844	21641284	0.27	0.899		0.788	0.698		0.508	0.804	
ENSG00000069329	VPS35	chr16	-	46656132	46689518	0.0761	0.235	0.394	-0.0281	0.656	0.778	0.0296	0.628	0.843
ENSG00000109063	MYH3	chr17	-	10628526	10657309	0.0432	0.898	0.94	0.0284	0.932	0.962	0.244	0.444	0.729
ENSG00000069345	DNAJA2	chr16	-	46955362	46973674	-0.403	0.00309	0.023	-0.438	0.00102	0.031	-0.294	0.0227	0.246
ENSG00000227741		chr1	-	160202199	160208869	-2.09	0.056		-1.3	0.179		-0.39	0.649	0.853
ENSG00000261173	DNAJA2-DT	chr16	+	46973789	46978983	-0.379	0.761		-0.382	0.754		-2.52	0.0997	
ENSG00000231528	FAM225A	chr9	+	113113042	113119928	-1.17	0.858		-0.97	0.879		1.35	0.827	
ENSG00000171208	NETO2	chr16	-	47077703	47143945	0.0894	0.634	0.758	-0.0187	0.919	0.954	-0.0985	0.582	0.817
ENSG00000129636	ITFG1	chr16	-	47154387	47464149	0.0189	0.794	0.871	-0.0671	0.349	0.52	-0.0642	0.357	0.667
ENSG00000287350		chr14	+	96663791	96681827	-0.89	0.391		-0.897	0.372		-0.873	0.362	0.671
ENSG00000166847	DCTN5	chr16	+	23641466	23677472	0.0575	0.399	0.562	0.0829	0.215	0.378	0.0208	0.749	0.898
ENSG00000004948	CALCR	chr7	-	93424486	93574730	0.411	0.211	0.365	0.427	0.185	0.344	0.302	0.337	0.65
ENSG00000171174	RBKS	chr2	-	27781379	27890681	0.206	0.719	0.82	0.179	0.752		0.432	0.428	0.718
ENSG00000262038		chr16	+	47529190	47529916	0.409	0.799		-1.57	0.39		-0.202	0.897	
ENSG00000271826	PLS3-AS1	chrX	-	115518182	115562731	-0.902	0.14	0.275	-0.969	0.113		-0.761	0.195	0.515
ENSG00000225444	LINC01867	chr2	+	52370602	52390056	0.287	0.902		1.18	0.604		1.99	0.353	
ENSG00000064419	TNPO3	chr7	-	128954180	129055173	0.0013	0.986	0.991	-0.0444	0.535	0.685	-0.0498	0.474	0.749
ENSG00000102910	LONP2	chr16	+	48244300	48363122	0.217	0.00583	0.0328	0.177	0.0216	0.0968	0.138	0.0662	0.334
ENSG00000080819	CPOX	chr3	-	98579446	98593648	0.256	0.0161	0.062	0.133	0.207	0.369	0.025	0.809	0.924
ENSG00000141552	ANAPC11	chr17	+	81890790	81900991	-0.191	0.135	0.267	-0.14	0.262	0.432	-0.207	0.0898	0.373
ENSG00000002834	LASP1	chr17	+	38869859	38921770	0.609	0.000438	0.00964	0.316	0.0623	0.174	0.168	0.306	0.625
ENSG00000259804	CTCF-DT	chr16	-	67561411	67562309	-0.422	0.68		0.23	0.804		-0.196	0.836	0.936
ENSG00000124422	USP22	chr17	-	20999596	21043760	0.207	0.0199	0.0714	0.16	0.0665	0.18	0.0745	0.378	0.683
ENSG00000145439	CBR4	chr4	-	168863770	169010275	0.4	0.00202	0.0187	0.475	0.000188	0.019	0.397	0.00137	0.153
ENSG00000102921	N4BP1	chr16	-	48538726	48620148	-0.473	0.00622	0.0341	-0.431	0.0108	0.0703	-0.253	0.122	0.424
ENSG00000289119		chr16	+	48610310	48610907	-2.09	0.23		-0.564	0.707		-0.51	0.727	
ENSG00000197121	PGAP1	chr2	-	196833004	196927796	0.0682	0.723	0.823	0.0179	0.924	0.958	0.187	0.304	0.623
ENSG00000168672	LRATD2	chr8	-	126552443	126558478	0.807	0.00168	0.0172	0.397	0.115	0.254	0.107	0.662	0.86
ENSG00000260052		chr16	+	48637143	48638719	-1.16	0.68		0.37	0.888		-0.221	0.933	
ENSG00000102935	ZNF423	chr16	-	49487524	49857919	0.435	0.0718	0.171	0.364	0.128	0.272	-0.0611	0.798	0.919
ENSG00000290957		chr11	+	17013998	17052993	0.379	0.278	0.441	0.099	0.777	0.863	-0.677	0.065	0.332
ENSG00000180767	CHST13	chr3	+	126524155	126543291	-0.423	0.728		0.0929	0.937		-0.27	0.819	
ENSG00000196407	THEM5	chr1	-	151847101	151853712	-0.952	0.00154	0.0164	-0.694	0.0181	0.0886	-0.631	0.0263	0.256
ENSG00000275155		chr16	-	49847018	49847632	-0.346	0.723		0.208	0.82		0.501	0.564	0.806
ENSG00000281404	LINC01176	chr7	+	30390885	30412375	-0.522	0.112	0.235	-0.0481	0.88	0.929	-0.0692	0.823	0.931
ENSG00000168734	PKIG	chr20	+	44531785	44624247	-0.134	0.407	0.57	-0.272	0.0895	0.217	-0.156	0.313	0.631
ENSG00000163795	ZNF513	chr2	-	27377235	27380790	0.0917	0.538	0.683	0.135	0.355	0.527	0.0331	0.817	0.928
ENSG00000155393	HEATR3	chr16	+	50065967	50107272	0.168	0.272	0.435	0.241	0.109	0.246	0.153	0.295	0.615
ENSG00000289200		chr15	-	92819650	92820384	0.0102	0.992	0.995	0.0201	0.983		0.639	0.467	0.745
ENSG00000186407	CD300E	chr17	-	74609885	74623738	1.56	0.533		1.44	0.559		0.255	0.915	
ENSG00000121274	TENT4B	chr16	+	50152911	50235310	-0.266	0.109	0.23	-0.225	0.166	0.32	-0.0715	0.649	0.853
ENSG00000186010	NDUFA13	chr19	+	19515736	19529054	-0.332	0.00842	0.0412	-0.347	0.00498	0.0518	-0.18	0.133	0.44
ENSG00000121281	ADCY7	chr16	+	50246137	50318135	-0.965	0.000958	0.0134	-0.656	0.0215	0.0968	-0.354	0.2	0.52
ENSG00000266469		chr17	+	39401793	39406233	-0.303	0.879		-0.263	0.894		2.08	0.21	0.53
ENSG00000140807	NKD1	chr16	+	50548396	50649249	-0.539	0.0487	0.131	-0.498	0.0633	0.175	-0.306	0.236	0.556
ENSG00000132326	PER2	chr2	-	238244044	238290102	-0.036	0.784	0.865	-0.0816	0.527	0.679	0.00837	0.947	0.979
ENSG00000167207	NOD2	chr16	+	50693588	50733077	-0.749	0.216	0.371	-1.42	0.0234		-1.49	0.0148	0.222
ENSG00000261241	LINC02128	chr16	+	50840017	50901063	0.717	0.686		-1.45	0.457		-0.414	0.811	
ENSG00000125821	DTD1	chr20	+	18587942	18766644	0.461	0.00993	0.0456	0.337	0.057	0.164	0.154	0.375	0.68
ENSG00000204397	CARD16	chr11	-	105041326	105101431	-0.255	0.468	0.624	-0.355	0.305	0.477	0.0154	0.963	0.986
ENSG00000273445		chr2	-	87477495	87478034	2.13	0.541		0.946	0.786		0.0913	0.979	
ENSG00000103449	SALL1	chr16	-	51135982	51152334	0.794	0.336	0.5	0.487	0.553		-0.0426	0.959	0.984
ENSG00000270154		chr8	+	12476462	12477122	0.642	0.315	0.48	0.68	0.276		-0.298	0.645	0.851
ENSG00000224578	HNRNPA1L3	chr16	+	51553436	51647132	-0.121	0.516	0.665	-0.125	0.495	0.653	-0.0797	0.658	0.857
ENSG00000091844	RGS17	chr6	-	153004459	153131282	1.13	0.361		1.82	0.124		0.279	0.83	0.934
ENSG00000182255	KCNA4	chr11	-	30009730	30017030	-1.44	0.0121	0.0512	-1.87	0.00148		-0.878	0.0891	0.373
ENSG00000247970		chr14	+	99604517	99625740	-4.29	0.117		-3.15	0.239		-2.59	0.317	
ENSG00000260268	LINC00919	chr16	-	52083064	52085109	1.09	0.474		0.515	0.742		-2.08	0.241	
ENSG00000270049	ATP6V0D1-DT	chr16	+	67481314	67505977	1.08	0.153	0.292	0.748	0.327		1.11	0.13	0.436
ENSG00000141582	CBX4	chr17	-	79833156	79839440	-0.747	0.015	0.0593	-0.664	0.0272	0.109	-0.482	0.0969	0.385
ENSG00000124191	TOX2	chr20	+	43914852	44069616	0.243	0.58	0.717	-0.099	0.821	0.892	-0.629	0.158	0.473
ENSG00000275329		chr9	+	136122521	136124363	-0.911	0.471		1.05	0.329		1.02	0.327	0.643
ENSG00000258813	RBM25-AS1	chr14	-	73057925	73059415	1.27	0.168		-0.204	0.843		1.03	0.252	0.572
ENSG00000261291		chr16	+	53168522	53169450	0.309	0.816		1.39	0.243		0.742	0.536	0.787
ENSG00000100321	SYNGR1	chr22	+	39349925	39385575	-0.49	0.00199	0.0185	-0.221	0.153	0.304	-0.157	0.294	0.613
ENSG00000261804		chr16	+	53373479	53385142	0.968	0.518		0.41	0.791		-1.22	0.491	
ENSG00000164638	SLC29A4	chr7	+	5274369	5306912	0.51	0.18	0.328	0.29	0.444	0.608	-0.135	0.723	0.888
ENSG00000262714		chr16	+	53386944	53389085	0.324	0.783		-0.815	0.519		-0.674	0.585	
ENSG00000166971	AKTIP	chr16	-	53491040	53504411	0.0768	0.485	0.638	-0.0434	0.688	0.801	-0.0368	0.726	0.889
ENSG00000188070	ZFTA	chr11	-	63759892	63768775	0.207	0.126	0.254	0.135	0.312	0.483	0.267	0.0392	0.284
ENSG00000232692		chr21	+	26378552	26471698	-1.71	0.00228	0.0198	-1.77	0.00156		-1.26	0.0149	0.223
ENSG00000266916	ZNF793-AS1	chr19	-	37497159	37507122	1.56	0.0388	0.112	2.35	0.00113		1.5	0.0421	0.288
ENSG00000177508	IRX3	chr16	-	54283304	54286787	-0.747	0.334	0.498	-1.15	0.149		-1.44	0.0763	0.351
ENSG00000271503	CCL5	chr17	-	35871491	35880793	-1.5	0.000951	0.0134	-0.896	0.0395	0.133	-1.04	0.0142	0.22
ENSG00000172301	COPRS	chr17	-	31851871	31859291	0.0634	0.65	0.771	0.0111	0.936	0.964	0.0214	0.873	0.953
ENSG00000161040	FBXL13	chr7	-	102811189	103074839	-0.997	0.148	0.287	-0.473	0.465		0.518	0.376	0.681
ENSG00000131844	MCCC2	chr5	+	71579531	71658706	0.273	0.0458	0.125	0.293	0.0291	0.113	0.225	0.0835	0.362
ENSG00000256116		chr11	-	64229214	64234352	-0.226	0.804	0.878	0.0668	0.938		-0.349	0.687	0.871
ENSG00000145248	SLC10A4	chr4	+	48483343	48489526	1.73	0.24		0.694	0.657		2.02	0.146	0.458
ENSG00000105576	TNPO2	chr19	-	12699201	12724011	0.294	0.00682	0.036	0.236	0.0267	0.108	0.201	0.0518	0.307
ENSG00000184602	SNN	chr16	+	11668455	11679152	0.0319	0.841	0.903	0.0514	0.742	0.839	-0.199	0.196	0.516
ENSG00000024526	DEPDC1	chr1	-	68474152	68497221	0.413	0.0115	0.0499	0.242	0.131	0.277	0.34	0.0286	0.262
ENSG00000087245	MMP2	chr16	+	55389700	55506691	-0.312	0.1	0.217	-0.206	0.268	0.438	-0.138	0.443	0.728
ENSG00000274364		chr20	+	31535263	31535626	1.78	0.0467		0.609	0.521		0.753	0.409	0.704
ENSG00000087253	LPCAT2	chr16	+	55509072	55586666	0.443	0.00128	0.0151	0.296	0.0282	0.111	0.26	0.0469	0.298
ENSG00000261997		chr16	+	55538200	55542027	0.849	0.00807	0.0401	0.656	0.0377	0.129	0.46	0.136	0.443
ENSG00000256812	CAPNS2	chr16	+	55566684	55567687	-0.307	0.627	0.753	0.671	0.24		0.435	0.44	0.726
