gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000171223	JUNB	chr19	+	12791486	12793315	-0.816	0.00992	0.0284	-0.27	0.398	0.569	-0.728	0.0209	0.0562
ENSG00000173894	CBX2	chr17	+	79778148	79787983	1.03	1.45e-07	1.91e-06	1.12	1.14e-08	2.64e-07	1.06	6.56e-08	1.12e-06
ENSG00000125740	FOSB	chr19	+	45467995	45475179	-1.13	0.000124	0.000696	-0.608	0.0403	0.109	-1.09	0.000193	0.00112
ENSG00000141570	CBX8	chr17	-	79792132	79801683	0.506	0.115	0.209	0.523	0.0973	0.209	0.992	0.0012	0.00522
ENSG00000253807	LINC01170	chr5	-	124059794	124438625	2.95	0.00302		2.48	0.016		3.54	0.000311	
ENSG00000143742	SRP9	chr1	+	225777813	225790468	0.293	0.000845	0.00359	0.302	0.00067	0.00418	0.357	4.51e-05	0.000328
ENSG00000104892	KLC3	chr19	+	45333434	45351520	0.212	0.757	0.836	-0.677	0.356	0.527	-1.37	0.092	0.184
ENSG00000239945		chr1	-	89551	91105	0.495	0.936		-3.67	0.56		-3.29	0.596	
ENSG00000275489	C17orf98	chr17	-	38835086	38841438	-1.83	0.436		-1.97	0.407		-1.85	0.427	
ENSG00000197769	MAP1LC3C	chr1	-	241995490	241999098	1.27	0.0164	0.0431	1.09	0.042	0.112	1.4	0.00757	0.0243
ENSG00000196453	ZNF777	chr7	-	149431363	149461062	-0.261	0.0373	0.0848	-0.119	0.336	0.507	-0.0267	0.828	0.892
ENSG00000262585	LINC01979	chr17	-	79915252	79926725	-0.862	0.352	0.489	-0.475	0.604	0.746	-1.6	0.124	0.231
ENSG00000167291	TBC1D16	chr17	-	79932343	80035872	-0.159	0.115	0.21	-0.139	0.17	0.315	-0.163	0.104	0.202
ENSG00000155016	CYP2U1	chr4	+	107931549	107953461	0.653	0.0826	0.161	0.428	0.259	0.424	0.569	0.129	0.24
ENSG00000114850	SSR3	chr3	-	156539553	156555149	-0.136	0.125	0.223	-0.0238	0.79	0.877	0.0284	0.747	0.836
ENSG00000262172		chr17	-	79991944	79992841	2.31	0.221		2.72	0.145		1.43	0.465	
ENSG00000265477		chr18	-	423744	424416	1.02	0.415		2.68	0.0213		1.57	0.192	
ENSG00000255310		chr8	-	11107788	11109726	1.08	2.07e-06	2.01e-05	1.15	4.58e-07	7.42e-06	0.939	4e-05	0.000296
ENSG00000141519	CCDC40	chr17	+	80036632	80100613	0.634	0.0764	0.151	0.748	0.0352	0.0981	0.679	0.0558	0.124
ENSG00000141527	CARD14	chr17	+	80169992	80216073	0.848	0.0382	0.0864	0.824	0.0443	0.117	1.03	0.0108	0.0325
ENSG00000219665	ZNF433-AS1	chr19	+	11987617	12046275	0.465	0.108	0.199	0.0731	0.805	0.885	0.0415	0.888	0.929
ENSG00000143324	XPR1	chr1	+	180632022	180890279	0.103	0.174	0.288	0.0521	0.495	0.658	0.115	0.128	0.238
ENSG00000276863		chr17	-	80333841	80334366	0.89	0.775		1.09	0.73		0.962	0.756	
ENSG00000263069	RNF213-AS1	chr17	-	80351828	80415168	0.77	0.0763	0.151	0.727	0.0929	0.202	0.708	0.102	0.198
ENSG00000260369		chr17	-	80453735	80454729	0.331	0.71	0.801	0.0409	0.963	0.98	0.0154	0.986	0.997
ENSG00000171246	NPTX1	chr17	-	80466834	80477843	-1.01	0.244	0.372	0.646	0.374	0.545	0.876	0.214	0.351
ENSG00000251455		chr4	+	151674483	151677893	-0.146	0.852	0.906	-0.463	0.579	0.726	-0.517	0.528	0.667
ENSG00000198453	ZNF568	chr19	+	36916316	37005037	0.0709	0.692	0.787	-0.0111	0.951	0.973	-0.364	0.0447	0.104
ENSG00000141564	RPTOR	chr17	+	80544819	80966371	0.037	0.674	0.773	-0.0287	0.745	0.847	0.115	0.187	0.317
ENSG00000130383	FUT5	chr19	-	5865826	5870540	-1.37	0.276	0.409	-2.79	0.0629	0.152	-2.72	0.0676	0.144
ENSG00000153714	LURAP1L	chr9	+	12775020	12823060	0.561	0.00452	0.0148	1.06	1.14e-07	2.13e-06	0.751	0.000134	0.000828
ENSG00000151693	ASAP2	chr2	+	9206765	9405683	0.662	6.38e-06	5.35e-05	0.488	0.001	0.0058	0.325	0.0271	0.0692
ENSG00000273402		chr8	+	237045	237669	-1.81	0.168		-1.09	0.39		-2.32	0.107	
ENSG00000157637	SLC38A10	chr17	-	81244811	81295547	-0.106	0.27	0.402	-0.195	0.0442	0.117	-0.0419	0.661	0.774
ENSG00000272431	ZNF454-DT	chr5	-	178938677	178939223	-2.45	0.452		-0.0994	0.976		-0.546	0.865	
ENSG00000185168	LINC00482	chr17	-	81303771	81309278	-0.69	0.104	0.194	-0.171	0.675	0.798	-0.425	0.303	0.453
ENSG00000256364		chr12	-	120697124	120699541	0.259	0.898		-1.6	0.43		-0.953	0.635	
ENSG00000287431	RENO1	chr17	-	81339183	81345966	1.13	0.00852	0.025	0.119	0.791	0.877	0.521	0.234	0.375
ENSG00000136146	MED4	chr13	-	48053323	48095131	-0.398	0.000169	0.000911	-0.316	0.00287	0.0136	-0.349	0.000903	0.0041
ENSG00000180176	TH	chr11	-	2163929	2171815	-2.05	0.518		0.603	0.846		-1	0.752	
ENSG00000171126	KCNG3	chr2	-	42442017	42493982	-2.43	7.52e-05	0.000454	-3.31	7.42e-07	1.14e-05	-3.42	4.9e-06	4.95e-05
ENSG00000162073	PAQR4	chr16	+	2969270	2973484	0.83	0.00582	0.0182	0.787	0.00888	0.0338	1.02	0.000594	0.00288
ENSG00000262223	LINC03048	chr17	-	81375144	81385464	0.341	0.854		-1.52	0.454		-0.589	0.759	
ENSG00000197020	ZNF100	chr19	-	21722771	21767579	0.431	1.76e-05	0.000129	0.393	0.000101	0.000846	0.206	0.0412	0.0972
ENSG00000262877		chr17	-	81388126	81390319	1.42	0.0468	0.102	1.47	0.0406	0.11	0.378	0.622	0.745
ENSG00000088543	C3orf18	chr3	-	50558025	50571027	0.68	0.252	0.38	0.874	0.138	0.272	-0.16	0.801	0.873
ENSG00000229848		chr17	+	81514047	81527776	1.04	0.284	0.418	1.07	0.264	0.43	0.991	0.304	0.453
ENSG00000185504	FAAP100	chr17	-	81539885	81553961	0.203	0.162	0.273	0.137	0.346	0.518	0.218	0.13	0.241
ENSG00000272323	TTC23L-AS1	chr5	-	34837549	34839278	0.462	0.395	0.531	0.642	0.223	0.382	0.267	0.626	0.748
ENSG00000182446	NPLOC4	chr17	-	81556887	81648465	-0.31	2.19e-07	2.77e-06	-0.274	4.8e-06	5.95e-05	-0.249	2.68e-05	0.000213
ENSG00000185298	CCDC137	chr17	+	81666737	81673904	0.293	0.0384	0.0867	0.262	0.0646	0.155	0.35	0.0126	0.0369
ENSG00000136830	NIBAN2	chr9	-	127505339	127578989	-0.859	1.24e-06	1.28e-05	-0.499	0.0054	0.0229	-0.738	2.95e-05	0.000231
ENSG00000214087	ARL16	chr17	-	81681187	81683797	0.197	0.0661	0.135	0.101	0.341	0.512	0.0825	0.442	0.592
ENSG00000178199	ZC3H12D	chr6	-	149446795	149485014	1.02	0.597		3	0.0741		3.44	0.0359	
ENSG00000275902		chr17	-	81697025	81697714	0.834	0.255	0.385	0.399	0.583	0.731	0.438	0.556	0.691
ENSG00000262049		chr17	-	81701324	81703317	0.349	0.148	0.255	-0.16	0.518	0.677	0.0609	0.805	0.876
ENSG00000290856		chr13	+	52600119	52637368	0.831	0.0962	0.182	0.479	0.346	0.518	0.782	0.116	0.221
ENSG00000183048	SLC25A10	chr17	+	81712236	81721016	0.101	0.56	0.682	-0.0313	0.857	0.919	0.225	0.188	0.318
ENSG00000226979	LTA	chr6	+	31572054	31574324	0.0824	0.953		-1.47	0.365		-0.279	0.844	
ENSG00000122861	PLAU	chr10	+	73909177	73917496	0.061	0.801	0.868	-0.00949	0.969	0.983	0.116	0.631	0.752
ENSG00000173960	UBXN2A	chr2	+	23927285	24004909	0.0994	0.309	0.445	0.0242	0.804	0.885	0.132	0.172	0.299
ENSG00000260314	MRC1	chr10	+	17809348	17911164	-0.835	0.0107	0.0303	-0.322	0.294	0.462	-0.368	0.232	0.373
ENSG00000182676	PPP1R27	chr17	-	81833492	81835050	1.34	0.108	0.199	2.09	0.00924	0.0349	-1.58	0.209	0.345
ENSG00000185624	P4HB	chr17	-	81843159	81860856	-0.609	7.53e-05	0.000455	-0.313	0.0447	0.118	-0.535	0.000485	0.00243
ENSG00000262413		chr17	+	81867721	81868552	0.103	0.895	0.936	0.935	0.184	0.333	1.08	0.125	0.233
ENSG00000152102	FAM168B	chr2	-	131047876	131093460	-0.261	1.49e-05	0.000112	-0.194	0.00131	0.00725	-0.194	0.00115	0.00502
ENSG00000141522	ARHGDIA	chr17	-	81867721	81871378	-0.299	2.08e-05	0.000149	-0.251	0.000393	0.00271	-0.222	0.00146	0.00615
ENSG00000256994	LINC02378	chr12	-	17509353	17590049	-1.77	0.443		-0.123	0.957		-0.854	0.711	
ENSG00000167642	SPINT2	chr19	+	38244035	38292615	-0.327	0.00145	0.00568	-0.174	0.0931	0.202	-0.227	0.0265	0.068
ENSG00000183979	NPB	chr17	+	81900745	81902905	-1.22	0.000532	0.00244	-1.1	0.00168	0.00888	-1.51	1.94e-05	0.000162
ENSG00000196503	ARL9	chr4	+	56505209	56524959	-0.83	0.521		0.39	0.745		0.37	0.753	0.839
ENSG00000241360	PDXP	chr22	+	37658723	37666932	-0.433	0.0199	0.0506	-0.459	0.0122	0.0433	-0.228	0.207	0.343
ENSG00000185813	PCYT2	chr17	-	81900958	81911432	-0.229	0.268	0.4	-0.422	0.0436	0.116	0.0537	0.794	0.867
ENSG00000263585		chr17	+	81932398	81933058	0.731	0.746		-1.06	0.664		-0.811	0.735	
ENSG00000169683	LRRC45	chr17	+	82023305	82031151	-0.141	0.267	0.399	0.0303	0.809	0.888	0.00166	0.989	0.998
ENSG00000169750	RAC3	chr17	+	82031678	82034204	-0.376	0.021	0.0528	-0.323	0.0462	0.121	-0.462	0.00444	0.0155
ENSG00000169738	DCXR	chr17	-	82035136	82037709	-0.0869	0.525	0.651	-0.0229	0.868	0.926	-0.0223	0.87	0.917
ENSG00000230945	LINC01507	chr9	+	80030579	80034555	1.43	0.489		2.33	0.253		0.623	0.77	
ENSG00000169733	RFNG	chr17	-	82047902	82051831	-0.667	5.31e-06	4.59e-05	-0.531	0.00028	0.00202	-0.668	4.62e-06	4.71e-05
ENSG00000291127		chr2	+	88765807	88806612	-1.95	0.11	0.202	-2.84	0.0372	0.102	-2.03	0.095	0.188
ENSG00000287737		chr17	+	82273748	82279645	0.647	0.183	0.299	0.641	0.191	0.342	0.194	0.697	0.8
ENSG00000204710	SPDYC	chr11	+	65170233	65173374	-2.54	4.68e-17	3.71e-15	-1.99	6.01e-12	2.66e-10	-2.51	5.27e-17	5.12e-15
ENSG00000258405	ZNF578	chr19	+	52453553	52516882	0.071	0.579	0.697	0.259	0.0419	0.112	0.18	0.155	0.276
ENSG00000265692	LINC01970	chr17	-	82290046	82292814	-0.821	0.499	0.628	-0.273	0.8	0.882	0.282	0.786	0.862
ENSG00000172123	SLFN12	chr17	-	35410922	35433283	1.27	4.23e-05	0.000277	1.01	0.00125	0.007	1.18	0.000126	0.000786
ENSG00000260563		chr17	+	82293716	82294910	-0.299	0.626	0.736	0.056	0.927	0.96	-1.16	0.0837	0.17
ENSG00000062725	APPBP2	chr17	-	60443158	60526242	-0.84	5.94e-10	1.39e-08	-0.663	1.33e-06	1.9e-05	-0.747	3.19e-08	5.85e-07
ENSG00000269524		chr19	+	54224523	54224881	-0.485	0.765		0.876	0.526		-0.63	0.698	
ENSG00000182459	TEX19	chr17	+	82359247	82363775	-0.373	0.678	0.776	0.355	0.671	0.795	-0.268	0.76	0.845
ENSG00000181408	UTS2R	chr17	+	82371765	82377458	-0.35	0.628	0.737	0.183	0.786	0.874	0.452	0.492	0.637
ENSG00000165879	FRAT1	chr10	+	97319271	97321915	-1.38	0.00026	0.00132	-1.27	0.000649	0.00407	-1.06	0.00347	0.0126
ENSG00000178927	CYBC1	chr17	-	82440912	82450829	0.244	0.0342	0.0789	0.0616	0.596	0.739	0.272	0.0176	0.0487
ENSG00000141562	NARF	chr17	+	82458180	82490537	-0.215	0.12	0.216	-0.325	0.0198	0.0632	-0.296	0.0321	0.0793
ENSG00000141568	FOXK2	chr17	+	82519713	82644662	-0.267	0.0128	0.0351	-0.256	0.0182	0.059	-0.241	0.0246	0.064
ENSG00000101608	MYL12A	chr18	+	3247481	3256236	0.3	0.00646	0.0198	0.179	0.108	0.226	0.325	0.00301	0.0112
ENSG00000141560	FN3KRP	chr17	+	82716706	82730328	-0.112	0.409	0.545	-0.222	0.101	0.215	-0.0891	0.507	0.648
ENSG00000167363	FN3K	chr17	+	82735615	82751196	-1.22	2.23e-11	6.96e-10	-1.03	1.42e-08	3.23e-07	-1.09	1.31e-09	3.39e-08
ENSG00000141556	TBCD	chr17	+	82752042	82945914	0.128	0.174	0.288	0.0517	0.587	0.733	0.0458	0.627	0.749
ENSG00000137571	SLCO5A1	chr8	-	69667046	69834978	-0.56	0.149	0.256	-0.177	0.639	0.772	-0.79	0.0463	0.107
ENSG00000262663		chr17	+	82918282	82918785	0.252	0.593	0.71	0.603	0.195	0.347	0.33	0.482	0.628
ENSG00000106603	COA1	chr7	-	43608456	43729717	0.256	0.00469	0.0152	0.201	0.0269	0.0794	0.203	0.0243	0.0636
ENSG00000274370		chr17	+	83098377	83098987	-0.328	0.627	0.737	-0.95	0.17	0.315	-1.62	0.0314	0.0781
ENSG00000144535	DIS3L2	chr2	+	231961245	232344350	0.516	3.53e-05	0.000237	0.361	0.00404	0.018	0.578	3.11e-06	3.34e-05
ENSG00000261888		chr17	+	83104255	83106910	0.032	0.935	0.962	-0.442	0.273	0.44	-0.829	0.0426	0.1
ENSG00000173213	TUBB8B	chr18	-	47221	73545	-1.49	0.602		0.969	0.72		-2.44	0.391	
ENSG00000135333	EPHA7	chr6	-	93240020	93419687	1.46	0.186	0.303	1.39	0.212	0.367	0.668	0.561	0.694
ENSG00000263884	THOC1-DT	chr18	+	268113	270298	0.566	0.21	0.332	0.556	0.218	0.375	0.207	0.657	0.772
ENSG00000250548	LINC01303	chr14	-	61556273	61570653	-1.38	0.224	0.349	-0.826	0.416	0.588	-0.679	0.499	0.642
ENSG00000176105	YES1	chr18	-	721588	812546	-0.21	0.00795	0.0237	-0.201	0.0115	0.0413	-0.104	0.184	0.314
ENSG00000106477	CEP41	chr7	-	130393771	130442433	0.266	0.0284	0.0679	0.304	0.011	0.04	0.26	0.0308	0.0769
ENSG00000281468		chr19	+	27802838	27803472	1.64	0.0761	0.151	1.6	0.0784	0.178	1.04	0.278	0.425
ENSG00000273355		chr18	+	812388	813757	-0.0409	0.917	0.951	-0.39	0.326	0.496	-0.301	0.45	0.599
ENSG00000111530	CAND1	chr12	+	67269358	67319953	-0.0221	0.649	0.754	0.022	0.653	0.783	0.0344	0.477	0.624
ENSG00000149591	TAGLN	chr11	+	117199370	117207464	1.67	0.00601	0.0187	0.782	0.203	0.356	2	0.000946	0.00428
ENSG00000239322	ATP6V1B1-AS1	chr2	-	70941817	70948610	-0.913	0.826		-1.79	0.67		-1.83	0.657	
ENSG00000103423	DNAJA3	chr16	+	4425805	4456775	-0.419	9.2e-08	1.28e-06	-0.444	1.44e-08	3.28e-07	-0.293	0.000158	0.000949
ENSG00000263745		chr18	-	1883524	2489426	1.59	0.00922	0.0268	1.02	0.108	0.226	1.06	0.0848	0.172
ENSG00000101596	SMCHD1	chr18	+	2655726	2805017	-0.767	2.32e-07	2.92e-06	-0.737	9.15e-07	1.37e-05	-0.726	9.25e-07	1.18e-05
ENSG00000287035		chr19	-	44162527	44164955	0.655	0.863		-0.955	0.808		-0.845	0.828	
ENSG00000132205	EMILIN2	chr18	+	2847006	2916003	0.317	0.0107	0.0302	0.315	0.012	0.0427	0.0969	0.434	0.584
ENSG00000136492	BRIP1	chr17	-	61679139	61863559	0.444	0.044	0.0969	0.411	0.0657	0.157	0.347	0.115	0.219
ENSG00000272625		chr18	+	2920966	2921685	0.34	0.437	0.572	0.0983	0.822	0.896	-0.87	0.0807	0.166
ENSG00000139719	VPS33A	chr12	-	122229564	122266494	-0.228	0.00707	0.0214	-0.236	0.00542	0.023	-0.116	0.165	0.289
ENSG00000280789	PAGR1	chr16	+	29816152	29822489	0.0587	0.521	0.647	0.109	0.231	0.391	0.0514	0.572	0.703
ENSG00000101605	MYOM1	chr18	-	3066807	3219968	-1.77	0.0049	0.0158	-1.59	0.00846	0.0326	-2.53	0.000332	0.00177
ENSG00000265399		chr18	+	3190397	3247277	1.32	0.338	0.474	1.77	0.19		1	0.478	0.625
ENSG00000264235	MYL12-AS1	chr18	-	3255436	3261850	0.781	0.392	0.528	0.461	0.625	0.762	-0.809	0.456	0.604
ENSG00000291131		chr19	+	53197091	53219422	-0.158	0.392	0.528	-0.0165	0.929	0.961	-0.332	0.0735	0.154
ENSG00000118680	MYL12B	chr18	+	3261479	3278461	-0.221	0.00185	0.00693	-0.0781	0.275	0.442	-0.139	0.0484	0.111
ENSG00000177426	TGIF1	chr18	+	3411608	3459978	-0.865	7.75e-06	6.34e-05	-0.559	0.00421	0.0186	-0.817	2.23e-05	0.000182
ENSG00000128000	ZNF780B	chr19	-	40028260	40056231	0.795	6.03e-07	6.79e-06	0.554	0.000614	0.00389	0.444	0.0056	0.0189
ENSG00000188766	SPRED3	chr19	+	38388421	38399587	-0.131	0.78	0.853	-0.191	0.687	0.806	-0.115	0.806	0.876
ENSG00000101082	SLA2	chr20	-	36612318	36646196	0.119	0.943		-0.249	0.882		0.661	0.674	
ENSG00000265514	LINC01892	chr18	+	5081171	5098780	-1.76	1.18e-05	9.11e-05	-1.41	0.000187	0.00143	-2.27	8.88e-08	1.48e-06
ENSG00000231824	AKAIN1	chr18	-	5142911	5197503	1.63	0.286		1.96	0.201		-2.44	0.19	
ENSG00000159374	M1AP	chr2	-	74557883	74648338	-0.578	0.0417	0.0928	-0.314	0.252	0.415	-0.413	0.136	0.248
ENSG00000134333	LDHA	chr11	+	18394560	18408425	-1.37	3.5e-05	0.000236	-1.26	0.000173	0.00135	-1.44	1.28e-05	0.000113
ENSG00000290027		chr5	+	112521511	112530412	0.792	0.515	0.642	2.07	0.0757		0.584	0.635	0.755
ENSG00000265091		chr18	-	5232876	5238526	2.89	0.318		1.71	0.571		0.00321	0.999	
ENSG00000263753	LINC00667	chr18	+	5237826	5290608	0.353	0.00551	0.0174	0.232	0.0696	0.164	0.195	0.125	0.234
ENSG00000272842		chr9	-	19371386	19371945	2.35	0.0827		1.33	0.339		-0.0158	0.992	
ENSG00000123612	ACVR1C	chr2	-	157526767	157628864	0.186	0.656	0.759	0.77	0.0601	0.147	0.368	0.371	0.524
ENSG00000197345	MRPL21	chr11	-	68891276	68903835	-0.2	0.0575	0.121	-0.129	0.214	0.369	0.00461	0.964	0.982
ENSG00000116747	RO60	chr1	+	193059454	193091777	0.755	1.5e-07	1.96e-06	0.6	3.74e-05	0.000358	0.693	1.36e-06	1.65e-05
ENSG00000266288	LINC02974	chr18	-	5381641	5385330	-0.0485	0.964	0.98	0.89	0.376	0.548	-0.741	0.537	0.674
ENSG00000175538	KCNE3	chr11	-	74454841	74467729	0.229	0.355	0.492	0.643	0.00981	0.0366	0.232	0.347	0.498
ENSG00000268573		chr18	-	35280867	35290201	0.643	0.0177	0.0458	0.129	0.644	0.775	-0.176	0.539	0.675
ENSG00000010310	GIPR	chr19	+	45668221	45683722	-2.45	0.123		0.313	0.795		-3.44	0.0303	
ENSG00000251680		chr5	-	129500361	129905917	2.94	0.496		0.373	0.934		1.84	0.675	
ENSG00000224790	HLCS-AS1	chr21	+	36966461	36975164	0.221	0.637	0.744	0.226	0.624	0.762	0.602	0.18	0.309
ENSG00000154655	L3MBTL4	chr18	-	5954706	6415237	0.26	0.67	0.771	0.0746	0.904	0.947	-0.681	0.299	0.448
ENSG00000120162	MOB3B	chr9	-	27325209	27529814	0.275	0.00534	0.017	0.391	8.67e-05	0.000738	0.459	2.91e-06	3.16e-05
ENSG00000282881	TMEM275	chr1	-	46532166	46543969	-2.54	0.567		-2.44	0.587		-2.5	0.572	
ENSG00000147912	FBXO10	chr9	-	37510892	37576380	0.197	0.0935	0.178	0.207	0.0735	0.17	0.104	0.377	0.53
ENSG00000167487	KLHL26	chr19	+	18637025	18671721	0.0596	0.769	0.844	0.0266	0.895	0.942	0.258	0.194	0.326
ENSG00000088756	ARHGAP28	chr18	+	6729716	6915716	0.776	2.57e-09	5.23e-08	0.698	1.19e-07	2.21e-06	0.901	3.83e-12	1.6e-10
ENSG00000115282	TTC31	chr2	+	74483073	74494559	0.168	0.265	0.396	0.198	0.19	0.341	0.227	0.129	0.239
ENSG00000101680	LAMA1	chr18	-	6941742	7117797	-0.323	1.04e-05	8.19e-05	-0.286	0.000113	0.000933	-0.185	0.0115	0.0344
ENSG00000264475		chr18	+	7076817	7080123	1.07	0.8		0.681	0.873		0.966	0.818	
ENSG00000260475	SLC25A28-DT	chr10	+	99620857	99621931	2.48	0.176		2.74	0.128		1.84	0.338	
ENSG00000154040	CABYR	chr18	+	24138987	24161600	0.534	0.0143	0.0385	0.151	0.495	0.658	0.641	0.00285	0.0107
ENSG00000100647	SUSD6	chr14	+	69611596	69715144	-1.11	2.47e-10	6.16e-09	-1.04	3.38e-09	8.84e-08	-1.04	2.24e-09	5.49e-08
ENSG00000173482	PTPRM	chr18	+	7566782	8406861	-0.595	0.000567	0.00257	-0.559	0.00139	0.00763	-0.597	0.000524	0.00259
ENSG00000189419	SPATA41	chr15	-	100344047	100350725	1.25	0.106	0.196	0.614	0.447	0.618	0.923	0.24	0.382
ENSG00000266767		chr18	-	7741310	7754831	1.87	0.548		-0.0473	0.988		0.00202	0.999	
ENSG00000264596		chr18	+	7814118	7815730	0.506	0.138	0.241	0.381	0.276	0.443	0.0659	0.85	0.906
ENSG00000160752	FDPS	chr1	+	155308748	155320666	0.133	0.24	0.367	-0.0443	0.699	0.816	0.289	0.0106	0.0321
ENSG00000265413		chr18	+	8402847	8405161	-0.0197	0.958	0.977	0.119	0.753	0.852	-0.246	0.52	0.66
ENSG00000180228	PRKRA	chr2	-	178431292	178451512	0.306	0.00313	0.0109	0.148	0.155	0.296	0.212	0.0399	0.0948
ENSG00000135638	EMX1	chr2	+	72916260	72936071	1.35	0.455		-0.231	0.907		-0.921	0.653	
ENSG00000168502	MTCL1	chr18	+	8705556	8832778	1.22	0.011	0.0309	0.741	0.127	0.255	1.25	0.00916	0.0284
ENSG00000137814	HAUS2	chr15	+	42548828	42569994	0.247	0.00988	0.0283	0.251	0.00848	0.0326	0.328	0.000529	0.00261
ENSG00000272788		chr18	+	8801656	8802305	0.391	0.803		1.16	0.45		1.77	0.226	
ENSG00000250490	LINC02145	chr5	-	6310441	6339884	1.39	0.212	0.335	0.096	0.94		-0.417	0.752	0.839
ENSG00000136147	PHF11	chr13	+	49495610	49528981	0.0808	0.623	0.733	0.0358	0.827	0.9	0.0955	0.558	0.692
ENSG00000101745	ANKRD12	chr18	+	9136228	9285985	-0.421	0.000628	0.0028	-0.342	0.00578	0.0241	-0.466	0.000143	0.000875
ENSG00000196663	TECPR2	chr14	+	102362941	102502477	0.422	0.00798	0.0237	0.347	0.0302	0.087	0.451	0.00439	0.0154
ENSG00000273284		chr18	+	9259388	9260390	-0.0026	0.995	0.998	0.000129	1	1	-0.354	0.395	0.547
ENSG00000291219		chr16	-	70229804	70246612	-0.365	0.144	0.249	-0.341	0.172	0.318	-0.15	0.54	0.676
ENSG00000287509		chr18	+	9335269	9336242	0.699	0.464	0.597	0.868	0.364	0.536	0.00238	0.998	1
ENSG00000163218	PGLYRP4	chr1	-	153330120	153348841	0.178	0.696	0.79	0.575	0.206	0.359	-0.0741	0.871	0.918
ENSG00000266805		chr18	+	9506242	9509726	0.675	0.08	0.157	0.426	0.28	0.448	0.133	0.739	0.831
ENSG00000273983	H3C8	chr6	-	26270918	26271413	0.4	0.0259	0.0629	0.348	0.0547	0.137	0.535	0.00274	0.0104
ENSG00000280241		chr4	+	153948718	154300500	2.7	0.000274		2.75	0.000294		0.139	0.867	
ENSG00000101558	VAPA	chr18	+	9914016	9960021	-0.392	1.67e-05	0.000124	-0.281	0.00224	0.0112	-0.4	1.02e-05	9.36e-05
ENSG00000136866	ZFP37	chr9	-	113038377	113056759	0.577	0.0941	0.179	0.443	0.2	0.353	0.19	0.589	0.718
ENSG00000142910	TINAGL1	chr1	+	31576485	31587686	-0.247	0.122	0.219	-0.0403	0.803	0.884	-0.273	0.0864	0.175
ENSG00000078043	PIAS2	chr18	-	46803218	46920160	0.518	4.19e-05	0.000275	0.295	0.0207	0.0654	0.421	0.000848	0.00389
ENSG00000266473	HELZ-AS1	chr17	+	67244837	67245806	-0.00613	0.998		-0.0271	0.99		0.895	0.662	
ENSG00000271754		chr6	-	43519180	43519724	-1.9	0.000197	0.00104	-1.72	0.000491	0.00325	-2.02	8.57e-05	0.000566
ENSG00000269318		chr19	-	4356637	4358448	0.675	0.275	0.408	0.0866	0.895	0.942	-0.554	0.421	0.572
ENSG00000289407		chr1	-	45583238	45583933	-0.175	0.814	0.878	-0.557	0.467	0.634	-1.11	0.187	0.318
ENSG00000160352	ZNF714	chr19	+	21082159	21125270	0.883	1.64e-12	6.41e-11	0.76	1.86e-09	5.14e-08	0.775	5.08e-10	1.45e-08
ENSG00000145685	LHFPL2	chr5	-	78485215	78770021	0.1	0.565	0.686	0.121	0.493	0.656	-0.0386	0.824	0.889
ENSG00000141404	GNAL	chr18	+	11689264	11885685	0.863	0.0132	0.0359	0.842	0.0157	0.0528	1.26	0.000219	0.00125
ENSG00000135317	SNX14	chr6	-	85504776	85594156	-0.538	4.56e-08	6.85e-07	-0.426	1.81e-05	0.000191	-0.504	2.74e-07	4.04e-06
ENSG00000010404	IDS	chrX	-	149476988	149521096	-0.864	3.04e-07	3.72e-06	-0.53	0.00188	0.00974	-0.849	4.43e-07	6.16e-06
ENSG00000106244	PDAP1	chr7	-	99392048	99408597	-0.12	0.113	0.207	-0.0939	0.215	0.371	-0.057	0.447	0.597
ENSG00000154889	MPPE1	chr18	-	11882622	11908366	0.696	3.1e-05	0.000212	0.675	5.54e-05	0.000503	0.686	3.62e-05	0.000273
ENSG00000132718	SYT11	chr1	+	155859567	155885199	0.953	0.189	0.307	-8.81e-05	1	1	0.399	0.587	0.716
ENSG00000141401	IMPA2	chr18	+	11981025	12030877	-0.591	6.92e-05	0.000423	-0.446	0.00285	0.0135	-0.551	0.000191	0.00111
ENSG00000234028	EIF2AK3-DT	chr2	+	88627539	88631821	-0.000368	0.999	1	0.193	0.488	0.652	-0.373	0.205	0.34
ENSG00000181626	ANKRD62	chr18	+	12093843	12129764	-1.75	0.328		-1.5	0.38		-1.86	0.298	
ENSG00000219626	FAM228B	chr2	+	24076526	24169640	0.34	0.175	0.289	0.422	0.0911	0.199	-0.0133	0.958	0.978
ENSG00000135446	CDK4	chr12	-	57747727	57756013	0.333	0.00746	0.0224	0.189	0.133	0.264	0.449	0.000287	0.00157
ENSG00000289550		chr18	-	12277737	12279162	1.81	0.206		0.96	0.527		0.587	0.707	
ENSG00000254338	MAFA-AS1	chr8	+	143417679	143419150	-0.121	0.902	0.941	-0.25	0.798	0.881	-0.0198	0.984	0.995
ENSG00000141385	AFG3L2	chr18	-	12328944	12377227	-0.185	0.026	0.0631	-0.198	0.0182	0.0592	-0.0169	0.838	0.898
