gene_ID	hgnc_symbol	chr	strand	start	end	EOMES_KO_log2FoldChange	EOMES_KO_pvalue	EOMES_KO_padj
ENSG00000261420	MPC1-DT	chr6	+	166383189	166384824	0.295	0.567	0.652
ENSG00000170345	FOS	chr14	+	75278826	75282230	2.15	1.4e-24	8.45e-24
ENSG00000259687	LINC01220	chr14	+	75294404	75298109	0.531	0.365	0.458
ENSG00000259661		chr15	-	90920218	90921186	-0.0525	0.984	
ENSG00000151332	MBIP	chr14	-	36298564	36320637	-0.505	3.82e-11	1.37e-10
ENSG00000100726	TELO2	chr16	+	1493344	1510457	0.556	7.81e-11	2.76e-10
ENSG00000140044	JDP2	chr14	+	75427716	75474111	1.18	4.65e-30	3.24e-29
ENSG00000224184	MIR3681HG	chr2	+	11833926	12702913	0.43	0.686	0.757
ENSG00000133935	ERG28	chr14	-	75649791	75660876	-0.65	4.08e-22	2.28e-21
ENSG00000119699	TGFB3	chr14	-	75958097	75983011	0.00104	0.997	0.998
ENSG00000240567	LINC02067	chr3	+	161426427	161448242	-0.196	0.919	
ENSG00000258454		chr14	+	76235817	76263474	-1.66	0.35	0.443
ENSG00000100083	GGA1	chr22	+	37608725	37633564	-0.13	0.0867	0.133
ENSG00000137806	NDUFAF1	chr15	-	41387218	41409403	-0.126	0.167	0.237
ENSG00000245330	DEPTOR-AS1	chr8	-	119867419	119874488	3.38	0.115	0.171
ENSG00000279080		chr22	+	38130216	38150612	1.41	0.551	0.637
ENSG00000288820		chr14	+	24195709	24196391	-0.989	0.0878	0.134
ENSG00000119715	ESRRB	chr14	+	76310712	76501837	-1.06	0.13	0.19
ENSG00000143702	CEP170	chr1	-	243124428	243255348	0.995	1.13e-91	1.96e-90
ENSG00000205155	PSENEN	chr19	+	35745600	35747519	-0.573	6.02e-19	3.02e-18
ENSG00000259081		chr14	-	76774284	76781518	1.38	0.429	0.522
ENSG00000118308	IRAG2	chr12	+	25004342	25108335	-1.92	0.351	0.443
ENSG00000258301	VASH1-AS1	chr14	-	76781733	76786724	-0.532	0.00331	0.00653
ENSG00000198722	UNC13B	chr9	+	35161992	35405338	-0.198	0.00125	0.0026
ENSG00000187626	ZKSCAN4	chr6	-	28241697	28252269	-0.316	0.00173	0.00353
ENSG00000057252	SOAT1	chr1	+	179293714	179358680	-1.62	1.08e-106	2.24e-105
ENSG00000270344	POC1B-AS1	chr12	+	89524594	89548005	0.234	0.491	0.582
ENSG00000128872	TMOD2	chr15	+	51751597	51816363	3.78	1.31e-142	3.61e-141
ENSG00000164574	GALNT10	chr5	+	154190730	154420984	0.197	0.0078	0.0146
ENSG00000117151	CTBS	chr1	-	84549611	84574480	-0.907	5.85e-23	3.35e-22
ENSG00000273729		chr14	+	77028086	77031572	0.729	0.143	0.207
ENSG00000289347		chr14	-	77031562	77038743	-1.39	0.038	0.0632
ENSG00000100926	TM9SF1	chr14	-	24189149	24195687	-0.0918	0.122	0.179
ENSG00000165548	TMEM63C	chr14	+	77116568	77259495	2.29	1.35e-17	6.44e-17
ENSG00000177108	ZDHHC22	chr14	-	77131270	77142734	5.19	7.64e-22	4.22e-21
ENSG00000269883		chr14	+	77140683	77142996	-0.0525	0.985	
ENSG00000009830	POMT2	chr14	-	77274956	77320883	0.45	1.5e-10	5.23e-10
ENSG00000100577	GSTZ1	chr14	+	77320996	77331597	-0.477	5.47e-07	1.54e-06
ENSG00000204576	PRR3	chr6	+	30557280	30563723	1.34	2.32e-30	1.63e-29
ENSG00000133466	C1QTNF6	chr22	-	37180166	37199385	-0.146	0.0347	0.0581
ENSG00000100580	TMED8	chr14	-	77335029	77377094	-0.747	2.39e-41	2.1e-40
ENSG00000151445	VIPAS39	chr14	-	77426675	77457952	0.137	0.0979	0.148
ENSG00000100601	ALKBH1	chr14	-	77672404	77708023	0.0731	0.434	0.527
ENSG00000227115	LINC01630	chr18	+	51346249	51643939	-6.16	6.63e-20	3.44e-19
ENSG00000100603	SNW1	chr14	-	77717599	77761207	0.167	0.00263	0.00526
ENSG00000165259	HDX	chrX	-	84317874	84502479	-0.232	0.0206	0.036
ENSG00000265055		chr17	-	68096046	68101496	-2.21	0.0204	0.0358
ENSG00000063761	ADCK1	chr14	+	77800109	77935014	1.53	2.33e-09	7.6e-09
ENSG00000021645	NRXN3	chr14	+	78170373	79868291	-0.858	3.8e-10	1.29e-09
ENSG00000268555		chr19	-	21569738	21587322	2.36	0.0656	0.104
ENSG00000259673	IQCH-AS1	chr15	-	67290636	67521844	-0.0276	0.921	0.945
ENSG00000133313	CNDP2	chr18	+	74495816	74523454	-1.37	8.94e-148	2.56e-146
ENSG00000162076	FLYWCH2	chr16	+	2883213	2899382	-0.448	4.61e-05	0.000111
ENSG00000211448	DIO2	chr14	-	80197526	80387757	3.11	0.000172	0.000392
ENSG00000165409	TSHR	chr14	+	80954989	81146306	-4.5	0.00182	0.00371
ENSG00000286579		chr3	-	4269153	4311495	-0.418	0.808	0.858
ENSG00000284959		chr14	-	81012099	81170429	-0.28	0.742	0.804
ENSG00000236778	INTS6-AS1	chr13	+	51452364	51554678	-0.388	0.31	0.4
ENSG00000110786	PTPN5	chr11	-	18727928	18792721	-1.11	6.33e-18	3.06e-17
ENSG00000165417	GTF2A1	chr14	-	81175452	81221377	0.19	0.000132	0.000304
ENSG00000114026	OGG1	chr3	+	9749944	9788219	0.224	0.0322	0.0542
ENSG00000270964	MAP2K5-DT	chr15	-	67541072	67542604	1.73	3.74e-05	9.11e-05
ENSG00000149972	CNTN5	chr11	+	99020949	100358885	-0.651	0.325	0.416
ENSG00000273783	GTF2A1-AS1	chr14	+	81221218	81227694	0.0967	0.748	0.809
ENSG00000088812	ATRN	chr20	+	3471018	3651118	0.567	1.51e-25	9.28e-25
ENSG00000197928	ZNF677	chr19	-	53235381	53254898	-0.381	3.01e-07	8.63e-07
ENSG00000071537	SEL1L	chr14	-	81471547	81533853	-0.595	1.38e-39	1.17e-38
ENSG00000258977	LINC01467	chr14	-	81605338	81623086	-11.9	7.34e-24	4.33e-23
ENSG00000231312	MAP4K3-DT	chr2	+	39436530	39665343	-0.333	0.129	0.188
ENSG00000267079		chr18	-	11910634	11914344	0.909	0.732	
ENSG00000286619		chr1	+	205813322	205896082	-0.276	0.245	0.328
ENSG00000174177	CTU2	chr16	+	88706483	88715396	0.493	0.00021	0.000475
ENSG00000291266		chr16	-	30285018	30335395	-0.315	2.24e-05	5.58e-05
ENSG00000205562	FLRT2-AS1	chr14	-	85517967	85531660	2.76	3.02e-29	2.06e-28
ENSG00000175768	TOMM5	chr9	-	37582646	37592604	-0.0318	0.625	0.706
ENSG00000138363	ATIC	chr2	+	215311956	215349773	-0.0801	0.121	0.179
ENSG00000168026	TTC21A	chr3	+	39107680	39138903	0.362	0.213	0.291
ENSG00000258770	LINC02330	chr14	-	87634379	87655294	-0.0525	0.985	
ENSG00000291035	RRP7BP	chr22	-	42555212	42582039	-0.188	0.136	0.197
ENSG00000258807		chr14	-	87710419	87872291	-3.68	0.0307	0.052
ENSG00000054983	GALC	chr14	-	87837820	87993665	0.871	1.42e-48	1.39e-47
ENSG00000273061	CDC37L1-DT	chr9	-	4676600	4679537	-0.057	0.926	0.949
ENSG00000042317	SPATA7	chr14	+	88384924	88470350	-0.717	8.4e-17	3.89e-16
ENSG00000258789		chr14	+	88551597	88552493	0.00883	0.992	0.995
ENSG00000125850	OVOL2	chr20	-	17956979	18059188	-2.96	2.52e-10	8.66e-10
ENSG00000141569	TRIM65	chr17	-	75880335	75896951	-0.604	2.47e-13	9.89e-13
ENSG00000100722	ZC3H14	chr14	+	88562970	88627596	-0.335	1.28e-09	4.24e-09
ENSG00000274492		chr14	-	88819608	88822151	-0.759	0.64	0.718
ENSG00000176887	SOX11	chr2	+	5692384	5701385	-0.113	0.0719	0.112
ENSG00000165533	TTC8	chr14	+	88824153	88881078	-0.472	1.39e-06	3.8e-06
ENSG00000174456	C12orf76	chr12	-	110027028	110073636	-0.81	2.42e-15	1.06e-14
ENSG00000141655	TNFRSF11A	chr18	+	62325287	62391288	-0.837	4.02e-13	1.59e-12
ENSG00000053254	FOXN3	chr14	-	89124871	89619149	1.11	9.59e-125	2.31e-123
ENSG00000158411	MITD1	chr2	-	99161427	99181058	-0.352	0.000246	0.000553
ENSG00000255867	DENND5B-AS1	chr12	+	31589923	31615666	1.09	0.456	0.548
ENSG00000258920	FOXN3-AS1	chr14	+	89417354	89419793	-1.31	0.000756	0.00161
ENSG00000042088	TDP1	chr14	+	89954939	90044764	0.186	0.00401	0.00782
ENSG00000203644		chr3	-	129847048	129847957	-0.134	0.493	0.584
ENSG00000287697		chr1	-	174998353	174999623	1.28	0.00605	0.0115
ENSG00000152315	KCNK13	chr14	+	90061994	90185853	2.26	0.068	0.107
ENSG00000248980	SPCS3-AS1	chr4	-	176308268	176320458	2.4	0.27	0.355
ENSG00000205359	SLCO6A1	chr5	-	102371774	102499016	0.064	0.954	0.97
ENSG00000275198	LINC02960	chr14	+	90383365	90387973	1.05	0.00531	0.0102
ENSG00000121957	GPSM2	chr1	+	108875350	108934545	-2.67	0	0
ENSG00000270171		chr1	-	7693124	7694844	-0.69	0.462	0.554
ENSG00000165914	TTC7B	chr14	-	90524564	90816479	0.197	0.00644	0.0122
ENSG00000147872	PLIN2	chr9	-	19108375	19149290	0.207	0.00253	0.00508
ENSG00000289506		chr10	-	72272288	72273704	0.276	0.769	0.826
ENSG00000123243	ITIH5	chr10	-	7559270	7666998	-2.75	3.67e-34	2.79e-33
ENSG00000277224	H2BC7	chr6	+	26199516	26199988	0.698	9.23e-20	4.76e-19
ENSG00000085274	MYNN	chr3	+	169773396	169789716	-0.0782	0.331	0.423
ENSG00000111684	LPCAT3	chr12	-	6976185	7018477	0.603	2.15e-16	9.77e-16
ENSG00000146109	ABT1	chr6	+	26596953	26600739	0.0566	0.423	0.516
ENSG00000100784	RPS6KA5	chr14	-	90847861	91060641	0.272	0.0627	0.0995
ENSG00000228150		chr1	+	9942923	9949974	-1.03	0.361	0.453
ENSG00000119714	GPR68	chr14	-	91232532	91253925	-0.188	0.659	0.734
ENSG00000203852	H3C15	chr1	+	149852608	149853125	0.995	3.38e-46	3.19e-45
ENSG00000287528		chr10	+	35641097	35647826	-3.59	3.49e-19	1.77e-18
ENSG00000015133	CCDC88C	chr14	-	91271323	91417844	-1.58	8.18e-105	1.67e-103
ENSG00000165929	TC2N	chr14	-	91779746	91867536	-2.16	1.09e-82	1.72e-81
ENSG00000140092	FBLN5	chr14	-	91869411	91947987	0.132	0.42	0.513
ENSG00000118620	ZNF430	chr19	+	21020634	21060050	0.0685	0.449	0.541
ENSG00000100815	TRIP11	chr14	-	91965991	92040896	0.366	4.9e-10	1.66e-09
ENSG00000189376	C8orf76	chr8	-	123219967	123241377	-0.366	1.12e-05	2.86e-05
ENSG00000066427	ATXN3	chr14	-	92044496	92106621	0.206	0.00751	0.0141
ENSG00000104112	SCG3	chr15	+	51681492	51721026	1.11	7.16e-20	3.71e-19
ENSG00000223935	LGALSL-DT	chr2	-	64395220	64453967	-0.88	0.446	0.539
ENSG00000256542		chr12	+	132277349	132280900	0.0934	0.901	0.93
ENSG00000149547	EI24	chr11	+	125569280	125584684	-0.124	0.0204	0.0358
ENSG00000091164	TXNL1	chr18	-	56597209	56651600	0.257	2.85e-06	7.64e-06
ENSG00000284618		chrX	-	81000150	81004217	-0.975	0.667	
ENSG00000162746	FCRLB	chr1	+	161721544	161728143	1.22	0.113	0.168
ENSG00000100599	RIN3	chr14	+	92513781	92688994	1.92	1.15e-29	7.93e-29
ENSG00000172840	PDP2	chr16	+	66878589	66895754	-1.08	3.77e-44	3.47e-43
ENSG00000250081		chr5	-	65486444	65487048	1.45	0.522	0.611
ENSG00000100600	LGMN	chr14	-	92703807	92748679	0.476	2.09e-16	9.53e-16
ENSG00000135521	LTV1	chr6	+	143843338	143863812	-0.174	0.0161	0.0287
ENSG00000213199	ASIC3	chr7	+	151048292	151052756	1.09	0.19	0.264
ENSG00000159023	EPB41	chr1	+	28887091	29120046	1.28	9.76e-97	1.81e-95
ENSG00000141338	ABCA8	chr17	-	68867289	68955392	5.14	0.000194	0.000442
ENSG00000100604	CHGA	chr14	+	92923150	92935285	-0.183	0.363	0.456
ENSG00000204130	RUFY2	chr10	-	68341107	68407294	-0.447	2.1e-07	6.07e-07
ENSG00000290425		chr22	-	18533646	18577968	0.18	0.174	0.244
ENSG00000153485	LYSET	chr14	+	93184951	93188463	-0.409	7.18e-05	0.00017
ENSG00000262712		chr16	-	4335870	4337818	0.287	0.628	0.708
ENSG00000278396		chr14	+	93334528	93335057	2.22	0.0206	0.0361
ENSG00000139718	SETD1B	chr12	+	121804009	121832656	-0.286	6.19e-07	1.74e-06
ENSG00000133704	IPO8	chr12	-	30628988	30695869	0.438	3.57e-16	1.61e-15
ENSG00000172530	BANP	chr16	+	87949244	88077318	-0.16	0.0829	0.127
ENSG00000273973		chr12	+	55929170	55929729	0.411	0.724	0.788
ENSG00000089723	OTUB2	chr14	+	94026340	94048930	-1.3	1.15e-32	8.5e-32
ENSG00000174292	TNK1	chr17	+	7380534	7389774	-3.76	1e-69	1.34e-68
ENSG00000089737	DDX24	chr14	-	94048287	94081202	0.346	3.99e-12	1.5e-11
ENSG00000165948	IFI27L1	chr14	+	94081301	94103846	-0.182	0.202	0.278
ENSG00000165949	IFI27	chr14	+	94104836	94116695	0.628	0.268	0.354
ENSG00000291006		chr6	+	52664366	52669155	-0.112	0.287	0.375
ENSG00000289349		chr2	+	175594179	175833749	-0.72	0.507	0.596
ENSG00000119632	IFI27L2	chr14	-	94127779	94130253	0.635	7.71e-06	1.99e-05
ENSG00000169976	SF3B5	chr6	-	144094884	144095573	-0.0143	0.82	0.867
ENSG00000267568		chr17	-	76950317	76969156	-2.19	0.254	0.339
ENSG00000119698	PPP4R4	chr14	+	94146128	94279734	-0.192	0.437	0.53
ENSG00000153898	MCOLN2	chr1	-	84925583	84997113	2.8	0.163	0.23
ENSG00000188488	SERPINA5	chr14	+	94561442	94593118	-0.375	0.447	0.539
ENSG00000129003	VPS13C	chr15	-	61852389	62060473	0.58	5.17e-20	2.69e-19
ENSG00000127412	TRPV5	chr7	-	142908101	142933746	-1.57	0.388	0.481
ENSG00000289295		chr9	-	37776166	37777224	0.232	0.391	0.484
ENSG00000177463	NR2C2	chr3	+	14947583	15053600	0.0538	0.416	0.51
ENSG00000161692	DBF4B	chr17	+	44708608	44752264	0.121	0.266	0.351
ENSG00000122591	HYCC1	chr7	-	22889371	23014130	-0.535	2.01e-22	1.13e-21
ENSG00000285205		chr14	+	94770271	94774858	-3.96	1.24e-111	2.68e-110
ENSG00000122299	ZC3H7A	chr16	-	11750586	11797258	0.581	4.14e-21	2.24e-20
ENSG00000291122	CASTOR3P	chr7	-	100200653	100272218	-0.811	4.53e-29	3.08e-28
ENSG00000100697	DICER1	chr14	-	95086228	95158010	0.137	0.00537	0.0103
ENSG00000175595	ERCC4	chr16	+	13920138	13952348	0.0761	0.337	0.429
ENSG00000165959	CLMN	chr14	-	95181940	95319908	-1.51	4.42e-35	3.42e-34
ENSG00000176438	SYNE3	chr14	-	95407266	95516650	-2.47	2.6e-74	3.7e-73
ENSG00000117691	NENF	chr1	+	212432920	212446379	-1.34	2.7e-36	2.14e-35
ENSG00000290866	OTOAP1	chr16	+	22545698	22576865	1.26	0.521	0.61
ENSG00000247092	SNHG10	chr14	-	95521943	95534889	1.01	1.5e-35	1.17e-34
ENSG00000184508	HDDC3	chr15	-	90929968	90935196	-0.97	3.96e-15	1.72e-14
ENSG00000182512	GLRX5	chr14	+	95533503	95544724	-0.058	0.366	0.459
ENSG00000257275		chr14	+	95711747	95757656	-0.0851	0.967	0.979
ENSG00000227051	C14orf132	chr14	+	96039362	96093971	0.954	2.07e-41	1.82e-40
ENSG00000166272	WBP1L	chr10	+	102743948	102834516	1.75	3.38e-242	1.82e-240
ENSG00000100739	BDKRB1	chr14	+	96256210	96268967	-3.7	0.0114	0.0209
ENSG00000272994	C2orf49-DT	chr2	-	105333935	105337509	-0.172	0.447	0.539
ENSG00000153976	HS3ST3A1	chr17	-	13494032	13601929	3.71	1.74e-140	4.72e-139
ENSG00000161999	JMJD8	chr16	-	681670	684528	0.00332	0.965	0.977
ENSG00000090060	PAPOLA	chr14	+	96501433	96567116	0.0583	0.229	0.309
ENSG00000116266	STXBP3	chr1	+	108746674	108809523	0.168	0.0222	0.0386
ENSG00000146701	MDH2	chr7	+	76048051	76067508	-1.05	2.6e-92	4.56e-91
ENSG00000134851	TMEM165	chr4	+	55395957	55453397	0.919	1.86e-42	1.66e-41
ENSG00000100749	VRK1	chr14	+	96797304	96954846	0.527	9.46e-14	3.86e-13
ENSG00000198841	KTI12	chr1	-	52032103	52033810	-0.0465	0.737	0.799
ENSG00000066855	MTFR1	chr8	+	65644734	65771261	-0.0458	0.52	0.608
ENSG00000151320	AKAP6	chr14	+	32329298	32837684	-1.75	1.97e-34	1.5e-33
ENSG00000246084	LINC02325	chr14	+	97427071	97582146	-1	0.246	0.329
ENSG00000278195	SSTR3	chr22	-	37204237	37212477	-5.42	7.31e-05	0.000173
ENSG00000245768		chr16	+	58733910	59199395	-0.823	0.595	0.679
ENSG00000197165	SULT1A2	chr16	-	28591943	28597050	1.15	0.0271	0.0463
ENSG00000264112		chr17	-	57989039	57994850	0.0804	0.53	0.618
ENSG00000180869	LINC01555	chr1	-	84628230	84635020	6.12	1.45e-32	1.07e-31
ENSG00000169371	SNUPN	chr15	-	75598083	75626469	-0.00914	0.923	0.947
ENSG00000226792	C13orf42	chr13	-	51082119	51200252	-7.78	1.23e-165	3.98e-164
ENSG00000185591	SP1	chr12	+	53380176	53416446	-0.422	1.86e-21	1.02e-20
ENSG00000143228	NUF2	chr1	+	163266576	163355764	0.446	1.02e-06	2.83e-06
ENSG00000163898	LIPH	chr3	-	185506262	185552588	0.848	0.00516	0.00994
ENSG00000148339	SLC25A25	chr9	+	128068201	128109245	0.0872	0.338	0.43
ENSG00000205476	CCDC85C	chr14	-	99500190	99604207	-0.857	1.91e-41	1.68e-40
ENSG00000258749		chr14	+	99512501	99513576	-1.3	0.64	0.719
ENSG00000123342	MMP19	chr12	-	55835433	55842966	1.18	0.000108	0.000251
ENSG00000169689	CENPX	chr17	-	82018702	82024107	-0.875	7.63e-17	3.54e-16
ENSG00000066629	EML1	chr14	+	99737693	99942060	-0.0262	0.735	0.797
ENSG00000112406	HECA	chr6	+	139135080	139180802	1.77	8.7e-116	1.94e-114
ENSG00000196405	EVL	chr14	+	99971449	100144236	1.49	3.06e-88	5.16e-87
ENSG00000174939	ASPHD1	chr16	+	29900375	29919864	0.582	0.0115	0.021
ENSG00000130508	PXDN	chr2	-	1631887	1744852	1.05	7.01e-94	1.26e-92
ENSG00000256571		chr12	+	63878787	63879474	-0.53	0.785	0.839
ENSG00000100811	YY1	chr14	+	100238298	100282788	-0.162	0.000271	0.000607
ENSG00000285601		chr8	+	29351292	29360222	-3.46	2.45e-06	6.59e-06
ENSG00000049618	ARID1B	chr6	+	156776020	157210779	0.518	2.76e-34	2.1e-33
ENSG00000258904		chr14	+	100263781	100265405	-0.655	0.649	0.726
ENSG00000197119	SLC25A29	chr14	-	100291116	100306547	-1.96	8.4e-168	2.77e-166
ENSG00000109270	LAMTOR3	chr4	-	99878336	99894428	0.127	0.07	0.11
ENSG00000258504		chr14	+	100291117	100294656	-1.93	0.0328	0.0552
ENSG00000261659		chr16	+	689001	692554	0.583	0.131	0.191
ENSG00000249738		chr5	+	159310745	159805536	-3.24	0.00213	0.0043
ENSG00000265750		chr18	-	24159509	24162211	-1.44	0.454	
ENSG00000176473	WDR25	chr14	+	100376418	100530303	-1.18	1.31e-24	7.92e-24
ENSG00000258620		chr14	+	100406599	100408928	-3.27	0.0483	0.0785
ENSG00000183092	BEGAIN	chr14	-	100537147	100587417	1.2	0.0359	0.0599
ENSG00000180871	CXCR2	chr2	+	218125289	218137251	1.88	0.197	0.272
ENSG00000277130		chr12	-	79818784	79819465	-0.354	0.648	0.725
ENSG00000232855		chr21	-	28328738	28674848	-1.28	0.143	0.206
ENSG00000023228	NDUFS1	chr2	-	206114817	206159509	0.0362	0.501	0.591
ENSG00000180155	LYNX1	chr8	-	142771197	142777810	-3.23	3.17e-128	7.88e-127
ENSG00000137504	CREBZF	chr11	-	85657742	85682908	0.38	3.17e-07	9.08e-07
ENSG00000258399	MIR493HG	chr14	+	100836269	100955006	-2.52	0.218	
ENSG00000254656	RTL1	chr14	-	100879753	100903722	-4.45	2.55e-18	1.25e-17
ENSG00000136010	ALDH1L2	chr12	-	105019784	105107643	2.8	5.3e-24	3.14e-23
ENSG00000275202		chr13	-	48974967	48976867	-0.0305	0.93	0.952
ENSG00000223403	MEG9	chr14	+	101042908	101072937	-2.84	0.119	
ENSG00000230805		chr14	-	101071978	101077910	-5.66	2.3e-22	1.3e-21
ENSG00000136942	RPL35	chr9	-	124857880	124861981	-0.132	0.00419	0.00816
ENSG00000142700	DMRTA2	chr1	-	50417550	50423443	-2.6	0.000776	0.00165
ENSG00000263146	LINC01896	chr18	-	78976555	78979074	0.415	0.374	0.467
ENSG00000286551		chr14	-	101133730	101151988	-2.89	0.00391	0.00765
ENSG00000163864	NMNAT3	chr3	-	139560180	139678017	0.69	0.227	0.307
ENSG00000259023	LINC00524	chr14	-	101405984	101408258	-2.54	0.15	0.215
ENSG00000196208	GREB1	chr2	+	11482341	11642788	-1.26	7.22e-103	1.44e-101
ENSG00000197406	DIO3	chr14	+	101560139	101563452	-3.54	3.3e-94	5.94e-93
ENSG00000162642	C1orf52	chr1	-	85249953	85259672	0.15	0.097	0.147
ENSG00000137802	MAPKBP1	chr15	+	41774434	41827855	0.253	0.009	0.0167
ENSG00000112759	SLC29A1	chr6	+	44219553	44234142	-1.69	4.69e-98	8.83e-97
ENSG00000078304	PPP2R5C	chr14	+	101761709	101927989	0.236	1.66e-06	4.51e-06
ENSG00000289482		chr14	-	101947743	101948072	1.58	0.126	0.184
ENSG00000106785	TRIM14	chr9	-	98069275	98119222	1.77	2.71e-16	1.22e-15
ENSG00000179846	NKPD1	chr19	-	45149744	45160982	1.69	0.371	0.464
ENSG00000271780		chr14	+	101948309	101949568	-0.781	0.0112	0.0205
ENSG00000272444		chr14	+	101952416	101953063	0.306	0.723	0.787
ENSG00000197102	DYNC1H1	chr14	+	101964573	102056443	0.403	1.07e-10	3.74e-10
ENSG00000233926	TLE1-DT	chr9	+	81689713	81776903	-0.658	0.337	0.429
ENSG00000250682	LINC00491	chr5	-	102604220	102671765	-0.226	0.44	0.533
ENSG00000080824	HSP90AA1	chr14	-	102080742	102139699	-0.611	2.32e-26	1.46e-25
ENSG00000140153	WDR20	chr14	+	102139503	102224847	-0.714	3.8e-24	2.26e-23
ENSG00000262185	LINC02861	chr16	-	3930806	3950586	0.249	0.891	0.922
ENSG00000080823	MOK	chr14	-	102224500	102305190	-3.94	9.19999999999999e-301	7e-299
ENSG00000168000	BSCL2	chr11	-	62689289	62709845	0.703	3.23e-20	1.69e-19
ENSG00000100865	CINP	chr14	-	102341102	102362916	-0.26	0.00159	0.00327
ENSG00000156218	ADAMTSL3	chr15	+	83654088	84039842	2.76	1.57e-38	1.3e-37
ENSG00000089902	RCOR1	chr14	+	102592649	102730561	0.592	5.5e-31	3.91e-30
ENSG00000187741	FANCA	chr16	-	89726683	89816977	0.125	0.108	0.162
ENSG00000184922	FMNL1	chr17	+	45221444	45247319	-2	7.64e-25	4.63e-24
ENSG00000135297	MTO1	chr6	+	73461578	73509236	-0.0613	0.487	0.578
ENSG00000145087	STXBP5L	chr3	+	120908072	121424761	2.77	1.39e-31	1e-30
ENSG00000268189		chr19	+	15379076	15381194	-0.447	0.466	0.558
ENSG00000064545	TMEM161A	chr19	-	19119169	19138513	-0.688	1.35e-10	4.7e-10
ENSG00000259515		chr14	+	102933574	102937177	3.34	0.0143	0.0257
ENSG00000196730	DAPK1	chr9	+	87497228	87708634	-0.88	6.77e-62	8.01e-61
ENSG00000289207		chr14	+	103057835	103059394	-0.793	0.0635	0.101
ENSG00000131725	WDR44	chrX	+	118346073	118449961	-2.53	0	0
ENSG00000083535	PIBF1	chr13	+	72782133	73016461	0.554	1.84e-11	6.69e-11
ENSG00000185215	TNFAIP2	chr14	+	103121476	103137439	2.67	2.72e-119	6.23e-118
ENSG00000251533	LINC00605	chr14	-	103187221	103189028	-4.58	1.32e-06	3.61e-06
ENSG00000260285	TRMT61A-DT	chr14	-	103525010	103529072	-1.15	7.77e-06	2.01e-05
ENSG00000126214	KLC1	chr14	+	103561896	103714249	0.0672	0.25	0.334
ENSG00000242540		chr2	+	5696220	5719670	-0.383	0.784	0.838
ENSG00000172586	CHCHD1	chr10	+	73782047	73783652	-0.409	1.5e-07	4.39e-07
ENSG00000270108		chr14	+	103687576	103688127	-0.122	0.794	0.846
ENSG00000088726	TMEM40	chr3	-	12733528	12769457	0.0882	0.899	0.928
ENSG00000245848	CEBPA	chr19	-	33299934	33302534	-0.52	0.126	0.185
ENSG00000258649		chr14	+	38190983	38202925	-5.11	8.43e-05	0.000199
ENSG00000269958		chr14	+	103696353	103697163	0.313	0.269	0.355
ENSG00000183346	CABCOCO1	chr10	+	61662929	61766766	-0.0055	0.992	0.995
ENSG00000126215	XRCC3	chr14	-	103697609	103715504	-0.164	0.134	0.195
ENSG00000100711	ZFYVE21	chr14	+	103715730	103733668	-0.359	2.09e-05	5.2e-05
ENSG00000272009		chr6	-	28078792	28081130	-1.07	0.0527	0.085
ENSG00000151276	MAGI1	chr3	-	65353525	66038918	0.877	3.57e-37	2.88e-36
ENSG00000291159		chr15	+	84631451	84647478	-0.0639	0.69	0.76
ENSG00000287346		chr14	+	103873148	103880381	-0.672	0.0224	0.0389
ENSG00000166183	ASPG	chr14	+	104085686	104115582	0.126	0.693	0.762
ENSG00000066735	KIF26A	chr14	+	104136454	104180894	1.11	6.98e-74	9.87e-73
ENSG00000258748	KIF26A-DT	chr14	-	104137150	104137898	1.87	0.345	0.437
ENSG00000258913	LINC02691	chr14	+	104223584	104288069	4.44	0.00281	0.00561
ENSG00000103056	SMPD3	chr16	-	68358327	68448508	-1.54	0.285	0.372
ENSG00000258986	TMEM179	chr14	-	104474678	104605647	-1.89	1.5e-07	4.39e-07
ENSG00000271751		chr11	-	119065263	119065677	-0.642	0.63	0.71
ENSG00000116984	MTR	chr1	+	236795260	236921278	1.56	6.06e-176	2.14e-174
ENSG00000248360	LINC00504	chr4	-	14470465	14888169	-1.96	0.000469	0.00102
ENSG00000184990	SIVA1	chr14	+	104753147	104768494	0.25	0.00337	0.00663
ENSG00000275066	SYNRG	chr17	-	37514807	37609472	0.11	0.0544	0.0873
ENSG00000142208	AKT1	chr14	-	104769349	104795751	0.283	2.08e-09	6.81e-09
ENSG00000258701	LINC00638	chr14	+	104821201	104823718	0.225	0.502	0.592
ENSG00000126562	WNK4	chr17	+	42780610	42797066	2.54	2.78e-10	9.54e-10
ENSG00000099814	CEP170B	chr14	+	104865268	104896747	-1.15	1.74e-73	2.45e-72
ENSG00000168939	SPRY3	chrX	+	155612572	155782459	2.09	0.00254	0.00509
ENSG00000151287	TEX30	chr13	-	102765888	102773811	0.296	0.0628	0.0996
ENSG00000265763	ZNF488	chr10	-	47365496	47384293	1.51	0.00204	0.00414
ENSG00000183049	CAMK1D	chr10	+	12349547	12835545	-0.812	8.25e-18	3.97e-17
ENSG00000166428	PLD4	chr14	+	104924713	104937761	4.47	0.00336	0.00663
ENSG00000105447	GRWD1	chr19	+	48445841	48457022	0.222	0.000664	0.00142
ENSG00000290544		chr17	+	19629451	19633825	-2.84	0.227	
ENSG00000185567	AHNAK2	chr14	-	104937244	104978374	1.63	6.76e-18	3.26e-17
