gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000291026		chr15	-	84507885	84511468	-0.119	0.845	1	-0.202	0.739	1	0.242	0.689	1
ENSG00000291027	UBE2Q2P1	chr15	-	84527196	84571216	-0.141	0.836	1	0.0639	0.926	1	0.00544	0.994	1
ENSG00000267778	CBARP-DT	chr19	+	1238179	1239522	-0.384	0.831	1	0.0432	0.981	1	0.596	0.733	1
ENSG00000291028		chr15	+	84570649	84580175	3.03	0.487	1	0.043	0.992		2.89	0.508	
ENSG00000276449		chr19	+	57449689	57453011	0.123	0.67	1	-0.0832	0.776	1	0.126	0.663	1
ENSG00000275120	ZSCAN2-AS1	chr15	-	84597809	84633988	0.825	0.827		2.49	0.498		0	1	
ENSG00000173757	STAT5B	chr17	-	42199176	42288633	-0.0604	0.563	1	-0.0784	0.453	1	0.0485	0.642	1
ENSG00000105341	DMAC2	chr19	-	41431318	41440717	0.161	0.265	1	0.176	0.226	1	0.207	0.153	1
ENSG00000176371	ZSCAN2	chr15	+	84600986	84627796	0.0691	0.76	1	0.185	0.414	1	-0.0762	0.737	1
ENSG00000132334	PTPRE	chr10	+	127907103	128085855	0.067	0.911	1	-0.132	0.828	1	-0.0641	0.915	1
ENSG00000121410	A1BG	chr19	-	58345178	58353492	0.206	0.571	1	0.354	0.33	1	0.18	0.621	1
ENSG00000272834		chr22	+	40415003	40415445	0	1		2.93	0.51		2.52	0.571	
ENSG00000140612	SEC11A	chr15	-	84669538	84716460	-0.0377	0.75	1	-0.0344	0.772	1	-0.175	0.139	1
ENSG00000255182		chr8	-	144495458	144505444	-0.125	0.73	1	-0.369	0.315	1	-0.015	0.967	1
ENSG00000287088		chr21	+	44530172	44533145	-0.0676	0.956	1	-0.0993	0.935	1	0.105	0.931	1
ENSG00000179943	FIZ1	chr19	-	55591376	55601970	0.147	0.499	1	0.386	0.0751	1	0.0428	0.843	1
ENSG00000259415		chr15	+	84753122	84754502	-0.137	0.959		2.93	0.239	1	0.788	0.767	1
ENSG00000121577	POPDC2	chr3	-	119636457	119665324	0.636	0.399	1	0.284	0.712	1	0.717	0.341	1
ENSG00000073417	PDE8A	chr15	+	84980440	85139145	0.15	0.487	1	0.133	0.54	1	0.132	0.541	1
ENSG00000291211		chr15	+	85196444	85213905	-0.173	0.795	1	-0.36	0.593	1	-0.0455	0.945	1
ENSG00000196131	VN1R2	chr19	+	53258292	53261837	2.37	0.826		0.0424	0.997		-0.174	0.987	
ENSG00000185278	ZBTB37	chr1	+	173868082	173903547	-0.278	0.269	1	-0.262	0.297	1	-0.0707	0.778	1
ENSG00000259926		chr16	+	53448748	53449590	4.03	0.074	1	3.71	0.103	1	3.64	0.108	1
ENSG00000153064	BANK1	chr4	+	101411286	102074812	0.261	0.528	1	0.32	0.44	1	-0.118	0.776	1
ENSG00000170776	AKAP13	chr15	+	85380571	85749358	-0.194	0.232	1	-0.151	0.353	1	-0.153	0.346	1
ENSG00000118004	COLEC11	chr2	+	3594832	3644644	-0.202	0.691	1	0.736	0.138	1	0.298	0.549	1
ENSG00000130517	PGPEP1	chr19	+	18340598	18369950	0.0076	0.974	1	0.118	0.612	1	0.134	0.565	1
ENSG00000254505	CHMP4A	chr14	-	24209615	24213830	0.0417	0.842	1	0.207	0.323	1	-0.0256	0.902	1
ENSG00000259453		chr15	+	85701109	85702771	0.282	0.88	1	-0.553	0.783	1	0.752	0.681	1
ENSG00000291214		chr17	+	68101871	68161227	-0.102	0.678	1	-0.211	0.394	1	-0.469	0.0587	1
ENSG00000259407		chr15	-	85744109	85750281	-0.16	0.799	1	-0.415	0.516	1	-0.74	0.248	1
ENSG00000118707	TGIF2	chr20	+	36573488	36593950	0.00223	0.987	1	-0.179	0.191	1	-0.0163	0.905	1
ENSG00000259416	LINC02883	chr15	-	85754941	85756237	1.08	0.57	1	1.26	0.505	1	2.11	0.254	1
ENSG00000273540	AGBL1	chr15	+	86079871	87049169	1.07	0.207	1	0.698	0.415	1	0.378	0.66	1
ENSG00000008441	NFIX	chr19	+	12995475	13098796	0.563	0.412	1	-0.263	0.712	1	-0.0423	0.952	1
ENSG00000183741	CBX6	chr22	-	38861422	38872249	0.146	0.306	1	0.256	0.0713	1	0.076	0.593	1
ENSG00000259527	LINC00052	chr15	+	87576929	87579866	3.59	0.396		2.53	0.554		1.94	0.653	
ENSG00000110200	ANAPC15	chr11	-	72106378	72112780	0.176	0.475	1	0.24	0.329	1	0.0337	0.891	1
ENSG00000262001	DLGAP1-AS2	chr18	+	3603000	3610103	0.182	0.496	1	0.506	0.0579	1	0.206	0.44	1
ENSG00000140538	NTRK3	chr15	-	87859751	88256791	-0.0979	0.501	1	-0.0131	0.929	1	-0.0486	0.738	1
ENSG00000163507	CIP2A	chr3	-	108549864	108589644	-0.1	0.537	1	-0.121	0.458	1	-0.203	0.211	1
ENSG00000182901	RGS7	chr1	-	240767636	241357374	-0.0304	0.963	1	-0.514	0.44	1	0.129	0.842	1
ENSG00000142669	SH3BGRL3	chr1	+	26280086	26281522	0.16	0.538	1	0.204	0.434	1	0.115	0.659	1
ENSG00000259494	MRPL46	chr15	-	88459477	88467390	-0.0273	0.87	1	0.0805	0.631	1	0.0113	0.946	1
ENSG00000287966	LARRPM	chr6	-	26966975	27020310	0.351	0.377	1	0.246	0.54	1	0.471	0.234	1
ENSG00000108107	RPL28	chr19	+	55385932	55403250	0.118	0.543	1	0.129	0.505	1	0.123	0.525	1
ENSG00000181991	MRPS11	chr15	+	88467453	88480776	0.118	0.523	1	0.127	0.495	1	-0.0246	0.894	1
ENSG00000260361		chr15	-	92779757	92781492	0.0869	0.856	1	-0.316	0.517	1	-0.534	0.274	1
ENSG00000181026	AEN	chr15	+	88621337	88632281	0.00964	0.955	1	0.0989	0.559	1	0.195	0.25	1
ENSG00000176407	KCMF1	chr2	+	84971093	85059472	-0.0245	0.875	1	-0.0872	0.575	1	0.0769	0.621	1
ENSG00000257839	PHLDA1-DT	chr12	+	76032658	76033897	-3.58	0.0542	1	0.043	0.978	1	1.48	0.317	1
ENSG00000172183	ISG20	chr15	+	88635670	88656483	-0.205	0.618	1	-0.262	0.527	1	-0.208	0.612	1
ENSG00000101160	CTSZ	chr20	-	58985686	59008238	0.0961	0.637	1	0.033	0.871	1	-0.0742	0.716	1
ENSG00000133962	CATSPERB	chr14	-	91580696	91780707	2.28	0.203	1	1.24	0.5	1	2.46	0.168	1
ENSG00000140511	HAPLN3	chr15	-	88877294	88895597	-0.0434	0.959	1	-0.577	0.49	1	0.987	0.237	1
ENSG00000116514	RNF19B	chr1	-	32936445	32964809	0.0107	0.952	1	-0.0779	0.661	1	-0.078	0.659	1
ENSG00000140545	MFGE8	chr15	-	88898683	88913468	-0.0173	0.969	1	-0.334	0.451	1	0.311	0.483	1
ENSG00000260123	CARMAL	chr15	+	89041223	89082819	-0.423	0.556	1	-0.773	0.29	1	-0.775	0.286	1
ENSG00000171492	LRRC8D	chr1	+	89821014	89936611	-0.0754	0.501	1	-0.101	0.368	1	-0.0946	0.399	1
ENSG00000140526	ABHD2	chr15	+	89087459	89202355	-0.171	0.357	1	-0.15	0.419	1	-0.0722	0.697	1
ENSG00000140522	RLBP1	chr15	-	89209869	89221614	-3.58	0.16		-2.44	0.338		-1.82	0.463	
ENSG00000286804		chr8	-	28414499	28416593	-1.32	0.281	1	-0.808	0.506	1	-0.899	0.458	1
ENSG00000156076	WIF1	chr12	-	65050626	65121305	1.86	0.0796	1	2.57	0.0153	1	0.975	0.363	1
ENSG00000059915	PSD	chr10	-	102402617	102421539	-0.0525	0.883	1	0.0314	0.93	1	0.156	0.66	1
ENSG00000069702	TGFBR3	chr1	-	91680343	91906335	-0.074	0.663	1	-0.0592	0.728	1	-0.0046	0.978	1
ENSG00000139579	NABP2	chr12	+	56222015	56229854	0.0819	0.754	1	0.278	0.287	1	-0.0309	0.906	1
ENSG00000140534	TICRR	chr15	+	89575469	89631056	-0.0192	0.917	1	-0.0516	0.779	1	-0.0771	0.675	1
ENSG00000107651	SEC23IP	chr10	+	119892707	119944657	-0.12	0.33	1	-0.153	0.214	1	-0.141	0.253	1
ENSG00000126456	IRF3	chr19	-	49659569	49665875	0.17	0.253	1	0.228	0.126	1	0.0907	0.542	1
ENSG00000166813	KIF7	chr15	-	89608789	89663086	0.0512	0.704	1	0.172	0.202	1	0.184	0.171	1
ENSG00000166819	PLIN1	chr15	-	89664367	89679427	0.0819	0.939	1	0.237	0.825	1	0.19	0.859	1
ENSG00000166821	PEX11A	chr15	-	89677764	89690783	0.243	0.29	1	-0.0479	0.837	1	0.0476	0.836	1
ENSG00000166823	MESP1	chr15	-	89749875	89751249	3.06	0.28	1	2.94	0.303	1	3.23	0.254	1
ENSG00000097021	ACOT7	chr1	-	6264269	6393767	0.164	0.434	1	0.238	0.257	1	0.101	0.631	1
ENSG00000099625	CBARP	chr19	-	1228287	1238027	0.0451	0.862	1	0.135	0.601	1	0.143	0.581	1
ENSG00000188095	MESP2	chr15	+	89760591	89778754	1.88	0.17	1	1.87	0.174	1	1.58	0.251	1
ENSG00000171243	SOSTDC1	chr7	-	16461481	16530580	-3.62	0.164		-0.738	0.756	1	-1.86	0.445	1
ENSG00000128915	ICE2	chr15	-	60419609	60479160	-0.0426	0.716	1	-0.119	0.308	1	-0.09	0.442	1
ENSG00000104872	PIH1D1	chr19	-	49446298	49453497	0.162	0.28	1	0.242	0.107	1	0.0324	0.829	1
ENSG00000166825	ANPEP	chr15	-	89784895	89815401	0.17	0.625	1	0.329	0.345	1	0.0845	0.808	1
ENSG00000287729		chrX	-	38779584	38800678	1.71	0.532	1	3.21	0.219	1	2.72	0.301	1
ENSG00000157823	AP3S2	chr15	-	89830599	89894638	-0.0413	0.694	1	-0.061	0.562	1	-0.0473	0.652	1
ENSG00000242498	ARPIN	chr15	-	89895006	89912952	-0.0346	0.785	1	0.0063	0.96	1	-0.144	0.257	1
ENSG00000248544		chr5	-	157375741	157384950	1.31	0.537	1	2.04	0.33	1	0.464	0.83	1
ENSG00000168701	TMEM208	chr16	+	67227103	67229278	0.219	0.368	1	0.218	0.372	1	0.0349	0.886	1
ENSG00000183208	GDPGP1	chr15	+	90233808	90245811	-0.0405	0.877	1	0.277	0.286	1	0.334	0.195	1
ENSG00000213471	TTLL13	chr15	+	90249530	90265482	0.0743	0.937	1	-0.698	0.471	1	-0.363	0.701	1
ENSG00000101986	ABCD1	chrX	+	153724856	153744755	0.317	0.169	1	0.36	0.12	1	0.455	0.0484	1
ENSG00000266010	GATA6-AS1	chr18	-	22164886	22169878	0.674	0.94		-0.592	0.948		-0.915	0.919	
ENSG00000133111	RFXAP	chr13	+	36819222	36829104	-0.0933	0.591	1	-0.206	0.237	1	-0.177	0.307	1
ENSG00000182768	NGRN	chr15	+	90265659	90275778	0.0616	0.562	1	0.0406	0.703	1	0.0325	0.76	1
ENSG00000196391	ZNF774	chr15	+	90352284	90369146	-0.087	0.769	1	-0.28	0.348	1	-0.143	0.629	1
ENSG00000259736	CRTC3-AS1	chr15	-	90620007	90717141	-0.648	0.352	1	-0.736	0.296	1	-0.552	0.426	1
ENSG00000285560		chr15	-	90630535	90631755	0.554	0.526	1	0.185	0.836	1	1.33	0.122	1
ENSG00000111727	HCFC2	chr12	+	104064531	104106524	0.00398	0.988	1	-0.288	0.272	1	-0.0761	0.77	1
ENSG00000231856		chr13	+	51803838	51813832	0.041	0.916	1	-0.195	0.621	1	-0.0484	0.902	1
ENSG00000108375	RNF43	chr17	-	58353676	58417595	-0.259	0.44	1	-0.181	0.59	1	-0.106	0.75	1
ENSG00000290384		chr19	-	186373	195696	0.246	0.898	1	0.784	0.678	1	1.76	0.334	1
ENSG00000197299	BLM	chr15	+	90717346	90816166	-0.0897	0.593	1	-0.126	0.452	1	-0.166	0.322	1
ENSG00000289329		chr20	+	47352622	47353347	1.61	0.726		1.86	0.686		-0.173	0.97	
ENSG00000283213		chr16	-	22806289	22813680	-0.9	0.371	1	-1.78	0.0912	1	-0.517	0.603	1
ENSG00000135241	PNPLA8	chr7	-	108470417	108569666	-0.0556	0.774	1	-0.272	0.161	1	-0.267	0.168	1
ENSG00000140564	FURIN	chr15	+	90868588	90883564	0.0125	0.941	1	-0.0649	0.702	1	0.176	0.296	1
ENSG00000270076		chr8	+	11202965	11203671	0.058	0.932	1	-0.221	0.749	1	-0.273	0.692	1
ENSG00000249421	ADAMTS19-AS1	chr5	-	129424782	129461076	0.163	0.764	1	-0.419	0.448	1	-0.389	0.478	1
ENSG00000159640	ACE	chr17	+	63477061	63498380	-0.464	0.508	1	-0.336	0.633	1	-0.0667	0.924	1
ENSG00000182511	FES	chr15	+	90883695	90895776	0.15	0.519	1	0.235	0.314	1	0.27	0.245	1
ENSG00000140553	UNC45A	chr15	+	90930180	90954093	0.054	0.692	1	0.0595	0.663	1	0.133	0.33	1
ENSG00000065054	NHERF2	chr16	+	2025356	2039026	0.291	0.31	1	0.365	0.203	1	0.163	0.571	1
ENSG00000258384	RCCD1-AS1	chr15	-	90952239	90955225	-1.62	0.509		1.49	0.499	1	1.67	0.446	1
ENSG00000198901	PRC1	chr15	-	90966040	90995629	-0.0618	0.686	1	0.0398	0.795	1	-0.119	0.437	1
ENSG00000120539	MASTL	chr10	+	27154824	27187953	0.014	0.898	1	-0.0795	0.465	1	-0.134	0.218	1
ENSG00000214432	VPS33B-DT	chr15	+	91022619	91036611	-0.459	0.451	1	-0.12	0.843	1	0.106	0.859	1
ENSG00000278514		chr15	+	91022766	91023200	-0.908	0.538	1	-0.739	0.617	1	-0.502	0.729	1
ENSG00000162040	HS3ST6	chr16	-	1911475	1918415	-2.46	0.0454	1	-3.27	0.0164	1	-0.757	0.502	1
ENSG00000198774	RASSF9	chr12	-	85800703	85836409	-0.439	0.669	1	-0.715	0.492	1	-0.227	0.824	1
ENSG00000185518	SV2B	chr15	+	91099950	91302565	1.05	0.0943	1	1.03	0.1	1	0.996	0.112	1
ENSG00000254535	PABPC4L	chr4	-	134196333	134201789	-0.114	0.909	1	-0.178	0.858	1	0.17	0.864	1
ENSG00000267191	ZNF45-AS1	chr19	+	43901866	43927767	-0.381	0.658	1	0.106	0.901	1	-0.387	0.652	1
ENSG00000177337	DLGAP1-AS1	chr18	+	3593732	3598363	0.51	0.328	1	0.711	0.173	1	0.432	0.408	1
ENSG00000163933	RFT1	chr3	-	53088483	53130453	0.149	0.168	1	0.217	0.046	1	0.125	0.25	1
ENSG00000185905	C16orf54	chr16	-	29742463	29745990	2.25	0.565	1	0.0433	0.991		-0.173	0.965	
ENSG00000170373	CST1	chr20	-	23747562	23751268	-1.62	0.702		-2.4	0.57		0.236	0.954	1
ENSG00000162981	LRATD1	chr2	+	14632700	14650814	0.195	0.705	1	0.432	0.4	1	0.408	0.425	1
ENSG00000260337		chr15	-	92592574	92596462	-0.46	0.393	1	-0.435	0.421	1	0.0984	0.853	1
ENSG00000258922		chr15	-	92805770	92808567	0.291	0.869	1	0.464	0.793	1	-1.11	0.554	1
ENSG00000267397		chr18	+	35716370	35717978	0.406	0.744	1	1.47	0.226	1	-0.817	0.536	1
ENSG00000272888	CHASERR	chr15	+	92819540	92899701	-0.0208	0.913	1	-0.0427	0.822	1	-0.0971	0.61	1
ENSG00000288872		chr15	-	92881648	92882340	2.32	0.336	1	1	0.694	1	3.2	0.173	1
ENSG00000269973		chr2	+	9936360	9939590	-0.094	0.63	1	0.0287	0.883	1	-0.13	0.506	1
ENSG00000289017		chr15	+	92908004	92909131	1.46	0.0621	1	1.31	0.0992	1	0.753	0.348	1
ENSG00000106665	CLIP2	chr7	+	74289407	74405935	0.0533	0.763	1	0.153	0.385	1	0.125	0.479	1
ENSG00000285663		chr15	-	93177269	93179999	0.417	0.814	1	0.463	0.795	1	0.0812	0.964	1
ENSG00000260876	LINC01229	chr16	+	79676048	79809716	0.647	0.781	1	0.428	0.856	1	1.31	0.569	1
ENSG00000267339	LINC00906	chr19	+	28883430	28970874	-2.58	0.376		-1.44	0.622		1.89	0.483	1
ENSG00000257060		chr15	+	93230034	93569483	0.125	0.757	1	0.0621	0.879	1	-0.352	0.389	1
ENSG00000258754	LINC01579	chr15	-	93718542	94070898	-0.87	0.702	1	-2.89	0.238		-0.812	0.721	1
ENSG00000258476	LINC02207	chr15	+	93835490	93878822	-1.97	0.137	1	-0.68	0.584	1	-0.117	0.923	1
ENSG00000271303	SRXN1	chr20	-	646615	653200	0.129	0.485	1	0.24	0.194	1	0.31	0.0906	1
ENSG00000140563	MCTP2	chr15	+	94231538	94483952	-0.242	0.608	1	-0.214	0.651	1	0.617	0.188	1
ENSG00000273062	RALGPS2-AS1	chr1	-	178724306	178726285	-1.46	0.138	1	-1.91	0.0582	1	-2.05	0.0416	1
ENSG00000248441	LETR1	chr15	-	95166065	95327129	-0.96	0.315	1	0.133	0.886	1	-1	0.294	1
ENSG00000285700		chr15	+	95287934	95291643	0.291	0.829	1	0.928	0.488	1	-0.542	0.696	1
ENSG00000198856	OSTC	chr4	+	108650585	108667820	0.147	0.412	1	0.176	0.325	1	0.00393	0.983	1
ENSG00000258489		chr15	-	95463587	95493843	-1.57	0.542		-1.53	0.553	1	-2.12	0.417	1
ENSG00000163166	IWS1	chr2	-	127436207	127526886	0.0319	0.806	1	-0.00292	0.982	1	-0.0314	0.809	1
ENSG00000260777		chr17	-	28263630	28275974	-0.361	0.731	1	-0.81	0.451	1	-0.0934	0.929	1
ENSG00000141380	SS18	chr18	-	26016253	26091217	-0.0142	0.915	1	-0.0454	0.732	1	-0.0853	0.52	1
ENSG00000277135		chr15	-	96139472	96140452	-0.137	0.972		2.44	0.525		2.4	0.532	
ENSG00000148291	SURF2	chr9	+	133356550	133361158	0.236	0.38	1	0.22	0.413	1	-0.0561	0.835	1
ENSG00000128534	LSM8	chr7	+	118184144	118204035	-0.122	0.333	1	-0.151	0.231	1	-0.18	0.152	1
ENSG00000289519		chr3	-	52899204	52900345	0.272	0.453	1	0.178	0.625	1	0.0362	0.921	1
ENSG00000166197	NOLC1	chr10	+	102152176	102163871	-0.0725	0.655	1	-0.0735	0.65	1	-0.077	0.635	1
ENSG00000198788	MUC2	chr11	+	1074875	1110511	-0.138	0.981		0.0427	0.994		-0.174	0.976	
ENSG00000185551	NR2F2	chr15	+	96325938	96340263	0.317	0.608	1	0.203	0.742	1	-0.36	0.56	1
ENSG00000010017	RANBP9	chr6	-	13621498	13711835	-0.0911	0.393	1	-0.205	0.055	1	-0.0908	0.394	1
ENSG00000184160	ADRA2C	chr4	+	3766348	3768526	0.00797	0.981	1	-0.0539	0.87	1	0.0901	0.784	1
ENSG00000275734		chr16	+	89671568	89685304	-0.00179	0.995	1	0.358	0.239	1	0.044	0.885	1
ENSG00000182057	OGFRP1	chr22	+	42269703	42279534	-0.328	0.395	1	-0.101	0.792	1	-0.111	0.772	1
ENSG00000185594	SPATA8	chr15	+	96783389	96785615	0.234	0.667	1	0.121	0.824	1	0.065	0.905	1
ENSG00000075290	WNT8B	chr10	+	100463009	100483744	0.228	0.861	1	0.214	0.869	1	0.165	0.899	1
ENSG00000228436	RRAGC-DT	chr1	+	38859912	38965038	-0.0413	0.948	1	0.613	0.324	1	0.348	0.576	1
ENSG00000259485	LINC02253	chr15	+	97215812	97432094	-0.0975	0.827	1	-0.31	0.489	1	-0.18	0.686	1
ENSG00000259664	LINC02254	chr15	-	97339693	97523442	0.825	0.82		1.97	0.582		2.26	0.522	1
ENSG00000078401	EDN1	chr6	+	12290361	12297194	-0.07	0.95	1	-1.13	0.318	1	0.645	0.558	1
ENSG00000236830	CBR3-AS1	chr21	-	36131767	36175815	0.103	0.946	1	-0.547	0.733	1	0.406	0.788	1
ENSG00000251209	LINC00923	chr15	-	97572185	97875650	-1.54	0.22	1	-0.578	0.643	1	-0.241	0.847	1
ENSG00000116560	SFPQ	chr1	-	35176378	35193446	-0.0822	0.404	1	-0.0501	0.611	1	-0.13	0.189	1
ENSG00000257527		chr16	-	18411309	18411851	-1.66	0.626		-1.87	0.585		-0.617	0.855	1
ENSG00000289194		chr11	+	62153730	62154783	-0.0331	0.889	1	0.157	0.507	1	-0.273	0.25	1
ENSG00000140450	ARRDC4	chr15	+	97960703	97973833	-0.0796	0.728	1	-0.166	0.469	1	-0.123	0.591	1
ENSG00000089041	P2RX7	chr12	+	121132819	121188032	0.0864	0.796	1	-0.0139	0.967	1	-0.213	0.525	1
ENSG00000187959	CPSF4L	chr17	-	73248449	73262352	-5.75	0.0478		-3.7	0.194	1	-4.82	0.0968	
ENSG00000259424	IRAIN	chr15	-	98645118	98647389	-0.165	0.713	1	-0.437	0.335	1	-0.489	0.278	1
ENSG00000155066	PROM2	chr2	+	95274449	95291308	0.128	0.755	1	0.243	0.554	1	0.717	0.0786	1
ENSG00000140443	IGF1R	chr15	+	98648539	98964530	-0.109	0.527	1	-0.15	0.385	1	-0.0263	0.879	1
ENSG00000278090	LUNAR1	chr15	+	99014526	99031054	2.28	0.226	1	2.05	0.279	1	2.54	0.177	1
ENSG00000182253	SYNM	chr15	+	99098217	99135593	-0.209	0.464	1	-0.256	0.371	1	-0.253	0.375	1
ENSG00000104067	TJP1	chr15	-	29699367	29968915	-0.156	0.378	1	-0.269	0.129	1	-0.101	0.569	1
ENSG00000228696	ARL17B	chr17	-	46274784	46361766	-0.269	0.279	1	-0.363	0.144	1	-0.161	0.516	1
ENSG00000170469	SPATA24	chr5	-	139396563	139404089	-0.14	0.611	1	0.337	0.217	1	-0.0582	0.832	1
ENSG00000261054	SYNM-AS2	chr15	-	99128832	99131806	-1.29	0.331	1	-0.418	0.749	1	-2.6	0.067	1
ENSG00000289970		chr5	+	151081195	151081617	2.3	0.436	1	1.95	0.517		0.788	0.798	
ENSG00000103852	TTC23	chr15	-	99136323	99251223	0.0121	0.929	1	-0.0492	0.718	1	0.0854	0.528	1
ENSG00000251259		chr4	-	105137280	105140619	0.853	0.574	1	0.0543	0.972	1	0.221	0.886	1
ENSG00000168904	LRRC28	chr15	+	99251362	99390729	-0.0398	0.804	1	0.00887	0.956	1	-0.067	0.676	1
ENSG00000167600	CYP2S1	chr19	+	41193210	41207539	0.119	0.786	1	-0.175	0.688	1	0.423	0.332	1
ENSG00000184731	FAM110C	chr2	-	38814	46870	-0.362	0.406	1	-0.62	0.159	1	-0.356	0.413	1
ENSG00000082898	XPO1	chr2	-	61476032	61538741	-0.0929	0.42	1	-0.112	0.333	1	-0.0723	0.531	1
ENSG00000124596	OARD1	chr6	-	41033627	41097787	-0.005	0.972	1	0.0531	0.706	1	-0.0395	0.779	1
ENSG00000111837	MAK	chr6	-	10762723	10838553	0.456	0.469	1	0.62	0.326	1	0.145	0.819	1
ENSG00000147117	ZNF157	chrX	+	47370578	47414498	-0.00456	0.991	1	0.0438	0.914	1	0.188	0.638	1
ENSG00000254744		chr15	+	99970215	99974010	0.825	0.758		2.9	0.249		4.47	0.067	1
ENSG00000140470	ADAMTS17	chr15	-	99971437	100342005	0.109	0.766	1	-0.143	0.699	1	0.382	0.297	1
ENSG00000154227	CERS3	chr15	-	100400395	100544995	1.13	0.481	1	1.13	0.484	1	1.66	0.299	1
ENSG00000183475	ASB7	chr15	+	100602589	100651701	-0.131	0.402	1	-0.203	0.195	1	-0.0677	0.665	1
ENSG00000149182	ARFGAP2	chr11	-	47164299	47177125	-0.0281	0.83	1	0.138	0.29	1	0.000371	0.998	1
ENSG00000259314		chr15	-	90604225	90614558	0.287	0.9	1	0.768	0.734	1	0.47	0.836	1
ENSG00000232386		chr15	+	100849561	100861756	-0.187	0.955	1	-0.524	0.875	1	0.52	0.873	1
ENSG00000113494	PRLR	chr5	-	35048756	35230487	-0.195	0.707	1	-0.947	0.0701	1	-0.0183	0.972	1
ENSG00000134265	NAPG	chr18	+	10525905	10552764	-0.0141	0.902	1	0.0259	0.823	1	0.0205	0.859	1
ENSG00000248746	ACTN3	chr11	+	66546395	66563334	0.0948	0.656	1	0.0838	0.694	1	0.233	0.274	1
ENSG00000184254	ALDH1A3	chr15	+	100877714	100916626	1.6	0.244	1	0.894	0.52	1	1.59	0.246	1
ENSG00000139613	SMARCC2	chr12	-	56162359	56189567	-0.0148	0.927	1	0.0594	0.715	1	0.0391	0.81	1
ENSG00000259583	ALDH1A3-AS1	chr15	-	100892343	100919391	-1.62	0.514	1	2.04	0.357	1	1.32	0.557	1
ENSG00000104221	BRF2	chr8	-	37843268	37849861	0.0811	0.66	1	-0.0239	0.897	1	-0.0575	0.755	1
ENSG00000154237	LRRK1	chr15	+	100919327	101078257	-0.156	0.813	1	-0.244	0.712	1	0.0614	0.925	1
ENSG00000119328	ABITRAM	chr9	+	108934400	108950744	0.0114	0.931	1	-0.0176	0.893	1	-0.0948	0.469	1
ENSG00000287892		chr15	-	101058647	101063904	-0.707	0.675	1	-0.576	0.734	1	0.585	0.722	1
ENSG00000131873	CHSY1	chr15	-	101175727	101252048	-0.0223	0.87	1	-0.0615	0.652	1	-0.132	0.332	1
ENSG00000170175	CHRNB1	chr17	+	7445061	7457710	0.0553	0.832	1	-0.0281	0.914	1	0.145	0.576	1
ENSG00000101126	ADNP	chr20	-	50888916	50931437	-0.0722	0.448	1	-0.142	0.136	1	-0.098	0.302	1
ENSG00000131876	SNRPA1	chr15	-	101281510	101295282	-0.0494	0.764	1	0.0162	0.922	1	-0.12	0.464	1
ENSG00000225556	C2CD4D	chr1	-	151837818	151840557	-1.62	0.476	1	1.09	0.592	1	1.58	0.429	1
ENSG00000140479	PCSK6	chr15	-	101289784	101525202	0.204	0.553	1	0.275	0.424	1	0.468	0.172	1
ENSG00000161048	NAPEPLD	chr7	-	103099776	103149560	-0.123	0.397	1	-0.132	0.364	1	-0.18	0.216	1
ENSG00000189129	PLAC9	chr10	+	80131682	80145359	-0.923	0.468	1	1.06	0.37	1	0.0779	0.949	1
ENSG00000121653	MAPK8IP1	chr11	+	45885651	45906465	0.12	0.515	1	0.096	0.602	1	0.147	0.424	1
ENSG00000235518		chr15	-	26657030	26658763	3.35	0.197	1	1.88	0.491	1	2.2	0.41	1
ENSG00000286733		chr15	-	101602786	101614531	1.45	0.559	1	0.744	0.768	1	-1.65	0.541	1
ENSG00000289810		chr5	-	71032670	71034400	0.145	0.57	1	-0.0167	0.948	1	0.191	0.454	1
ENSG00000152240	HAUS1	chr18	+	46104378	46128333	0.0279	0.888	1	0.0148	0.94	1	-0.144	0.466	1
ENSG00000184277	TM2D3	chr15	-	101621444	101652391	0.0486	0.762	1	0.0712	0.658	1	-0.11	0.493	1
ENSG00000289028		chr15	+	101652442	101653755	0.114	0.937	1	0.0531	0.971	1	0.489	0.733	1
ENSG00000290760	UBE2Q2P13	chr15	-	101737099	101746870	0.159	0.795	1	-0.298	0.629	1	0.222	0.715	1
ENSG00000286847		chr7	-	30129507	30134714	3.03	0.401	1	2.89	0.425	1	2.41	0.509	1
ENSG00000183643	C15orf32	chr15	+	92471654	92501117	-0.137	0.983		1.93	0.758		-0.174	0.978	
ENSG00000164056	SPRY1	chr4	+	123396795	123403760	0.132	0.597	1	0.261	0.296	1	0.113	0.65	1
ENSG00000198324	PHETA1	chr12	-	111360651	111369121	0.202	0.295	1	0.265	0.17	1	0.221	0.252	1
ENSG00000161981	SNRNP25	chr16	+	53828	57669	0.12	0.552	1	0.241	0.232	1	-0.0321	0.874	1
ENSG00000126460	PRRG2	chr19	+	49580646	49591004	0.703	0.158	1	0.462	0.357	1	0.972	0.0497	1
ENSG00000240996		chr10	-	89694295	89697928	0.0447	0.955	1	-0.917	0.273	1	0.106	0.893	1
