gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000182376		chr16	+	88742767	88745748	-0.266	0.928		0.621	0.83	1	0.295	0.92	
ENSG00000167513	CDT1	chr16	+	88803789	88809258	0.299	0.0988	0.416	-0.0283	0.876	1	0.152	0.401	1
ENSG00000183340	JRKL	chr11	+	96389989	96507574	-0.154	0.389	0.7	0.00687	0.969	1	-0.0274	0.878	1
ENSG00000265984	GREB1L-DT	chr18	-	21240675	21241371	-1.21	0.197		-0.63	0.495	1	-0.434	0.638	1
ENSG00000198931	APRT	chr16	-	88809339	88811937	0.313	0.157	0.488	-0.0612	0.782	1	0.106	0.632	1
ENSG00000060762	MPC1	chr6	-	166364919	166383013	-0.0386	0.887		0.0343	0.899	1	-0.011	0.968	1
ENSG00000092931	MFSD11	chr17	+	76735865	76781449	-0.0324	0.826	0.937	0.0789	0.591	1	-0.0355	0.81	1
ENSG00000259219		chr15	+	99976481	99980774	1.03	0.625		2.81	0.173	1	1.12	0.597	1
ENSG00000141012	GALNS	chr16	-	88813734	88856970	-0.342	0.0481	0.338	-0.155	0.37	1	-0.159	0.357	1
ENSG00000259881		chr16	+	88881038	88887136	1.99	0.185		-0.128	0.936	1	1.62	0.285	1
ENSG00000276136		chr12	+	32000375	32001222	-0.284	0.77		0.206	0.829	1	-0.471	0.632	1
ENSG00000187045	TMPRSS6	chr22	-	37065436	37109713	2.26	0.469		-0.169	0.958		3.01	0.328	
ENSG00000176715	ACSF3	chr16	+	89088375	89164121	-0.0111	0.936	0.979	0.109	0.431	1	0.0598	0.667	1
ENSG00000290823		chr15	+	101961603	101976543	0.111	0.588		-0.0338	0.87	1	0.0244	0.906	1
ENSG00000231441	DST-AS1	chr6	+	56843928	56864078	-0.724	0.722		-1.17	0.575	1	-1.04	0.616	1
ENSG00000172782	FADS6	chr17	-	74877302	74893781	1.91	0.332		1.66	0.4	1	1.29	0.518	1
ENSG00000180422	LINC00304	chr16	+	89159146	89164245	-1.46	0.0687		0.163	0.83	1	-0.171	0.824	1
ENSG00000259803	SLC22A31	chr16	-	89195761	89201651	0.601	0.127		0.389	0.326	1	0.64	0.105	1
ENSG00000267909	CCDC177	chr14	-	69569799	69574871	0.392	0.0895	0.402	0.0249	0.914	1	0.127	0.584	1
ENSG00000259877	ZNF778-DT	chr16	-	89215160	89217653	0.0821	0.71		0.0191	0.931	1	0.119	0.589	1
ENSG00000116288	PARK7	chr1	+	7954291	7985505	0.195	0.207	0.54	0.0317	0.837	1	0.0911	0.555	1
ENSG00000170100	ZNF778	chr16	+	89217703	89237141	-0.117	0.497	0.766	-0.219	0.202	1	-0.137	0.427	1
ENSG00000254777		chr8	+	60910053	60966557	3.68	0.141		2.27	0.381	1	3.28	0.194	1
ENSG00000167522	ANKRD11	chr16	-	89267630	89490561	-0.325	0.0789	0.389	-0.168	0.365	1	-0.204	0.271	1
ENSG00000119121	TRPM6	chr9	-	74722495	74888094	-0.00421	0.992		0.183	0.672	1	-0.341	0.438	1
ENSG00000156671	SAMD8	chr10	+	75099586	75182123	-0.439	0.00371	0.154	-0.048	0.751	1	-0.309	0.0411	1
ENSG00000268218		chr16	+	89268104	89273044	-0.691	0.173		-0.197	0.694	1	-0.499	0.323	1
ENSG00000184743	ATL3	chr11	-	63624087	63671921	-0.255	0.122	0.45	0.0754	0.648	1	-0.113	0.492	1
ENSG00000261253		chr16	+	89321133	89325110	3.62	0.576		1.47	0.823		1.61	0.805	
ENSG00000261692		chr16	-	89420075	89422226	0.778	0.779		2.92	0.261	1	3.06	0.238	1
ENSG00000197912	SPG7	chr16	+	89490719	89557766	-0.0079	0.938	0.979	0.0122	0.905	1	0.0751	0.461	1
ENSG00000121933	TMIGD3	chr1	-	111483348	111563962	2.52	0.232		-0.213	0.925	1	0.893	0.681	1
ENSG00000185324	CDK10	chr16	+	89680737	89696354	0.234	0.169	0.501	0.109	0.522	1	0.241	0.158	1
ENSG00000260259	LINC02166	chr16	-	89682620	89686569	-0.994	0.639		-1.7	0.435	1	0.142	0.945	1
ENSG00000234504		chr10	-	44899614	44920220	-2.63	0.63		-1.65	0.762		-1.56	0.774	
ENSG00000075399	VPS9D1	chr16	-	89707134	89720898	0.221	0.396		-0.0886	0.735	1	0.213	0.415	1
ENSG00000158805	ZNF276	chr16	+	89720400	89740925	0.102	0.521	0.781	0.118	0.458	1	0.339	0.0321	1
ENSG00000204991	SPIRE2	chr16	+	89818179	89871319	0.167	0.456		-0.0668	0.766	1	0.23	0.305	1
ENSG00000258839	MC1R	chr16	+	89912119	89920973	-0.0446	0.867		-0.0804	0.762	1	0.0874	0.742	1
ENSG00000258947	TUBB3	chr16	+	89921392	89938761	0.327	0.257	0.594	0.177	0.539	1	0.319	0.268	1
ENSG00000141013	GAS8	chr16	+	90019629	90044975	-0.322	0.305		-0.2	0.523	1	0.189	0.545	1
ENSG00000126856	PRDM7	chr16	-	90056566	90092072	2.63	0.382		2.89	0.333	1	4.02	0.173	1
ENSG00000243069	ARHGEF26-AS1	chr3	-	154024401	154121347	-0.368	0.415		-0.212	0.637	1	-0.229	0.612	1
ENSG00000290739		chr16	+	90093154	90096354	0.59	0.64		1.15	0.358	1	0.481	0.705	1
ENSG00000150527	MIA2	chr14	+	39230231	39388513	0.0404	0.76	0.907	0.0131	0.921	1	0.00344	0.979	1
ENSG00000260528	FAM157C	chr16	+	90102261	90178344	-0.474	0.205		0.00239	0.995	1	-0.096	0.797	1
ENSG00000112658	SRF	chr6	+	43171269	43181506	0.0807	0.541	0.796	-0.00156	0.991	1	0.149	0.259	1
ENSG00000188981	MSANTD1	chr4	+	3244369	3271738	-0.827	0.247		-0.13	0.852	1	-1.03	0.154	1
ENSG00000260923	LINC02193	chr16	+	90173217	90222851	-0.795	0.157		-0.0739	0.892	1	-0.602	0.281	1
ENSG00000280136		chr17	-	88641	118578	-0.363	0.638		-0.174	0.821	1	-0.797	0.305	1
ENSG00000188153	COL4A5	chrX	+	108439838	108697545	-0.0633	0.674	0.866	0.0475	0.752	1	0.000781	0.996	1
ENSG00000167695	TLCD3A	chr17	+	732412	742968	0.239	0.179	0.509	0.158	0.376	1	0.141	0.43	1
ENSG00000185115	NSMCE3	chr15	-	29264989	29269822	0.179	0.184	0.516	-0.0209	0.877	1	0.113	0.404	1
ENSG00000166233	ARIH1	chr15	+	72474330	72602987	-0.221	0.088	0.398	0.0116	0.929	1	-0.129	0.318	1
ENSG00000179409	GEMIN4	chr17	-	744421	753999	0.207	0.279	0.613	-0.0234	0.903	1	0.0568	0.767	1
ENSG00000272137		chr6	+	79561132	79561602	-1.44	0.11		-0.882	0.316	1	-0.876	0.32	1
ENSG00000241357		chr7	+	100435257	100436510	1.69	0.535		1.59	0.562	1	2.32	0.383	1
ENSG00000171861	MRM3	chr17	+	782353	792509	0.219	0.216	0.551	0.152	0.391	1	0.192	0.277	1
ENSG00000120519	SLC10A7	chr4	-	146253975	146522372	-0.349	0.124		-0.128	0.571	1	-0.304	0.183	1
ENSG00000167693	NXN	chr17	-	799310	979776	0.0117	0.933	0.976	-0.0132	0.924	1	0.008	0.954	1
ENSG00000177370	TIMM22	chr17	+	997129	1003671	-0.0756	0.622	0.839	-0.0433	0.777	1	-0.0891	0.562	1
ENSG00000159842	ABR	chr17	-	1003519	1229738	0.0929	0.411	0.71	-0.0124	0.913	1	0.084	0.458	1
ENSG00000204655	MOG	chr6	+	29657002	29672372	1.41	0.487		1.28	0.531	1	-0.0795	0.97	1
ENSG00000108953	YWHAE	chr17	-	1344275	1400222	0.0288	0.855	0.947	-0.0631	0.689	1	-0.0925	0.557	1
ENSG00000108576	SLC6A4	chr17	-	30194319	30236002	-1.31	0.409		-1.1	0.486	1	-1.02	0.516	1
ENSG00000136003	ISCU	chr12	+	108562582	108569368	0.306	0.0231	0.268	0.0744	0.581	1	0.246	0.0675	1
ENSG00000167193	CRK	chr17	-	1420689	1463162	-0.171	0.231	0.565	-0.0722	0.614	1	-0.231	0.106	1
ENSG00000247626	MARS2	chr2	+	197705369	197708395	0.0914	0.636	0.847	0.0907	0.639	1	-0.0205	0.916	1
ENSG00000254343		chr8	+	120052180	120056201	0.666	0.731		-1.76	0.413	1	-2.56	0.25	1
ENSG00000074660	SCARF1	chr17	-	1633858	1645744	-0.363	0.581		-0.689	0.301	1	0.436	0.5	1
ENSG00000167705	RILP	chr17	-	1646145	1649866	1.16	0.0584		0.558	0.368	1	0.882	0.153	1
ENSG00000247077	PGAM5	chr12	+	132710819	132722734	0.382	0.0449	0.33	0.0811	0.671	1	0.241	0.206	1
ENSG00000290919		chr17	+	22090743	22205156	-1.88	0.044		-0.681	0.44	1	-1.93	0.0407	1
ENSG00000184060	ADAP2	chr17	+	30906344	30959322	-1.04	0.116		-0.333	0.609	1	-0.272	0.676	1
ENSG00000154721	JAM2	chr21	+	25639258	25717562	-0.0755	0.842		0.199	0.599	1	0.0783	0.837	1
ENSG00000174231	PRPF8	chr17	-	1650629	1684867	-0.219	0.143	0.472	-0.102	0.495	1	-0.183	0.22	1
ENSG00000070961	ATP2B1	chr12	-	89588049	89709366	0.0783	0.767	0.909	-0.025	0.924	1	-0.109	0.68	1
ENSG00000277597		chr17	+	1684457	1685151	-0.909	0.714		-2.91	0.273		-1.6	0.525	1
ENSG00000167716	WDR81	chr17	+	1716523	1738599	-0.0644	0.695	0.879	-0.0987	0.548	1	0.0853	0.604	1
ENSG00000132386	SERPINF1	chr17	+	1762029	1777565	0.01	0.961	0.987	-0.065	0.749	1	-0.0332	0.87	1
ENSG00000186335	SLC36A2	chr5	-	151314972	151347590	1.66	0.668		3.11	0.411		1.74	0.653	
ENSG00000171747	LGALS4	chr19	-	38801671	38812945	-1.58	0.219		-1.54	0.23	1	-0.916	0.466	1
ENSG00000184486	POU3F2	chr6	+	98834574	98839458	0.332	0.589		-0.0709	0.908	1	-0.0884	0.886	1
ENSG00000198346	ZNF813	chr19	+	53467733	53496255	-0.228	0.141	0.47	-0.0342	0.825	1	-0.271	0.08	1
ENSG00000122035	RASL11A	chr13	+	27270830	27275192	0.24	0.767		0.957	0.227	1	0.792	0.321	1
ENSG00000277450		chr17	+	28373256	28373562	-0.746	0.756		0.837	0.711	1	1.33	0.553	1
ENSG00000108963	DPH1	chr17	+	2030137	2043898	0.163	0.388	0.699	0.225	0.234	1	0.285	0.132	1
ENSG00000187714	SLC18A3	chr10	+	49610310	49612720	-4.21	0.0889		-1.81	0.439	1	-0.909	0.689	1
ENSG00000262664	OVCA2	chr17	+	2042022	2043425	0.333	0.362		-0.144	0.695	1	0.0232	0.949	1
ENSG00000175449	RFESD	chr5	+	95646777	95684773	0.384	0.276		0.368	0.298	1	0.212	0.551	1
ENSG00000286975		chr18	-	2506628	2511580	-0.516	0.707		-0.659	0.633	1	-1.09	0.439	1
ENSG00000263050	DPH1-AS1	chr17	-	2043475	2044968	2.25	0.721		0	1		0	1	
ENSG00000177374	HIC1	chr17	+	2054154	2063241	-0.346	0.81		-0.32	0.824	1	1.43	0.299	1
ENSG00000261596		chr16	+	21626742	21627569	-0.833	0.0991		-0.246	0.617	1	0.0294	0.952	1
ENSG00000249650	CEP72-DT	chr5	-	602620	612210	0.778	0.83		3.68	0.289	1	0.879	0.808	
ENSG00000278540	ACACA	chr17	-	37084992	37406836	-0.258	0.118	0.446	-0.0225	0.892	1	-0.181	0.274	1
ENSG00000008516	MMP25	chr16	+	3046062	3060726	-0.165	0.625		-0.0743	0.826	1	0.0156	0.963	1
ENSG00000167721	TSR1	chr17	-	2322396	2336657	-0.0368	0.762	0.908	-0.0233	0.848	1	-0.0197	0.871	1
ENSG00000286162		chr9	-	5457477	5629748	0.0258	0.981		0.155	0.885	1	-0.0652	0.952	1
ENSG00000285996		chr19	+	56380230	56383924	-0.424	0.588		-0.428	0.585	1	-0.172	0.826	1
ENSG00000141258	SGSM2	chr17	+	2337498	2381058	0.0776	0.595	0.824	0.0845	0.563	1	0.256	0.0797	1
ENSG00000178982	EIF3K	chr19	+	38619082	38636955	0.242	0.147	0.476	0.156	0.351	1	0.126	0.449	1
ENSG00000099624	ATP5F1D	chr19	+	1241746	1244825	0.503	0.0691	0.379	0.0538	0.846	1	0.338	0.222	1
ENSG00000263345	SGSM2-AS1	chr17	-	2375061	2379306	-2.01	0.241		-2	0.243	1	-1.7	0.317	1
ENSG00000125398	SOX9	chr17	+	72121020	72126416	-0.0707	0.725	0.892	0.119	0.553	1	-0.0178	0.929	1
ENSG00000167178	ISLR2	chr15	+	74100311	74138540	-0.129	0.955		-1.17	0.622	1	1.86	0.407	1
ENSG00000262456		chr17	+	2384847	2386664	-3.66	0.309		-2.31	0.511		-2.6	0.463	
ENSG00000139112	GABARAPL1	chr12	+	10212458	10223128	-0.0612	0.777	0.913	0.0932	0.667	1	0.0368	0.865	1
ENSG00000007168	PAFAH1B1	chr17	+	2593210	2685615	-0.116	0.309	0.634	-0.0158	0.89	1	-0.145	0.204	1
ENSG00000236833		chr3	-	197660565	197665757	1.71	0.813		2.7	0.708	1	0.877	0.904	
ENSG00000182979	MTA1	chr14	+	105419820	105470729	0.0449	0.596	0.825	-0.0166	0.845	1	0.0877	0.3	1
ENSG00000185105	MYADML2	chr17	-	81939645	81947233	2.29	0.478		3.62	0.253		3.85	0.224	1
ENSG00000077150	NFKB2	chr10	+	102394110	102402524	-0.27	0.191	0.525	-0.0641	0.756	1	-0.00471	0.982	1
ENSG00000132361	CLUH	chr17	-	2689386	2712663	0.156	0.385	0.697	0.126	0.484	1	0.294	0.101	1
ENSG00000262050		chr17	+	2712012	2713607	1.15	0.131		1.34	0.077	1	1.21	0.112	1
ENSG00000140598	EFL1	chr15	-	82130206	82262773	-0.0227	0.892	0.96	-0.135	0.422	1	-0.0908	0.589	1
ENSG00000132359	RAP1GAP2	chr17	+	2755705	3037741	-0.279	0.259	0.596	0.0612	0.804	1	0.0513	0.835	1
ENSG00000258733	LINC02328	chr14	+	85911438	86161539	-0.325	0.812		-1.08	0.442	1	-0.908	0.518	1
ENSG00000261848		chr17	-	3134969	3177031	-4.66	0.0201		-2.26	0.194	1	-1.21	0.471	1
ENSG00000180090	OR3A1	chr17	-	3291017	3298360	4.29	0.0973		3.73	0.152	1	4.08	0.116	1
ENSG00000127554	GFER	chr16	+	1984193	1987749	0.432	0.0253	0.274	0.00563	0.977	1	0.3	0.121	1
ENSG00000286739		chr2	+	74715269	74805979	0.428	0.622		0.0826	0.925	1	0.472	0.586	1
ENSG00000183530	PRR14L	chr22	-	31676256	31750140	-0.333	0.104	0.424	-0.106	0.605	1	-0.201	0.326	1
ENSG00000141255	SPATA22	chr17	-	3440019	3513852	4.84	0.0345		4.28	0.0628	1	3.91	0.0907	1
ENSG00000182919	C11orf54	chr11	+	93741591	93764749	-0.155	0.3	0.628	-0.0794	0.595	1	-0.142	0.342	1
ENSG00000092068	SLC7A8	chr14	-	23125295	23183674	-0.0485	0.708	0.884	-0.091	0.483	1	-0.0629	0.628	1
ENSG00000176994	SMCR8	chr17	+	18315293	18328056	-0.175	0.234	0.569	-0.0539	0.713	1	-0.0772	0.599	1
ENSG00000167723	TRPV3	chr17	-	3510502	3557812	0.0408	0.888		-0.0656	0.822	1	-0.0774	0.791	1
ENSG00000261916		chr17	-	3601761	3602272	-0.211	0.708		-0.339	0.549	1	-0.0361	0.949	1
ENSG00000232934		chr10	-	112395813	112425589	-0.0239	0.982		-0.0184	0.986	1	-0.107	0.921	1
ENSG00000262903	CTNS-AS1	chr17	-	3655621	3658092	-0.663	0.352		0.39	0.57	1	-0.114	0.87	1
ENSG00000112531	QKI	chr6	+	163414000	163578592	-0.15	0.357	0.674	-0.0425	0.794	1	-0.239	0.142	1
ENSG00000213977	TAX1BP3	chr17	-	3662895	3668679	0.375	0.109	0.432	0.0911	0.697	1	0.254	0.277	1
ENSG00000262358		chr17	+	3729361	3730493	-0.184	0.964		1.69	0.677		3.18	0.423	1
ENSG00000203685	STUM	chr1	+	226548764	226609230	-0.354	0.578		-0.43	0.5	1	-0.741	0.25	1
ENSG00000176204	LRRTM4	chr2	-	76747685	77593319	-0.316	0.257		-0.0448	0.871	1	-0.308	0.27	1
ENSG00000160710	ADAR	chr1	-	154581695	154628013	-0.249	0.0507	0.344	-0.0264	0.836	1	-0.18	0.159	1
ENSG00000004660	CAMKK1	chr17	-	3860315	3894891	-0.102	0.676		-0.0862	0.725	1	0.0577	0.814	1
ENSG00000177098	SCN4B	chr11	-	118133377	118152888	0.228	0.384	0.695	0.0318	0.903	1	0.161	0.538	1
ENSG00000074370	ATP2A3	chr17	-	3923870	3964464	0.112	0.623		-0.0337	0.883	1	0.137	0.548	1
ENSG00000028277	POU2F2	chr19	-	42086110	42196585	-0.2	0.45	0.735	0.0739	0.779	1	0.106	0.688	1
ENSG00000074755	ZZEF1	chr17	-	4004445	4143030	-0.245	0.157	0.487	-0.0582	0.737	1	-0.133	0.442	1
ENSG00000274363		chr17	+	4267691	4268430	-0.0861	0.929		-0.667	0.493	1	-0.829	0.397	1
ENSG00000108406	DHX40	chr17	+	59565558	59608345	0.187	0.163	0.493	-0.0119	0.929	1	0.0186	0.89	1
ENSG00000117322	CR2	chr1	+	207453024	207489895	-0.467	0.572		0.561	0.494	1	0.68	0.407	1
ENSG00000132388	UBE2G1	chr17	-	4269259	4366675	0.0445	0.706	0.884	0.06	0.61	1	-0.0582	0.621	1
ENSG00000287043		chr10	-	1201406	1208389	-1.04	0.602		-0.514	0.794	1	-0.69	0.728	1
ENSG00000227392	HPN-AS1	chr19	-	35042902	35106307	4.66	0.0537		5.44	0.0235	1	4.97	0.0394	1
ENSG00000125846	ZNF133	chr20	+	18288283	18316996	-0.189	0.172	0.503	-0.0942	0.495	1	-0.135	0.327	1
ENSG00000183018	SPNS2	chr17	+	4498881	4539035	0.0252	0.975		-0.26	0.745	1	0.0928	0.907	1
ENSG00000104611	SH2D4A	chr8	+	19313693	19396218	0.143	0.707		0.113	0.766	1	-0.0253	0.947	1
ENSG00000132382	MYBBP1A	chr17	-	4538897	4555386	0.188	0.175	0.505	0.0578	0.677	1	0.267	0.0537	1
ENSG00000104960	PTOV1	chr19	+	49850735	49860744	0.241	0.183	0.515	0.066	0.715	1	0.183	0.311	1
ENSG00000231185	SPRY4-AS1	chr5	+	142325209	142672001	-0.769	0.676		-0.248	0.89	1	0.322	0.855	1
ENSG00000262921		chr17	+	4565752	4571760	1.64	0.795		-0.169	0.979		-0.0835	0.989	
ENSG00000188176	SMTNL2	chr17	+	4583999	4608319	-0.17	0.572		0.178	0.553	1	-0.0777	0.797	1
ENSG00000161905	ALOX15	chr17	-	4630919	4642294	0.539	0.461		0.144	0.846	1	0.28	0.704	1
ENSG00000233927	RPS28	chr19	+	8321158	8323340	0.479	0.032	0.297	0.159	0.477	1	0.309	0.166	1
ENSG00000244184	PELP1-DT	chr17	+	4704230	4705529	2.23	0.219		1.94	0.287	1	2.49	0.169	1
ENSG00000182853	VMO1	chr17	-	4785285	4786433	3.46	0.314		3.29	0.339		-0.0834	0.981	
ENSG00000105419	MEIS3	chr19	-	47403124	47419527	0.152	0.351	0.67	-0.0408	0.802	1	0.038	0.816	1
ENSG00000145063		chr2	-	11105317	11132821	0.778	0.804		3.6	0.224		3.26	0.274	
ENSG00000224805	LINC00853	chr1	+	47179250	47180339	0.484	0.753		-0.0969	0.95	1	-0.517	0.743	1
ENSG00000108556	CHRNE	chr17	-	4897771	4934438	-0.569	0.41		-0.0626	0.927	1	-0.504	0.466	1
ENSG00000169239	CA5B	chrX	+	15688830	15788411	0.0169	0.938		0.162	0.458	1	-0.00207	0.992	1
ENSG00000205710	C17orf107	chr17	+	4899418	4902934	-0.0855	0.807		0.00716	0.984	1	-0.0373	0.915	1
ENSG00000185245	GP1BA	chr17	+	4932277	4935023	-1.79	0.439		-0.504	0.817	1	-2.56	0.282	
ENSG00000108528	SLC25A11	chr17	-	4937130	4940053	0.189	0.268	0.604	0.066	0.7	1	0.192	0.262	1
ENSG00000267665		chr17	+	77516887	77536601	0.939	0.473		1.46	0.259	1	0.898	0.494	1
ENSG00000108518	PFN1	chr17	-	4945652	4949061	0.382	0.0757	0.387	0.0655	0.761	1	0.177	0.41	1
ENSG00000273584		chr18	+	68908048	68908599	-0.539	0.763		0.831	0.632	1	-1.75	0.359	1
ENSG00000166377	ATP9B	chr18	+	79069285	79378287	-0.331	0.0231	0.268	-0.092	0.527	1	-0.198	0.175	1
ENSG00000234203		chr17	+	4972851	4974681	-0.55	0.778		-0.974	0.623	1	-0.227	0.907	1
ENSG00000136250	AOAH	chr7	-	36512941	36724549	0.146	0.936		-1.53	0.42	1	-1.2	0.524	1
ENSG00000225914	TSBP1-AS1	chr6	+	32254640	32407763	-0.357	0.0846		-0.317	0.126	1	-0.307	0.139	1
ENSG00000105323	HNRNPUL1	chr19	+	41262496	41307787	-0.0228	0.883	0.956	-0.0447	0.772	1	-0.0057	0.971	1
ENSG00000262227		chr17	+	4987689	4988580	-0.0226	0.98		0.456	0.602	1	0.476	0.586	1
ENSG00000196388	INCA1	chr17	-	4988130	4997610	1.6	0.0798		1.07	0.249	1	0.899	0.335	1
ENSG00000130052	STARD8	chrX	+	68647666	68725842	-0.127	0.701		0.217	0.51	1	0.229	0.489	1
ENSG00000001626	CFTR	chr7	+	117287120	117715971	-0.48	0.351		0.127	0.801	1	0.519	0.302	1
ENSG00000262693	ZFP3-DT	chr17	-	5075678	5078113	2.25	0.613		2.92	0.508	1	-0.0836	0.985	
ENSG00000188542	DUSP28	chr2	+	240560054	240565256	0.0204	0.953		-0.237	0.493	1	0.0882	0.797	1
ENSG00000237343		chr1	-	144418113	144419192	4.69	0.0589		3.82	0.127		3.79	0.13	1
ENSG00000289106		chr1	+	161364221	161364751	-0.581	0.0296		0.0105	0.968	1	-0.443	0.0968	1
ENSG00000196357	ZNF565	chr19	-	36182276	36246257	-0.115	0.661		-0.0974	0.71	1	0.00473	0.986	1
ENSG00000180787	ZFP3	chr17	+	5078467	5096374	-0.416	0.52		-0.192	0.766	1	-0.0964	0.882	1
ENSG00000234327	ZNF232-AS1	chr17	+	5097223	5115004	0.598	0.186		-0.215	0.641	1	0.245	0.592	1
ENSG00000167840	ZNF232	chr17	-	5105269	5123162	0.216	0.17	0.501	0.0381	0.809	1	0.0969	0.539	1
ENSG00000162433	AK4	chr1	+	65147549	65232145	-0.048	0.895	0.961	0.107	0.77	1	0.34	0.351	1
ENSG00000129204	USP6	chr17	+	5116032	5175034	-0.395	0.23	0.564	-0.0422	0.898	1	-0.212	0.52	1
ENSG00000180626	ZNF594	chr17	-	5179535	5191868	-0.661	0.00114	0.104	-0.336	0.0982	1	-0.556	0.00624	1
ENSG00000288788		chr11	-	59101577	59102374	-2.58	0.0448		-1.15	0.316	1	-0.873	0.444	1
ENSG00000091409	ITGA6	chr2	+	172427354	172506459	-0.0471	0.796	0.922	-0.0517	0.777	1	-0.177	0.333	1
ENSG00000007047	MARK4	chr19	+	45079288	45305284	0.0591	0.652	0.856	0.0526	0.688	1	0.0802	0.541	1
ENSG00000108559	NUP88	chr17	-	5359668	5420164	0.106	0.291	0.622	-0.0136	0.893	1	0.000138	0.999	1
ENSG00000108561	C1QBP	chr17	-	5432777	5448830	0.424	0.00973	0.2	0.0173	0.916	1	0.157	0.339	1
ENSG00000117461	PIK3R3	chr1	-	46040140	46133036	-0.261	0.202	0.536	-0.125	0.543	1	-0.257	0.21	1
ENSG00000072849	DERL2	chr17	-	5471254	5486811	0.15	0.247	0.583	0.0094	0.942	1	0.0755	0.562	1
ENSG00000112118	MCM3	chr6	-	52264014	52284881	0.0212	0.87	0.953	-0.0449	0.729	1	-0.0536	0.679	1
ENSG00000284837		chr17	+	5772234	5930696	-4.25	0.0242		-0.691	0.651	1	-2.24	0.171	1
ENSG00000179314	WSCD1	chr17	+	6057807	6124427	0.114	0.592	0.823	-0.0121	0.955	1	0.048	0.82	1
ENSG00000108244	KRT23	chr17	-	40922700	40937646	0.25	0.948		-2.61	0.507		-2.53	0.521	
ENSG00000129221	AIPL1	chr17	-	6393693	6435199	0.481	0.486		0.0326	0.963	1	0.638	0.355	1
ENSG00000129195	PIMREG	chr17	+	6444441	6451469	0.558	0.022	0.263	-0.0819	0.737	1	0.198	0.416	1
ENSG00000198920	KIAA0753	chr17	-	6578147	6640711	-0.0447	0.781	0.914	-0.163	0.31	1	-0.0683	0.671	1
ENSG00000256806	C17orf100	chr17	+	6651762	6693202	0.0903	0.745		-0.0881	0.752	1	0.0184	0.947	1
ENSG00000104517	UBR5	chr8	-	102252273	102412759	-0.336	0.0808	0.391	-0.0187	0.923	1	-0.17	0.376	1
ENSG00000108423	TUBD1	chr17	-	59859479	59892945	-0.219	0.254	0.592	0.0175	0.927	1	-0.182	0.344	1
ENSG00000132530	XAF1	chr17	+	6755447	6775647	-2.63	0.371		-0.905	0.755	1	-1.56	0.594	1
ENSG00000167123	CERCAM	chr9	+	128411751	128437351	0.342	0.456		0.122	0.791	1	0.305	0.507	1
ENSG00000136286	MYO1G	chr7	-	44962662	44979088	0.297	0.788		-0.261	0.817	1	0.638	0.56	1
ENSG00000291084		chr17	+	6853861	6954107	-0.35	0.199		-0.17	0.532	1	-0.0351	0.897	1
ENSG00000183166	CALN1	chr7	-	71779491	72447151	0.0324	0.906		-0.0193	0.944	1	0.0544	0.844	1
ENSG00000219200	RNASEK	chr17	+	7012417	7014532	0.29	0.129	0.458	0.0724	0.706	1	0.209	0.276	1
ENSG00000258315	C17orf49	chr17	+	7014495	7017525	0.172	0.387	0.698	0.0772	0.697	1	0.106	0.595	1
ENSG00000287707		chr3	-	51927071	51932483	0.492	0.258		0.669	0.122	1	0.309	0.483	1
ENSG00000198483	ANKRD35	chr1	-	145866560	145885866	0.057	0.827		0.0578	0.825	1	0.0646	0.805	1
ENSG00000161940	BCL6B	chr17	+	7023050	7030290	0.0312	0.865		-0.187	0.311	1	-0.00525	0.977	1
ENSG00000121005	CRISPLD1	chr8	+	74984505	75034558	0.424	0.00668	0.18	0.0979	0.533	1	0.196	0.212	1
ENSG00000115919	KYNU	chr2	+	142877657	143055833	0.238	0.864		0.411	0.767	1	-0.369	0.793	1
ENSG00000174327	SLC16A13	chr17	+	7036015	7040117	-0.252	0.346		-0.297	0.267	1	-0.419	0.12	1
ENSG00000131711	MAP1B	chr5	+	72107234	72209565	-0.339	0.088	0.398	-0.195	0.326	1	-0.289	0.146	1
ENSG00000167986	DDB1	chr11	-	61299451	61342596	0.135	0.174	0.503	0.0171	0.864	1	0.0413	0.678	1
ENSG00000174326	SLC16A11	chr17	-	7041621	7044092	-0.303	0.858		-1.33	0.446	1	-0.166	0.922	1
ENSG00000011028	MRC2	chr17	+	62627670	62693597	0.102	0.473	0.75	0.109	0.443	1	0.299	0.0354	1
ENSG00000269964	MEI4	chr6	+	77650274	77927045	-0.0103	0.983		-0.458	0.346	1	-0.578	0.239	1
ENSG00000081059	TCF7	chr5	+	134114681	134151865	0.0843	0.744		-0.123	0.636	1	-0.106	0.684	1
ENSG00000204278	TMEM235	chr17	+	78231310	78240987	1.79	0.351		0.541	0.784	1	1.66	0.386	1
ENSG00000161944	ASGR2	chr17	-	7101322	7115700	2.6	0.631		0.792	0.885		0	1	
ENSG00000162722	TRIM58	chr1	+	247857187	247880138	-0.48	0.594		0.299	0.738	1	-0.178	0.843	1
ENSG00000132535	DLG4	chr17	-	7187187	7219841	0.0733	0.592	0.823	1.46e-05	1	1	0.036	0.793	1
