gene_ID	hgnc_symbol	chr	strand	start	end	MEF2C_CE_log2FoldChange	MEF2C_CE_pvalue	MEF2C_CE_padj	MEF2C_KO_log2FoldChange	MEF2C_KO_pvalue	MEF2C_KO_padj	MEF2C_PTC_log2FoldChange	MEF2C_PTC_pvalue	MEF2C_PTC_padj
ENSG00000115419	GLS	chr2	+	190880821	190965552	-0.343	0.194	0.654	-0.00678	0.98	1	-0.0699	0.791	1
ENSG00000185070	FLRT2	chr14	+	85530144	85654428	-0.839	0.164	0.635	0.212	0.725	1	0.0337	0.955	1
ENSG00000180066	LINC02870	chr10	+	132444327	132449408	0.562	0.395	0.771	-0.508	0.481	1	0.219	0.741	1
ENSG00000140368	PSTPIP1	chr15	+	76993359	77037475	0.0203	0.989	0.998	-0.135	0.929	1	-3.15	0.0778	
ENSG00000140391	TSPAN3	chr15	-	77041404	77083984	-0.0381	0.744	0.924	0.104	0.372	1	-0.0264	0.82	1
ENSG00000196954	CASP4	chr11	-	104942866	104969366	0.92	0.154	0.628	0.196	0.762	1	0.221	0.732	1
ENSG00000183828	NUDT14	chr14	-	105172938	105181323	-0.144	0.617	0.882	0.43	0.121	1	0.254	0.36	1
ENSG00000173517	PEAK1	chr15	-	77100656	77420144	-0.00449	0.967	0.993	-0.14	0.196	1	-0.0795	0.463	1
ENSG00000101152	DNAJC5	chr20	+	63895126	63936031	0.273	0.0989	0.597	0.0691	0.677	1	0.0651	0.694	1
ENSG00000140382	HMG20A	chr15	+	77420412	77485607	-0.0404	0.702	0.913	-0.165	0.117	1	-0.0977	0.352	1
ENSG00000244265	SIAH2-AS1	chr3	+	150761937	150873554	0.516	0.307	0.72	0.0558	0.913	1	0.146	0.772	1
ENSG00000259420		chr15	+	77568970	77608888	-0.592	0.838		-3.16	0.292		-0.346	0.903	1
ENSG00000164744	SUN3	chr7	-	47987148	48029119	-0.231	0.508	0.83	0.271	0.416	1	-0.000611	0.999	1
ENSG00000013375	PGM3	chr6	-	83147324	83193936	-0.1	0.486	0.818	-0.0507	0.724	1	-0.0123	0.931	1
ENSG00000289268		chr11	-	61797424	61799145	-0.287	0.527	0.84	0.0439	0.921	1	-0.139	0.754	1
ENSG00000197586	ENTPD6	chr20	+	25195693	25228075	0.182	0.15	0.628	0.172	0.173	1	0.0671	0.594	1
ENSG00000146833	TRIM4	chr7	-	99876958	99919531	0.122	0.325	0.731	0.088	0.476	1	0.158	0.197	1
ENSG00000133027	PEMT	chr17	-	17505563	17591708	0.508	0.00527	0.589	0.315	0.0826	1	0.103	0.571	1
ENSG00000002586	CD99	chrX	+	2691187	2741309	-0.128	0.422	0.785	0.146	0.362	1	-0.051	0.75	1
ENSG00000175305	CCNE2	chr8	-	94879770	94896678	0.0313	0.898	0.979	-0.339	0.166	1	-0.0976	0.685	1
ENSG00000154001	PPP2R5E	chr14	-	63371364	63543377	0.0198	0.817	0.945	0.0133	0.876	1	-0.0152	0.859	1
ENSG00000166411	IDH3A	chr15	+	78131498	78171945	0.444	0.0475	0.589	0.0802	0.72	1	0.0538	0.81	1
ENSG00000103740	ACSBG1	chr15	-	78167468	78245688	-0.997	0.278	0.704	-0.545	0.523	1	-2.52	0.0235	1
ENSG00000140403	DNAJA4	chr15	+	78264086	78282196	0.267	0.114	0.605	-0.033	0.846	1	0.131	0.435	1
ENSG00000140395	SKIC8	chr15	-	78277835	78299703	-0.0322	0.759	0.928	-0.0941	0.365	1	-0.0886	0.392	1
ENSG00000272418		chr15	-	78280950	78282190	1.61	0.416	0.782	1.42	0.471	1	0.637	0.759	1
ENSG00000166426	CRABP1	chr15	+	78340353	78348225	1.05	0.641	0.891	-0.115	0.961		0.716	0.751	1
ENSG00000136381	IREB2	chr15	+	78437431	78501453	-0.074	0.495	0.824	-0.0269	0.804	1	-0.0185	0.864	1
ENSG00000041357	PSMA4	chr15	+	78540405	78552417	0.223	0.118	0.607	0.0681	0.632	1	0.025	0.86	1
ENSG00000169684	CHRNA5	chr15	+	78565520	78595269	-0.392	0.19	0.65	0.11	0.694	1	-0.254	0.373	1
ENSG00000135540	NHSL1	chr6	-	138422043	138692571	0.597	0.123	0.61	-0.118	0.76	1	0.00364	0.992	1
ENSG00000188554	NBR1	chr17	+	43170481	43211689	0.117	0.16	0.63	0.0977	0.239	1	0.103	0.212	1
ENSG00000082458	DLG3	chrX	+	70444835	70505490	-0.337	0.215	0.665	0.0195	0.943	1	-0.00403	0.988	1
ENSG00000065183	WDR3	chr1	+	117929720	117966543	0.242	0.246	0.687	-0.0864	0.68	1	-0.0314	0.88	1
ENSG00000080644	CHRNA3	chr15	-	78593052	78621295	-2.08	0.254	0.692	-0.832	0.609	1	-3.37	0.0648	1
ENSG00000224812	TMEM72-AS1	chr10	-	44793119	44959724	0.0671	0.883	0.972	-0.519	0.271	1	0.225	0.606	1
ENSG00000185787	MORF4L1	chr15	+	78810487	78898139	0.147	0.191	0.651	0.137	0.225	1	0.109	0.335	1
ENSG00000272447		chr10	+	79825902	79827602	-0.202	0.485	0.818	-0.184	0.52	1	0.173	0.537	1
ENSG00000177699		chr15	+	78978889	78985926	1.08	0.54	0.847	-1.03	0.607	1	-1.13	0.573	1
ENSG00000242797	GLYCTK-AS1	chr3	-	52288580	52299067	-1.91	0.113	0.605	-1.53	0.173	1	-1.62	0.149	1
ENSG00000172366	MCRIP2	chr16	+	636817	648474	0.288	0.361	0.749	0.0471	0.881	1	-0.117	0.711	1
ENSG00000163950	SLBP	chr4	-	1692731	1712344	0.0264	0.878	0.971	0.203	0.238	1	0.185	0.282	1
ENSG00000235711	ANKRD34C	chr15	+	79282722	79298239	-0.605	0.684	0.908	0.353	0.794	1	0.0531	0.969	1
ENSG00000231829		chr10	-	95109136	95111642	-0.409	0.326	0.733	-0.18	0.659	1	-0.418	0.308	1
ENSG00000169330	MINAR1	chr15	+	79432336	79472304	0.0728	0.55	0.853	-0.0668	0.581	1	-0.0147	0.902	1
ENSG00000122025	FLT3	chr13	-	28003274	28100592	1.09	0.606	0.878	-0.935	0.684		0.955	0.648	1
ENSG00000136371	MTHFS	chr15	-	79833585	79897379	-0.0816	0.685	0.908	0.0985	0.621	1	0.101	0.612	1
ENSG00000012232	EXTL3	chr8	+	28600469	28756561	-0.246	0.317	0.728	0.131	0.593	1	0.0463	0.85	1
ENSG00000276593		chr15	+	49353485	49354034	-1.3	0.333	0.736	-0.706	0.572	1	-0.764	0.539	1
ENSG00000278600		chr15	-	79920195	79922455	-0.425	0.0562	0.589	-0.283	0.2	1	-0.238	0.279	1
ENSG00000086666	ZFAND6	chr15	+	80059568	80138393	0.447	0.0331	0.589	0.0358	0.864	1	-0.041	0.845	1
ENSG00000255690	TRIL	chr7	-	28953358	28958330	0.0627	0.737	0.922	-0.284	0.13	1	-0.0125	0.946	1
ENSG00000103876	FAH	chr15	+	80152490	80186946	-0.0177	0.899	0.98	-0.157	0.257	1	0.0318	0.816	1
ENSG00000164488	DACT2	chr6	-	168292830	168319777	1.32	0.0558	0.589	0.185	0.789	1	0.134	0.847	1
ENSG00000259967		chr15	+	80165923	80166980	-0.494	0.808	0.942	1.18	0.517	1	-0.64	0.749	1
ENSG00000143217	NECTIN4	chr1	-	161070998	161089558	0.847	0.096	0.597	-0.246	0.629	1	-0.0551	0.914	1
ENSG00000171132	PRKCE	chr2	+	45651345	46187990	0.736	0.0726	0.589	0.00225	0.996	1	-0.0192	0.963	1
ENSG00000172379	ARNT2	chr15	+	80404350	80597933	1.06	0.00813	0.589	0.492	0.221	1	0.24	0.551	1
ENSG00000277938		chr20	+	25229150	25231933	-0.551	0.208	0.66	-0.00733	0.986	1	-0.312	0.453	1
ENSG00000275345		chr15	+	90281858	90282270	-2.58	0.0768	0.589	-0.364	0.727	1	0.288	0.767	1
ENSG00000162913	OBSCN-AS1	chr1	-	228203503	228213664	-0.805	0.143	0.624	-0.724	0.172	1	-1.07	0.0498	1
ENSG00000136379	ABHD17C	chr15	+	80679684	80755621	1.04	0.0331	0.589	-0.0678	0.89	1	0.053	0.914	1
ENSG00000115540	MOB4	chr2	+	197515571	197553699	0.0678	0.587	0.869	0.0529	0.671	1	0.0283	0.82	1
ENSG00000271983		chr15	-	80693216	80693707	-0.309	0.78	0.937	-1.1	0.346	1	-0.124	0.908	1
ENSG00000103888	CEMIP	chr15	+	80779343	80951776	-0.0923	0.762	0.93	-0.0596	0.845	1	-0.312	0.305	1
ENSG00000119547	ONECUT2	chr18	+	57435374	57491298	-0.514	0.203	0.658	0.0558	0.888	1	0.115	0.771	1
ENSG00000259649		chr15	-	80896191	80909777	-0.557	0.693	0.91	-1.14	0.432	1	-1.52	0.305	1
ENSG00000171867	PRNP	chr20	+	4686350	4701590	-0.181	0.435	0.791	0.12	0.604	1	0.0167	0.942	1
ENSG00000010072	SPRTN	chr1	+	231337104	231355023	0.0849	0.441	0.793	-0.105	0.34	1	-0.0789	0.471	1
ENSG00000265784		chr17	-	38918801	38921769	0.115	0.972		-1.08	0.741		0.609	0.85	1
ENSG00000277782		chr15	-	80999593	80999981	-2.35	0.116	0.607	-2.16	0.133	1	-1.43	0.288	1
ENSG00000235173	HGH1	chr8	+	144137774	144140851	-0.0748	0.755	0.927	0.104	0.66	1	0.0244	0.918	1
ENSG00000276282		chr18	-	31895745	31896410	-0.0589	0.891	0.976	0.252	0.549	1	-0.11	0.795	1
ENSG00000140406	TLNRD1	chr15	+	81000923	81005788	-0.218	0.452	0.8	0.204	0.481	1	0.182	0.529	1
ENSG00000198721	ECI2	chr6	-	4115693	4135597	-0.249	0.436	0.791	0.181	0.569	1	0.0853	0.789	1
ENSG00000277791	PSMB3	chr17	+	38752741	38764225	0.398	0.0481	0.589	0.0725	0.719	1	0.0428	0.832	1
ENSG00000271917		chr1	+	164828436	164829952	-0.424	0.4	0.773	-0.08	0.867	1	0.0863	0.854	1
ENSG00000139910	NOVA1	chr14	-	26443090	26598033	-0.518	0.252	0.69	0.0569	0.896	1	0.198	0.648	1
ENSG00000156206	CFAP161	chr15	+	81007033	81149179	2.46	0.253		1.65	0.462		1.68	0.45	
ENSG00000239569	KMT2E-AS1	chr7	-	105013277	105014321	0.582	0.0949	0.597	0.536	0.12	1	0.282	0.418	1
ENSG00000197641	SERPINB13	chr18	+	63586989	63604639	-0.88	0.66	0.899	-0.715	0.712	1	0.218	0.905	1
ENSG00000172349	IL16	chr15	+	81159575	81314058	0.0707	0.947	0.993	-0.324	0.764	1	-0.316	0.768	1
ENSG00000278996		chr21	+	8197620	8227646	0.506			-8.23			-1.16		
ENSG00000291085		chr22	+	20701114	20704606	0.357	0.491	0.822	0.0272	0.958	1	0.198	0.699	1
ENSG00000259343	TMC3-AS1	chr15	+	81324338	81518200	0.393	0.456	0.802	-0.359	0.516	1	0.313	0.546	1
ENSG00000188869	TMC3	chr15	-	81331088	81374213	-1.37	0.371	0.757	-1.01	0.487	1	-0.919	0.522	1
ENSG00000254048		chr8	-	58991720	58992938	-0.71	0.747		0.39	0.849	1	1.11	0.572	1
ENSG00000183496	MEX3B	chr15	-	82041778	82046119	-0.84	0.0546	0.589	0.13	0.763	1	0.0667	0.877	1
ENSG00000257467	PPFIA2-AS1	chr12	+	81270669	81312422	0.595	0.747	0.925	-0.647	0.745		0.564	0.756	1
ENSG00000289155		chr5	+	138543464	138544243	0.218	0.664	0.901	0.591	0.224	1	-0.0905	0.857	1
ENSG00000278662	GOLGA6L10	chr15	-	82339993	82349475	-0.601	0.0685	0.589	0.00885	0.977	1	0.3	0.316	1
ENSG00000178409	BEND3	chr6	-	107065182	107115515	0.468	0.0366	0.589	0.0183	0.935	1	0.0235	0.917	1
ENSG00000163701	IL17RE	chr3	+	9902612	9916402	-0.334	0.343	0.741	0.192	0.582	1	-0.0637	0.855	1
ENSG00000225783	MIAT	chr22	+	26646411	26676475	-0.334	0.253	0.691	-0.0766	0.788	1	-0.153	0.59	1
ENSG00000197978	GOLGA6L9	chr15	+	82429816	82439153	-0.462	0.0959	0.597	-0.194	0.481	1	-0.18	0.513	1
ENSG00000290948		chr15	-	82472993	82513950	-0.597	0.0269	0.589	-0.148	0.571	1	0.133	0.605	1
ENSG00000160439	RDH13	chr19	-	55039108	55071291	-0.336	0.311	0.723	-1.35	4.97e-05	0.25	-0.379	0.252	1
ENSG00000103723	AP3B2	chr15	-	82659281	82710112	-0.364	0.198	0.657	-0.103	0.708	1	0.0515	0.85	1
ENSG00000271452		chr2	+	75669989	75670454	-0.21	0.604	0.877	-0.564	0.168	1	-0.336	0.397	1
ENSG00000290366		chr17	+	6657034	6693577	-0.393	0.538	0.846	-0.00751	0.99	1	-0.594	0.346	1
ENSG00000238113	LINC01410	chr9	+	62801461	62813486	-0.64	0.377	0.76	-0.6	0.392	1	-0.213	0.749	1
ENSG00000286872		chr15	-	83095333	83108754	-0.699	0.692	0.909	-2.5	0.201	1	-1.68	0.368	1
ENSG00000166503	HDGFL3	chr15	-	83112738	83207823	-0.416	0.216	0.666	0.102	0.762	1	0.104	0.756	1
ENSG00000250072	SH3TC2-DT	chr5	+	149063239	149129578	0.358	0.515	0.834	-0.864	0.122	1	-0.223	0.686	1
ENSG00000276278		chr15	-	84622015	84623237	-0.366	0.766	0.931	-1.41	0.285	1	-1.94	0.163	1
ENSG00000174576	NPAS4	chr11	+	66421035	66426707	-1.01	0.185	0.647	-0.564	0.437	1	-0.498	0.488	1
ENSG00000141627	DYM	chr18	-	49036387	49461347	0.337	0.0683	0.589	-0.0251	0.892	1	0.0257	0.889	1
ENSG00000274925	ZKSCAN2-DT	chr16	+	25257952	25261066	-0.078	0.765	0.931	-0.305	0.242	1	-0.226	0.384	1
ENSG00000169594	BNC1	chr15	-	83255884	83284664	-0.306	0.335	0.737	0.226	0.475	1	0.103	0.744	1
ENSG00000290689		chr15	-	84199311	84230136	-0.284	0.176	0.641	-0.00406	0.984	1	0.0377	0.856	1
ENSG00000260565	ERVK13-1	chr16	-	2660348	2682398	-0.26	0.0639	0.589	-0.398	0.00461	1	-0.283	0.043	1
ENSG00000100372	SLC25A17	chr22	-	40769630	40819399	0.0955	0.337	0.737	0.0386	0.696	1	-0.047	0.634	1
ENSG00000184206	GOLGA6L4	chr15	+	84235773	84245358	-0.574	0.178	0.644	-0.204	0.628	1	-0.147	0.727	1
ENSG00000291026		chr15	-	84507885	84511468	-0.814	0.0442	0.589	0.0318	0.936	1	0.0856	0.829	1
ENSG00000291027	UBE2Q2P1	chr15	-	84527196	84571216	-0.885	0.0472	0.589	-0.102	0.816	1	-0.0607	0.89	1
ENSG00000291028		chr15	+	84570649	84580175	-1.86	0.224	0.671	-0.0735	0.953	1	-0.323	0.796	1
ENSG00000276449		chr19	+	57449689	57453011	-0.464	0.106	0.601	-0.477	0.0913	1	-0.206	0.455	1
ENSG00000275120	ZSCAN2-AS1	chr15	-	84597809	84633988	0.0769	0.963	0.993	0.869	0.572	1	-0.11	0.947	1
ENSG00000173757	STAT5B	chr17	-	42199176	42288633	0.203	0.269	0.701	-0.0865	0.637	1	-0.0386	0.833	1
ENSG00000263680		chr17	+	72425939	72428852	2.7	0.239	0.681	2.02	0.385	1	1.95	0.401	
ENSG00000105341	DMAC2	chr19	-	41431318	41440717	0.0331	0.799	0.939	0.163	0.205	1	0.228	0.0751	1
ENSG00000176371	ZSCAN2	chr15	+	84600986	84627796	-0.34	0.164	0.634	0.0376	0.876	1	0.0579	0.809	1
ENSG00000132334	PTPRE	chr10	+	127907103	128085855	0.481	0.206	0.659	-0.352	0.355	1	-0.122	0.748	1
ENSG00000121410	A1BG	chr19	-	58345178	58353492	-0.18	0.731	0.921	0.257	0.603	1	0.921	0.0518	1
ENSG00000140612	SEC11A	chr15	-	84669538	84716460	0.387	0.169	0.637	-0.119	0.673	1	-0.00812	0.977	1
ENSG00000255182		chr8	-	144495458	144505444	-0.954	0.0715	0.589	-0.556	0.261	1	-1.18	0.024	1
ENSG00000287088		chr21	+	44530172	44533145	1.2	0.597		1.27	0.57	1	0.717	0.755	1
ENSG00000179943	FIZ1	chr19	-	55591376	55601970	-0.202	0.322	0.73	0.146	0.468	1	0.0569	0.777	1
ENSG00000259415		chr15	+	84753122	84754502	0.186	0.693	0.91	-0.907	0.0771	1	-0.336	0.482	1
ENSG00000121577	POPDC2	chr3	-	119636457	119665324	-0.493	0.147	0.627	-0.0743	0.825	1	0.159	0.636	1
ENSG00000073417	PDE8A	chr15	+	84980440	85139145	0.104	0.655	0.897	-0.23	0.323	1	-0.178	0.445	1
ENSG00000291211		chr15	+	85196444	85213905	-1.41	0.0211	0.589	-0.299	0.604	1	-0.199	0.727	1
ENSG00000291212		chr15	-	85270304	85330352	-2.24	0.372		-0.583	0.811	1	-0.759	0.756	1
ENSG00000185278	ZBTB37	chr1	+	173868082	173903547	0.00713	0.932	0.991	-0.101	0.227	1	-0.075	0.368	1
ENSG00000259926		chr16	+	53448748	53449590	-0.464	0.437	0.791	0.0303	0.956	1	-0.214	0.701	1
ENSG00000153064	BANK1	chr4	+	101411286	102074812	-0.125	0.704	0.914	-0.108	0.736	1	0.121	0.7	1
ENSG00000170776	AKAP13	chr15	+	85380571	85749358	-0.00809	0.909	0.983	-0.0589	0.406	1	-0.0324	0.647	1
ENSG00000118004	COLEC11	chr2	+	3594832	3644644	-0.579	0.365	0.753	-0.714	0.258	1	-0.244	0.681	1
ENSG00000130517	PGPEP1	chr19	+	18340598	18369950	0.313	0.198	0.656	0.00356	0.988	1	0.0164	0.946	1
ENSG00000228358	LINC02263	chr4	+	117360596	117412712	0	1		2.69	0.251	1	2.16	0.366	
ENSG00000254505	CHMP4A	chr14	-	24209615	24213830	-0.074	0.586	0.869	0.126	0.343	1	0.134	0.311	1
ENSG00000259453		chr15	+	85701109	85702771	-0.388	0.377	0.76	-0.599	0.171	1	-0.386	0.363	1
ENSG00000291214		chr17	+	68101871	68161227	-0.133	0.66	0.899	0.247	0.411	1	0.103	0.731	1
ENSG00000259407		chr15	-	85744109	85750281	-0.372	0.774	0.935	0.535	0.661	1	-0.406	0.749	1
ENSG00000118707	TGIF2	chr20	+	36573488	36593950	-0.0736	0.623	0.885	0.0796	0.59	1	0.151	0.303	1
ENSG00000259416	LINC02883	chr15	-	85754941	85756237	1.51	0.499		0.752	0.744		1.27	0.569	1
ENSG00000273540	AGBL1	chr15	+	86079871	87049169	-1.79	0.113	0.605	-0.167	0.849	1	0.139	0.869	1
ENSG00000008441	NFIX	chr19	+	12995475	13098796	-2.69	0.0756	0.589	-0.477	0.69	1	-0.461	0.698	1
ENSG00000183741	CBX6	chr22	-	38861422	38872249	0.209	0.0978	0.597	0.218	0.0817	1	-0.0126	0.92	1
ENSG00000110200	ANAPC15	chr11	-	72106378	72112780	0.0325	0.891	0.976	0.344	0.142	1	0.367	0.117	1
ENSG00000262001	DLGAP1-AS2	chr18	+	3603000	3610103	-0.665	0.172	0.639	0.261	0.587	1	0.0227	0.962	1
ENSG00000140538	NTRK3	chr15	-	87859751	88256791	-2.39	0.0126	0.589	-0.789	0.312	1	-0.833	0.283	1
ENSG00000163507	CIP2A	chr3	-	108549864	108589644	0.0417	0.776	0.935	-0.048	0.742	1	-0.0402	0.783	1
ENSG00000182901	RGS7	chr1	-	240767636	241357374	-0.78	0.479	0.815	1.9	0.0374	1	0.716	0.451	1
ENSG00000142669	SH3BGRL3	chr1	+	26280086	26281522	-0.173	0.606	0.878	0.487	0.146	1	0.319	0.341	1
ENSG00000259494	MRPL46	chr15	-	88459477	88467390	0.328	0.157	0.629	0.0429	0.853	1	0.106	0.647	1
ENSG00000287966	LARRPM	chr6	-	26966975	27020310	0.456	0.461	0.804	0.0717	0.909	1	-0.227	0.72	1
ENSG00000108107	RPL28	chr19	+	55385932	55403250	0.482	0.0076	0.589	0.237	0.19	1	0.222	0.219	1
ENSG00000181991	MRPS11	chr15	+	88467453	88480776	0.25	0.0701	0.589	0.0777	0.574	1	0.032	0.816	1
ENSG00000260361		chr15	-	92779757	92781492	-0.566	0.255	0.692	-0.309	0.516	1	-0.673	0.166	1
ENSG00000181026	AEN	chr15	+	88621337	88632281	0.304	0.0519	0.589	0.102	0.515	1	0.0666	0.67	1
ENSG00000176407	KCMF1	chr2	+	84971093	85059472	0.0545	0.716	0.918	0.145	0.332	1	0.0404	0.787	1
ENSG00000257839	PHLDA1-DT	chr12	+	76032658	76033897	-0.886	0.512	0.832	-0.0187	0.988	1	0.493	0.67	1
ENSG00000172183	ISG20	chr15	+	88635670	88656483	0.201	0.449	0.797	-0.26	0.331	1	0.0226	0.932	1
ENSG00000101160	CTSZ	chr20	-	58985686	59008238	0.198	0.0681	0.589	0.172	0.111	1	0.0842	0.436	1
ENSG00000259676		chr15	-	88797413	88798734	1.77	0.0462	0.589	0.503	0.586	1	0.596	0.514	1
ENSG00000133962	CATSPERB	chr14	-	91580696	91780707	0.148	0.719	0.918	-0.628	0.137	1	-0.39	0.346	1
ENSG00000140511	HAPLN3	chr15	-	88877294	88895597	0.828	0.0315	0.589	-0.0904	0.815	1	0.0158	0.967	1
ENSG00000116514	RNF19B	chr1	-	32936445	32964809	0.154	0.156	0.628	0.0335	0.757	1	0.0594	0.582	1
ENSG00000140545	MFGE8	chr15	-	88898683	88913468	-0.312	0.134	0.617	0.0101	0.961	1	-0.0871	0.676	1
ENSG00000171492	LRRC8D	chr1	+	89821014	89936611	0.574	0.0653	0.589	-0.164	0.598	1	-0.0812	0.795	1
ENSG00000140526	ABHD2	chr15	+	89087459	89202355	-0.0735	0.667	0.902	0.0542	0.751	1	-0.0175	0.918	1
ENSG00000140522	RLBP1	chr15	-	89209869	89221614	0.645	0.415	0.781	-0.106	0.894	1	-0.271	0.734	1
ENSG00000286804		chr8	-	28414499	28416593	1.88	0.504	0.829	-0.115	0.969		-1.18	0.69	
ENSG00000059915	PSD	chr10	-	102402617	102421539	0.512	0.239	0.681	0.0236	0.957	1	0.134	0.758	1
ENSG00000261231	LINC02133	chr16	+	47724568	47908431	-0.44	0.803	0.94	-0.229	0.891	1	-0.197	0.906	1
ENSG00000069702	TGFBR3	chr1	-	91680343	91906335	0.777	0.0697	0.589	0.00981	0.982	1	-0.0433	0.919	1
ENSG00000139579	NABP2	chr12	+	56222015	56229854	0.456	0.00201	0.589	0.354	0.0156	1	0.448	0.00202	1
ENSG00000140534	TICRR	chr15	+	89575469	89631056	-0.00486	0.981	0.996	-0.22	0.271	1	-0.0969	0.627	1
ENSG00000107651	SEC23IP	chr10	+	119892707	119944657	-0.00734	0.941	0.993	0.0273	0.782	1	0.0462	0.64	1
ENSG00000126456	IRF3	chr19	-	49659569	49665875	0.0869	0.564	0.86	0.00273	0.986	1	0.0197	0.896	1
ENSG00000166813	KIF7	chr15	-	89608789	89663086	-0.32	0.324	0.731	-0.00266	0.993	1	0.0432	0.893	1
ENSG00000166819	PLIN1	chr15	-	89664367	89679427	-0.847	0.547	0.852	1.47	0.166	1	0.621	0.578	1
ENSG00000166821	PEX11A	chr15	-	89677764	89690783	-0.033	0.907	0.982	-0.297	0.295	1	0.129	0.638	1
ENSG00000166823	MESP1	chr15	-	89749875	89751249	-0.34	0.887	0.974	-2.65	0.289		0.161	0.944	1
ENSG00000097021	ACOT7	chr1	-	6264269	6393767	-0.209	0.578	0.865	0.314	0.402	1	0.175	0.64	1
ENSG00000099625	CBARP	chr19	-	1228287	1238027	-0.229	0.337	0.737	0.151	0.515	1	-0.0541	0.816	1
ENSG00000188095	MESP2	chr15	+	89760591	89778754	1.08	0.537	0.846	0.512	0.774	1	0.732	0.675	1
ENSG00000128915	ICE2	chr15	-	60419609	60479160	-0.0119	0.89	0.975	-0.192	0.0251	1	-0.142	0.0958	1
ENSG00000104872	PIH1D1	chr19	-	49446298	49453497	0.059	0.617	0.882	0.0103	0.93	1	0.0886	0.445	1
ENSG00000166825	ANPEP	chr15	-	89784895	89815401	0.582	0.31	0.722	0.111	0.846	1	0.11	0.848	1
ENSG00000157823	AP3S2	chr15	-	89830599	89894638	-0.0298	0.797	0.939	0.0923	0.423	1	0.0466	0.685	1
ENSG00000242498	ARPIN	chr15	-	89895006	89912952	-0.193	0.331	0.735	0.0574	0.771	1	-0.0393	0.842	1
ENSG00000248544		chr5	-	157375741	157384950	-0.449	0.097	0.597	0.0706	0.785	1	-0.0615	0.813	1
ENSG00000168701	TMEM208	chr16	+	67227103	67229278	0.34	0.113	0.605	0.0658	0.759	1	-0.0579	0.787	1
ENSG00000183208	GDPGP1	chr15	+	90233808	90245811	0.0392	0.863	0.964	-0.286	0.211	1	-0.0509	0.819	1
ENSG00000213471	TTLL13	chr15	+	90249530	90265482	2.61	0.0459	0.589	1.69	0.204	1	1.24	0.361	1
ENSG00000101986	ABCD1	chrX	+	153724856	153744755	0.792	0.101	0.598	0.0799	0.868	1	0.0442	0.927	1
ENSG00000266010	GATA6-AS1	chr18	-	22164886	22169878	-0.373	0.296	0.714	0.062	0.86	1	-0.147	0.676	1
ENSG00000143452	HORMAD1	chr1	-	150698060	150720895	0.116	0.971		1.08	0.731		1.43	0.646	
ENSG00000133111	RFXAP	chr13	+	36819222	36829104	0.0496	0.807	0.942	-0.379	0.0661	1	-0.347	0.0884	1
ENSG00000182768	NGRN	chr15	+	90265659	90275778	0.124	0.398	0.772	0.259	0.0768	1	0.202	0.168	1
ENSG00000196391	ZNF774	chr15	+	90352284	90369146	-0.246	0.129	0.613	-0.123	0.438	1	-0.0878	0.576	1
ENSG00000259736	CRTC3-AS1	chr15	-	90620007	90717141	-0.251	0.823	0.948	0.0543	0.96	1	-0.0221	0.984	1
ENSG00000285560		chr15	-	90630535	90631755	-0.177	0.94	0.993	-2.57	0.31	1	-2.67	0.292	1
ENSG00000111727	HCFC2	chr12	+	104064531	104106524	0.0141	0.916	0.985	-0.195	0.144	1	0.15	0.252	1
ENSG00000278370		chr15	+	90650631	90651103	2.36	0.187	0.649	1.29	0.493	1	-0.214	0.917	
ENSG00000231856		chr13	+	51803838	51813832	0.365	0.333	0.736	0.454	0.218	1	0.0636	0.866	1
ENSG00000108375	RNF43	chr17	-	58353676	58417595	-0.00184	0.993	0.999	-0.271	0.194	1	-0.156	0.448	1
ENSG00000290384		chr19	-	186373	195696	-0.706	0.335	0.737	-0.694	0.332	1	0.0826	0.902	1
ENSG00000197299	BLM	chr15	+	90717346	90816166	0.101	0.583	0.868	-0.162	0.38	1	-0.0415	0.821	1
ENSG00000283213		chr16	-	22806289	22813680	-2.38	0.271	0.701	-0.183	0.924	1	-1.89	0.369	1
ENSG00000287061		chr15	-	90811528	90815544	0.678	0.492	0.822	-1.08	0.345	1	0.429	0.662	1
ENSG00000135241	PNPLA8	chr7	-	108470417	108569666	0.277	0.115	0.605	0.0224	0.899	1	0.0209	0.905	1
ENSG00000140564	FURIN	chr15	+	90868588	90883564	0.974	0.048	0.589	0.0915	0.853	1	0.0568	0.908	1
ENSG00000270076		chr8	+	11202965	11203671	-1.14	0.0762	0.589	-0.638	0.292	1	-0.856	0.16	1
ENSG00000249421	ADAMTS19-AS1	chr5	-	129424782	129461076	1.39	0.408	0.778	1.22	0.464	1	1.07	0.523	1
ENSG00000159640	ACE	chr17	+	63477061	63498380	-0.0994	0.777	0.936	0.0418	0.901	1	0.0667	0.841	1
ENSG00000182511	FES	chr15	+	90883695	90895776	0.301	0.366	0.753	-0.26	0.437	1	-0.0308	0.926	1
ENSG00000140553	UNC45A	chr15	+	90930180	90954093	0.175	0.169	0.637	0.123	0.333	1	0.0982	0.437	1
ENSG00000065054	NHERF2	chr16	+	2025356	2039026	-0.428	0.436	0.791	0.684	0.209	1	0.404	0.457	1
ENSG00000286558		chr4	+	158262995	158270211	-1.09	0.138	0.62	-0.336	0.601	1	0.0541	0.93	1
