gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000186399	GOLGA8R	chr15	-	30400562	30414260	-0.207	0.749		-0.425	0.513		-0.0713	0.911	1
ENSG00000169122	FAM110B	chr8	+	57994523	58204279	0.0274	0.903	0.987	0.243	0.272	0.717	0.142	0.522	1
ENSG00000289083		chr15	-	30427080	30470946	0.19	0.867		-0.0284	0.981		-1.09	0.406	1
ENSG00000290876		chr15	+	30477821	30507623	0.394	0.338	0.853	0.188	0.652		-0.085	0.842	1
ENSG00000151773	CCDC122	chr13	-	43823909	43879740	0.444	0.0622	0.561	0.276	0.25	0.701	0.224	0.353	1
ENSG00000270055		chr15	+	30487963	30490313	-0.112	0.749	0.962	-0.322	0.364	0.781	-0.0899	0.797	1
ENSG00000099917	MED15	chr22	+	20495913	20587632	0.0664	0.462	0.898	0.077	0.389	0.795	0.123	0.17	1
ENSG00000175104	TRAF6	chr11	-	36483769	36510272	0.202	0.0732	0.584	0.0276	0.807	0.96	-0.0011	0.992	1
ENSG00000275601		chr15	-	43642389	43643023	0.381	0.537		-0.0652	0.918		-0.775	0.249	1
ENSG00000260693		chr15	+	30540093	30545969	-1.91	0.373		-1.29	0.541		-1.7	0.421	
ENSG00000105357	MYH14	chr19	+	50188186	50310542	0.24	0.205	0.765	0.13	0.492	0.846	0.21	0.265	1
ENSG00000270016		chr15	-	30607695	30608193	0.716	0.719		-0.632	0.767		-1.61	0.467	
ENSG00000286895		chr12	+	8243147	8342048	-1.06	0.705		-1.88	0.497		-0.956	0.73	
ENSG00000285077	ARHGAP11B	chr15	+	30624494	30649529	0.266	0.186	0.747	-0.0745	0.712	0.936	0.0215	0.915	1
ENSG00000184007	PTP4A2	chr1	-	31906421	31944856	-0.0511	0.655	0.946	0.203	0.0733	0.455	0.0387	0.732	1
ENSG00000262155	LINC02175	chr16	+	25066937	25088618	0.334	0.306	0.834	0.675	0.0345	0.336	-0.00279	0.993	1
ENSG00000290886		chr15	+	30646132	30723495	0.0974	0.933		-0.679	0.581		-0.384	0.748	1
ENSG00000198690	FAN1	chr15	+	30890559	30943108	0.203	0.122	0.677	0.0669	0.61	0.896	0.104	0.429	1
ENSG00000166912	MTMR10	chr15	-	30938941	30991628	-0.237	0.081	0.603	-0.178	0.186	0.642	-0.11	0.414	1
ENSG00000134160	TRPM1	chr15	-	31001065	31161160	-0.28	0.56	0.927	-0.374	0.442	0.822	-0.282	0.557	1
ENSG00000169247	SH3TC2	chr5	-	148923639	149063163	0.186	0.186	0.747	0.0149	0.915	0.986	0.0402	0.773	1
ENSG00000215910	C1orf167	chr1	+	11761787	11789585	-1.81	0.504		-1.52	0.572		-0.601	0.818	
ENSG00000177873	ZNF619	chr3	+	40477113	40491053	0.119	0.584	0.932	-0.0661	0.763	0.95	-0.169	0.441	1
ENSG00000259772	LINC03034	chr15	-	31202934	31230886	1.68	0.556		0.941	0.743		1.73	0.542	
ENSG00000259146	SIPA1L1-AS1	chr14	-	71292729	71321882	0.208	0.876		0.276	0.83		0.0908	0.945	
ENSG00000188859	FAM78B	chr1	-	166057426	166167001	1.59	0.601		2.54	0.389		-0.0747	0.981	
ENSG00000267783		chr19	+	14118980	14119581	-1.05	0.568		-1	0.579		-0.436	0.8	
ENSG00000286130		chrY	-	2828192	2840851	-0.689	0.594		-1.01	0.471		-1.11	0.427	1
ENSG00000291068		chr1	-	223951394	223992628	0.547	0.00459	0.206	0.307	0.116	0.545	0.153	0.44	1
ENSG00000169926	KLF13	chr15	+	31326835	31435665	0.0481	0.648	0.946	0.0877	0.4	0.8	0.0418	0.689	1
ENSG00000116171	SCP2	chr1	+	52927276	53051698	-0.104	0.319	0.847	-0.227	0.0284	0.31	-0.0974	0.346	1
ENSG00000276724		chr15	+	32583612	32584312	-0.637	0.639		-0.605	0.662		-2.59	0.117	1
ENSG00000262728	ARHGAP11A-DT	chr15	-	32585524	32615158	0.778	0.57		1.62	0.223		1.31	0.328	
ENSG00000198826	ARHGAP11A	chr15	+	32615144	32639941	-0.0512	0.771	0.968	-0.149	0.393	0.797	-0.0632	0.717	1
ENSG00000289215		chrX	-	32353833	32356406	-3	0.448		-3.89	0.319		-3.91	0.317	
ENSG00000166922	SCG5	chr15	+	32641676	32697098	0.379	0.448		0.64	0.193		0.381	0.448	1
ENSG00000257727	CNPY2	chr12	-	56309842	56316119	-0.129	0.137	0.696	-0.214	0.0133	0.224	-0.0747	0.386	1
ENSG00000248905	FMN1	chr15	-	32765544	33194714	-0.109	0.402	0.879	-0.392	0.00313	0.108	-0.379	0.0042	1
ENSG00000260955		chr8	-	54042989	54045629	2.01	0.155		0.935	0.536		0.439	0.78	
ENSG00000100368	CSF2RB	chr22	+	36913628	36940439	-0.193	0.45	0.895	0.233	0.357	0.777	-0.0187	0.941	1
ENSG00000169660	HEXD	chr17	+	82418318	82442645	0.248	0.288	0.821	0.109	0.644	0.908	0.334	0.151	1
ENSG00000131018	SYNE1	chr6	-	152121687	152637801	0.15	0.45	0.895	-0.329	0.0941	0.508	0.0999	0.611	1
ENSG00000288752		chr8	+	98045653	98047471	-0.409	0.256	0.805	-0.0231	0.947	0.992	-0.231	0.517	1
ENSG00000198838	RYR3	chr15	+	33310962	33866121	-0.288	0.549		0.0225	0.962		0.197	0.672	1
ENSG00000276702		chr15	-	33850538	33851178	1.48	0.421		1.08	0.564		-1.01	0.629	
ENSG00000259408		chr15	-	33851785	33856809	-0.465	0.491		-0.499	0.461		-0.553	0.416	1
ENSG00000259287		chr15	-	33858602	33864825	-1.69	0.0775		-1.05	0.255		-0.163	0.846	1
ENSG00000288097		chr11	+	111320379	111323816	1.75	0.378		2.44	0.196		1.76	0.375	
ENSG00000278472		chr15	-	33972059	33972515	-0.0103	0.991		0.616	0.482		0.208	0.817	1
ENSG00000134153	EMC7	chr15	-	34084017	34101862	-0.167	0.0466	0.514	-0.076	0.361	0.779	-0.0864	0.3	1
ENSG00000155158	TTC39B	chr9	-	15163622	15307360	0.0371	0.901	0.986	0.359	0.217	0.67	-0.165	0.585	1
ENSG00000188000	OR7D2	chr19	+	9178979	9188818	1.55	0.654		-0.997	0.779		-0.0936	0.979	
ENSG00000269489		chr1	+	151798054	151798602	0.478	0.785		0.986	0.558		-1.89	0.326	
ENSG00000128463	EMC4	chr15	+	34225013	34230156	-0.0677	0.472	0.9	0.00113	0.99	0.998	-0.0435	0.642	1
ENSG00000140199	SLC12A6	chr15	-	34229784	34338060	0.057	0.641	0.945	0.15	0.217	0.671	0.0813	0.505	1
ENSG00000290606		chr19	-	28704249	28727777	0.389	0.327	0.85	-0.273	0.512		0.0596	0.883	1
ENSG00000182117	NOP10	chr15	-	34339159	34343180	-0.151	0.156	0.725	-0.166	0.115	0.543	-0.0608	0.564	1
ENSG00000215252	GOLGA8B	chr15	-	34525095	34588503	0.618	0.00049	0.0619	0.427	0.0155	0.243	0.336	0.057	1
ENSG00000159251	ACTC1	chr15	-	34790107	34795589	-0.285	0.494	0.908	-0.502	0.224	0.677	-0.442	0.285	1
ENSG00000198146	ZNF770	chr15	-	34978341	34988287	0.00979	0.933	0.991	-0.0389	0.738	0.943	-0.00999	0.932	1
ENSG00000262732		chr16	-	13930677	13935635	0.78	0.814		-0.98	0.769		-0.047	0.989	
ENSG00000180479	ZNF571	chr19	-	37554782	37594792	-0.0858	0.706	0.957	-0.0589	0.795	0.958	0.129	0.565	1
ENSG00000275111	ZNF2	chr2	+	95165432	95184317	0.195	0.375	0.867	0.11	0.618	0.899	0.0432	0.845	1
ENSG00000289289		chr15	-	35056535	35062164	-2.38	0.536		-2.46	0.519		-0.468	0.901	
ENSG00000258702		chr14	+	96592399	96605976	0.43	0.228	0.781	-0.00255	0.994	0.999	-0.618	0.105	1
ENSG00000255192	NANOGP8	chr15	-	35083410	35085295	0.585	0.657		0.479	0.715		-2.26	0.178	
ENSG00000272574		chr1	+	162593103	162593754	0.622	0.377		0.666	0.347		0.453	0.528	1
ENSG00000248079	DPH6-DT	chr15	+	35546154	35860199	-0.0828	0.921		0.256	0.749		0.479	0.541	1
ENSG00000011009	LYPLA2	chr1	+	23791145	23795539	-0.0887	0.386	0.874	-0.225	0.0269	0.306	-0.00935	0.927	1
ENSG00000179163	FUCA1	chr1	-	23845077	23868290	0.072	0.574	0.928	0.151	0.235	0.688	0.135	0.289	1
ENSG00000213215	OR2F1	chr7	+	143954844	143997312	-0.233	0.75		0.184	0.795		-0.125	0.863	1
ENSG00000239389	PCDHA13	chr5	+	140882124	141012347	0.431	0.33	0.851	0.333	0.45	0.827	-0.262	0.567	1
ENSG00000134138	MEIS2	chr15	-	36889204	37101299	-0.068	0.839	0.978	0.0424	0.898	0.98	-0.314	0.347	1
ENSG00000249833	CFAP100-DT	chr3	-	126393032	126394851	-2.49	0.514		-1.5	0.692		-2.47	0.514	
ENSG00000183617	MRPL54	chr19	+	3762682	3768575	-0.0983	0.455	0.897	-0.0218	0.867	0.975	0.11	0.397	1
ENSG00000126267	COX6B1	chr19	+	35648323	35658782	-0.117	0.18	0.744	-0.129	0.136	0.571	-0.0143	0.869	1
ENSG00000236914	LINC01852	chr15	-	38068812	38072990	-1.36	0.279		-0.854	0.474		-0.532	0.645	1
ENSG00000189227	C15orf61	chr15	+	67521131	67530146	-0.287	0.177	0.74	-0.216	0.308	0.744	-0.0191	0.927	1
ENSG00000259380	LINC02895	chr15	-	38139595	38226897	1.87	0.292		0.565	0.762		-1.85	0.366	
ENSG00000172575	RASGRP1	chr15	-	38488103	38565575	0.469	0.431		1.03	0.076		0.113	0.854	1
ENSG00000175779	LINC02694	chr15	+	38628005	39180499	1.15	0.578		1.35	0.494		-0.88	0.679	
ENSG00000274281		chr15	-	38851306	38853432	-0.871	0.839		0.00789	0.999		-0.937	0.825	
ENSG00000065427	KARS1	chr16	-	75627474	75648643	-0.0479	0.441	0.893	0.0149	0.809	0.961	-0.0419	0.498	1
ENSG00000176387	HSD11B2	chr16	+	67430652	67437553	-0.0293	0.859	0.981	-0.0536	0.742	0.944	0.222	0.173	1
ENSG00000186625	KATNA1	chr6	-	149594873	149648972	0.0719	0.619	0.941	0.113	0.432	0.82	0.0762	0.597	1
ENSG00000168421	RHOH	chr4	+	40191011	40246967	0.00225	0.997		-0.124	0.844		-0.311	0.628	1
ENSG00000259345		chr15	-	38865322	39427195	-1.2	0.426		0.0332	0.98		0.272	0.831	1
ENSG00000285752	CDC42-AS1	chr1	-	22028317	22052927	1.16	0.649		-1.74	0.516		-0.194	0.941	
ENSG00000137801	THBS1	chr15	+	39581079	39599466	-0.121	0.79	0.971	0.0945	0.834	0.967	0.0821	0.856	1
ENSG00000276107	THBS1-IT1	chr15	+	39586561	39587293	0.75	0.448		0.307	0.767		0.029	0.978	1
ENSG00000286053	ASDURF	chr2	+	189661452	189666437	-0.331	0.364	0.864	-0.287	0.427	0.816	-0.0118	0.974	1
ENSG00000167191	GPRC5B	chr16	-	19856691	19886167	0.0767	0.691	0.954	0.343	0.0711	0.449	-0.09	0.643	1
ENSG00000117625	RCOR3	chr1	+	211258377	211316385	0.162	0.164	0.736	0.0467	0.687	0.927	-0.0704	0.545	1
ENSG00000253327	RAD21-AS1	chr8	+	116874424	116876868	0.928	0.562		1.58	0.303		-0.0211	0.99	
ENSG00000261136		chr15	+	39782571	39785617	0.966	0.0798		-0.978	0.15		0.688	0.222	1
ENSG00000166073	GPR176	chr15	-	39799008	39920936	0.191	0.717	0.959	0.205	0.697	0.93	0.639	0.221	1
ENSG00000196990	FAM163B	chr9	-	133577081	133609389	-1.1	0.406		0.392	0.728		-0.214	0.856	1
ENSG00000288046		chr6	+	6725036	6733191	0.778	0.185		1.09	0.0587		1.04	0.0701	1
ENSG00000248508	SRP14-DT	chr15	+	40039242	40080614	0.315	0.367	0.865	0.476	0.168	0.617	0.343	0.324	1
ENSG00000127564	PKMYT1	chr16	-	2968024	2980479	0.248	0.119	0.672	0.189	0.234	0.686	0.262	0.0995	1
ENSG00000137843	PAK6	chr15	+	40217428	40277487	-0.0149	0.887	0.984	-0.00551	0.958	0.993	0.0841	0.42	1
ENSG00000273786		chr15	+	40226386	40227069	-0.0543	0.969		-0.678	0.665		1.14	0.382	1
ENSG00000260648		chr15	+	40232082	40236109	1.9	0.0475		0.58	0.584		1.58	0.105	1
ENSG00000176753	PAK6-AS1	chr15	-	40250664	40252969	0.00632	0.986	0.999	-0.221	0.554	0.872	-0.128	0.73	1
ENSG00000262429		chr17	+	4967995	4968822	0.726	0.74		-0.957	0.684		0.485	0.826	
ENSG00000124749	COL21A1	chr6	-	56056590	56394094	-0.483	0.000128	0.0333	-0.519	3.41e-05	0.00633	-0.278	0.026	1
ENSG00000186827	TNFRSF4	chr1	-	1211326	1214153	-1.73	0.316		0.995	0.49		1.34	0.341	1
ENSG00000230778	ANKRD63	chr15	-	40278372	40283064	-0.88	0.126	0.68	0.0503	0.927	0.987	-0.565	0.316	1
ENSG00000273855		chr15	-	40285468	40285909	1.68	0.66		-0.0195	0.996		1.66	0.662	
ENSG00000279726		chr5	-	140785698	140828549	-0.481	0.418		-0.762	0.216		-0.281	0.634	1
ENSG00000259330	INAFM2	chr15	+	40323692	40326715	0.0807	0.608	0.939	-0.14	0.373	0.785	0.0564	0.719	1
ENSG00000188549	CCDC9B	chr15	-	40331452	40340939	-0.179	0.821		0.397	0.605		0.28	0.717	1
ENSG00000288645		chr15	-	50648802	50686717	0.125	0.974		0.133	0.972		0.207	0.957	
ENSG00000140323	DISP2	chr15	+	40358219	40378621	-0.04	0.943		0.459	0.395		0.605	0.256	1
ENSG00000128944	KNSTRN	chr15	+	40382721	40394288	-0.103	0.54	0.922	-0.0579	0.729	0.941	-0.104	0.536	1
ENSG00000128928	IVD	chr15	+	40405485	40435947	-0.0815	0.647	0.946	-0.281	0.113	0.538	0.0325	0.854	1
ENSG00000130159	ECSIT	chr19	-	11505929	11529172	-0.0166	0.895	0.985	-0.00915	0.942	0.99	0.113	0.366	1
ENSG00000134283	PPHLN1	chr12	+	42238447	42459715	0.0468	0.683	0.952	-0.136	0.236	0.688	-0.108	0.348	1
ENSG00000140320	BAHD1	chr15	+	40439721	40468236	-0.0507	0.581	0.932	0.0137	0.881	0.977	0.0496	0.587	1
ENSG00000184584	STING1	chr5	-	139475533	139482935	0.479	0.712		-0.165	0.905		-0.799	0.585	
ENSG00000173614	NMNAT1	chr1	+	9943428	9985501	0.209	0.175	0.739	-0.0725	0.644	0.908	-0.0633	0.686	1
ENSG00000176018	LYSMD3	chr5	-	90515611	90529584	-0.385	0.00786	0.261	-0.258	0.0718	0.451	-0.227	0.115	1
ENSG00000128891	CCDC32	chr15	-	40528683	40565054	0.0173	0.901	0.986	-0.182	0.194	0.65	-0.116	0.404	1
ENSG00000068903	SIRT2	chr19	-	38878555	38899862	-0.204	0.107	0.653	-0.187	0.136	0.571	-0.182	0.147	1
ENSG00000259254		chr15	+	40642933	40646857	-0.547	0.837		-0.419	0.875		-1.66	0.545	
ENSG00000245849	RAD51-AS1	chr15	-	40686183	40695107	0.293	0.113	0.661	0.055	0.768	0.951	-0.033	0.861	1
ENSG00000051180	RAD51	chr15	+	40694774	40732340	0.000932	0.993	0.999	0.0637	0.572	0.879	0.07	0.535	1
ENSG00000137824	RMDN3	chr15	-	40735884	40755851	-0.181	0.131	0.685	-0.228	0.0573	0.418	-0.057	0.632	1
ENSG00000083838	ZNF446	chr19	+	58474017	58481230	-0.00454	0.984	0.999	0.183	0.414	0.81	-0.163	0.476	1
ENSG00000104129	DNAJC17	chr15	-	40765161	40807478	0.188	0.263	0.811	0.0365	0.829	0.967	0.133	0.428	1
ENSG00000188277	C15orf62	chr15	+	40769980	40772449	1.47	0.0479		0.259	0.748		0.869	0.256	1
ENSG00000150636	CCDC102B	chr18	+	68715209	69055189	-0.0703	0.834	0.977	-0.661	0.0641	0.436	-0.412	0.233	1
ENSG00000166140	ZFYVE19	chr15	+	40807086	40815084	0.124	0.314	0.843	0.112	0.364	0.781	0.0492	0.69	1
ENSG00000105677	TMEM147	chr19	+	35545600	35547526	-0.131	0.216	0.773	-0.183	0.0821	0.479	0.0656	0.531	1
ENSG00000166143	PPP1R14D	chr15	-	40815451	40828709	0.762	0.53		-0.585	0.685		0.753	0.532	
ENSG00000166145	SPINT1	chr15	+	40844018	40858207	-0.0376	0.749	0.962	-0.0768	0.509	0.854	0.046	0.692	1
ENSG00000131484		chr17	+	45533963	45534710	0.65	0.614		-0.581	0.698		-0.64	0.671	
ENSG00000104140	RHOV	chr15	-	40872214	40874234	-0.218	0.212	0.773	0.13	0.451	0.827	-0.0623	0.719	1
ENSG00000117335	CD46	chr1	+	207752037	207795513	0.256	0.0505	0.523	0.407	0.00168	0.0762	0.161	0.216	1
ENSG00000251161		chr15	+	40906811	40910337	0.217	0.669		-0.617	0.281		0.25	0.623	1
ENSG00000128908	INO80	chr15	-	40978880	41116280	-0.0457	0.652	0.946	-0.0681	0.498	0.849	-0.097	0.335	1
ENSG00000081721	DUSP12	chr1	+	161749758	161757238	-0.0099	0.93	0.991	0.0814	0.467	0.837	0.172	0.121	1
ENSG00000187446	CHP1	chr15	+	41230839	41281887	-0.136	0.151	0.717	-0.0476	0.612	0.897	-0.0747	0.427	1
ENSG00000259659		chr15	+	44557829	44559188	-0.029	0.961		0.236	0.682		-0.598	0.34	1
ENSG00000239911	PRKAG2-AS1	chr7	+	151877042	151879229	3.92	0.00906		4.76	0.00111		4.17	0.00493	
ENSG00000261770		chr19	-	27757184	27760849	-0.304	0.466	0.898	-0.0594	0.885	0.977	-0.0756	0.853	1
ENSG00000255026		chr11	+	287305	288987	0.263	0.781		0.698	0.439		-0.438	0.657	1
ENSG00000247556	OIP5-AS1	chr15	+	41283958	41322392	0.032	0.724	0.96	0.105	0.242	0.693	0.0196	0.827	1
ENSG00000089486	CDIP1	chr16	-	4510669	4538828	-0.0423	0.83	0.977	0.202	0.298	0.738	-0.0078	0.968	1
ENSG00000137804	NUSAP1	chr15	+	41320794	41381050	0.0786	0.574	0.928	-0.0768	0.58	0.884	0.0775	0.577	1
ENSG00000103479	RBL2	chr16	+	53433977	53491648	0.157	0.163	0.733	0.0976	0.383	0.792	0.0457	0.684	1
ENSG00000233296	TMEM18-DT	chr2	+	677186	697382	0.916	0.136		0.229	0.721		-0.236	0.726	1
ENSG00000115561	CHMP3	chr2	-	86503430	86563479	-0.0849	0.37	0.867	-0.147	0.118	0.547	-0.083	0.377	1
ENSG00000137815	RTF1	chr15	+	41408408	41483563	-0.0149	0.795	0.971	-0.0116	0.839	0.968	-0.00597	0.917	1
ENSG00000121039	RDH10	chr8	+	73294602	73325281	-0.357	0.000137	0.0345	-0.263	0.00457	0.13	-0.125	0.176	1
ENSG00000137825	ITPKA	chr15	+	41493393	41503551	-0.153	0.675	0.95	-0.626	0.101	0.52	-0.238	0.519	1
ENSG00000062524	LTK	chr15	-	41503637	41513887	0.117	0.696	0.955	-0.0561	0.853	0.972	-0.409	0.191	1
ENSG00000260926		chr15	-	41609457	41630908	1.49	0.674		-0.00208	1		-0.965	0.789	
ENSG00000243708	PLA2G4B	chr15	+	41837775	41848147	0.353	0.0426	0.501	0.18	0.303	0.741	0.167	0.34	1
ENSG00000167528	ZNF641	chr12	-	48337180	48351414	-0.00177	0.994	0.999	-0.128	0.576	0.882	-0.0487	0.831	1
ENSG00000127884	ECHS1	chr10	-	133362485	133373354	-0.0405	0.67	0.95	-0.211	0.0258	0.3	-0.0987	0.296	1
ENSG00000259883	EHD4-AS1	chr15	+	41921417	41929286	-1.37	0.415		-1.67	0.323		-2.43	0.17	
ENSG00000188089	PLA2G4E	chr15	-	41981394	42051190	1.01	0.792		0.965	0.8		0.974	0.798	
ENSG00000163293	NIPAL1	chr4	+	47914142	48040173	-0.292	0.0461	0.511	-0.221	0.129	0.563	-0.277	0.0576	1
ENSG00000168907	PLA2G4F	chr15	-	42139034	42156636	-0.215	0.274	0.815	-0.257	0.19	0.646	-0.0153	0.937	1
ENSG00000204611	ZNF616	chr19	-	52113091	52139938	0.289	0.0073	0.255	0.292	0.00656	0.159	0.0788	0.467	1
ENSG00000166887	VPS39	chr15	-	42158701	42208307	0.144	0.0357	0.474	0.114	0.0952	0.51	0.0922	0.179	1
ENSG00000214013	GANC	chr15	+	42273201	42353666	0.32	0.111	0.66	0.256	0.203	0.656	0.0646	0.751	1
ENSG00000092529	CAPN3	chr15	+	42359498	42412949	0.707	0.198		0.637	0.246		-0.559	0.361	1
ENSG00000165490	DDIAS	chr11	+	82899975	82958277	0.158	0.287	0.821	0.214	0.147	0.589	0.131	0.377	1
ENSG00000103994	ZNF106	chr15	-	42412823	42491141	-0.0605	0.286	0.821	-1.49e-05	1	1	-0.0325	0.564	1
ENSG00000092531	SNAP23	chr15	+	42491233	42545356	-0.104	0.279	0.816	0.0152	0.873	0.975	-0.0772	0.416	1
ENSG00000289991		chr16	+	67983039	67983525	0.799	0.785		2.89	0.292		-0.0573	0.984	
ENSG00000128242	GAL3ST1	chr22	-	30554635	30574665	-0.141	0.52	0.918	0.176	0.413	0.809	0.0819	0.705	1
ENSG00000291082	HERC2P9	chr15	+	28651421	28685264	0.133	0.521	0.918	-0.201	0.337	0.765	0.0241	0.908	1
ENSG00000261684		chr15	-	42497394	42532840	0.6	0.614		-1.34	0.364		0.445	0.71	1
ENSG00000176845	METRNL	chr17	+	83079609	83095122	-0.0537	0.76	0.964	-0.0272	0.876	0.976	-0.0357	0.838	1
ENSG00000198326	TMEM239	chr20	+	2816302	2820284	0.731	0.327		-0.554	0.517		0.78	0.292	1
ENSG00000180979	LRRC57	chr15	-	42537820	42548802	0.0601	0.537	0.921	0.109	0.26	0.71	0.0767	0.429	1
ENSG00000163220	S100A9	chr1	+	153357854	153361023	0.488	0.342	0.856	1.42	0.00417	0.124	0.47	0.358	1
ENSG00000129250	KIF1C	chr17	+	4997950	5028401	-0.032	0.735	0.961	-0.0783	0.405	0.804	0.0904	0.336	1
ENSG00000106397	PLOD3	chr7	-	101205977	101218420	-0.176	0.111	0.659	-0.317	0.004	0.123	-0.0456	0.677	1
ENSG00000159433	STARD9	chr15	+	42575606	42720998	0.369	0.365	0.865	0.117	0.779	0.952	0.508	0.208	1
ENSG00000272692		chr10	+	75409142	75411842	0.678	0.682		0.612	0.709		0.651	0.691	
ENSG00000143390	RFX5	chr1	-	151340640	151347326	-0.114	0.559	0.927	-0.247	0.203	0.656	0.0698	0.718	1
ENSG00000140326	CDAN1	chr15	-	42723544	42737128	0.0932	0.484	0.906	0.182	0.169	0.618	0.0511	0.701	1
ENSG00000128881	TTBK2	chr15	-	42738730	42920809	0.316	0.031	0.446	0.149	0.312	0.746	0.0513	0.729	1
ENSG00000125434	SLC25A35	chr17	-	8287763	8295400	-0.0726	0.714	0.958	0.0856	0.661	0.916	0.0281	0.886	1
ENSG00000189229		chr3	+	6490460	6736750	-0.0562	0.984		0.952	0.738		-0.0231	0.994	
ENSG00000289297		chr19	+	20999931	21000507	0.194	0.788		0.908	0.179		0.495	0.478	1
ENSG00000188517	COL25A1	chr4	-	108808725	109302752	-0.568	0.164	0.735	-0.534	0.187	0.642	-0.65	0.11	1
ENSG00000174808	BTC	chr4	-	74744759	74794523	0.326	0.754		-1.42	0.253		-0.423	0.699	1
ENSG00000246283	TTBK2-AS1	chr15	+	42739118	42743202	-0.667	0.425		-1.31	0.146		-0.999	0.248	1
ENSG00000017483	SLC38A5	chrX	-	48458537	48470260	-1.44	0.266		-0.0042	0.997		-0.436	0.704	1
ENSG00000134508	CABLES1	chr18	+	23134564	23260470	-0.096	0.633	0.942	0.0845	0.673	0.921	0.208	0.294	1
ENSG00000231840	TMEM139-AS1	chr7	-	143255264	143287997	0.839	0.468		0.814	0.483		1.08	0.342	1
ENSG00000269940		chr14	+	103694560	103695170	0.216	0.463	0.898	0.0247	0.934	0.989	0.292	0.318	1
ENSG00000188266	HYKK	chr15	+	78507564	78537372	0.529	0.32		0.209	0.697		0.313	0.558	1
ENSG00000137842	TMEM62	chr15	+	43123279	43185144	-0.0172	0.867	0.983	0.0158	0.877	0.976	-0.0302	0.768	1
ENSG00000166947	EPB42	chr15	-	43197227	43221018	0.764	0.661		-0.0239	0.989		-0.576	0.762	
ENSG00000169925	BRD3	chr9	-	134030305	134068535	0.01	0.905	0.987	0.0354	0.674	0.921	0.0481	0.567	1
ENSG00000168906	MAT2A	chr2	+	85539168	85545281	0.102	0.127	0.681	0.0489	0.46	0.832	0.0343	0.604	1
ENSG00000121871	SLITRK3	chr3	-	165186720	165197109	0.0401	0.969		-0.889	0.427		-0.908	0.416	
ENSG00000153827	TRIP12	chr2	-	229763837	229923239	-0.182	0.0026	0.159	-0.204	0.000682	0.0448	-0.0984	0.101	1
ENSG00000168806	LCMT2	chr15	-	43323649	43330582	-0.0117	0.953	0.994	0.0663	0.735	0.943	0.187	0.337	1
ENSG00000168803	ADAL	chr15	+	43330672	43354569	-0.12	0.606	0.938	-0.12	0.607	0.895	-0.194	0.408	1
ENSG00000137822	TUBGCP4	chr15	+	43369221	43409771	-0.143	0.0991	0.642	0.0451	0.598	0.891	-0.0498	0.562	1
ENSG00000163320	CGGBP1	chr3	-	88051944	88149885	-0.00976	0.915	0.988	0.0125	0.891	0.979	-0.00631	0.945	1
ENSG00000110237	ARHGEF17	chr11	+	73308276	73369388	0.039	0.747	0.962	-0.0963	0.423	0.815	0.099	0.41	1
ENSG00000166963	MAP1A	chr15	+	43510958	43531620	-0.197	0.129	0.682	-0.314	0.0144	0.234	0.0345	0.788	1
ENSG00000105556	MIER2	chr19	-	305573	344815	-0.277	0.0491	0.519	-0.231	0.0983	0.517	-0.0945	0.497	1
ENSG00000168781	PPIP5K1	chr15	-	43533462	43590208	0.171	0.185	0.747	-0.0156	0.904	0.982	0.025	0.846	1
ENSG00000196535	MYO18A	chr17	-	29071122	29180398	-0.0959	0.474	0.9	-0.232	0.0807	0.473	-0.105	0.431	1
ENSG00000134765	DSC1	chr18	-	31129236	31162856	0.233	0.402	0.879	0.137	0.623	0.901	0.168	0.544	1
ENSG00000236289	GACAT3	chr2	+	16013928	16087201	0.429	0.67		0.147	0.883		-1.68	0.17	1
ENSG00000254741		chr8	+	143579636	143580670	0.371	0.676		-1.89	0.0812		-0.487	0.599	1
ENSG00000242866	STRC	chr15	-	43599563	43618800	0.862	0.00681	0.248	0.552	0.0902	0.498	0.621	0.0548	1
ENSG00000272325	NUDT3	chr6	-	34279679	34392669	-0.033	0.78	0.97	-0.166	0.159	0.605	-0.0407	0.729	1
ENSG00000115827	DCAF17	chr2	+	171434217	171485052	-0.0583	0.606	0.938	-0.0776	0.491	0.846	0.0611	0.586	1
ENSG00000167004	PDIA3	chr15	+	43746394	43773279	0.0862	0.471	0.9	0.235	0.0466	0.384	0.11	0.355	1
ENSG00000128886	ELL3	chr15	-	43772605	43777315	-0.107	0.65	0.946	0.0962	0.68	0.923	-0.0801	0.734	1
ENSG00000085552	IGSF9	chr1	-	159927039	159945613	-0.0882	0.797	0.971	-0.442	0.213	0.666	0.249	0.463	1
ENSG00000140264	SERF2	chr15	+	43777087	43804427	-0.0654	0.539	0.922	-0.0485	0.646	0.909	-0.0269	0.799	1
ENSG00000166920	C15orf48	chr15	+	45430579	45448761	-0.592	0.247		-0.223	0.655		-0.694	0.179	1
ENSG00000242028	HYPK	chr15	+	43796142	43804427	-0.103	0.402	0.879	-0.0924	0.447	0.825	-0.000795	0.995	1
